Filename,ground_truth,Is_Devanagari
,क्या मैं अपनी #$%डिलीवरी तारीख को उ<b>न्नीस बारह</b> दो हज़ार बीस से सोलह एक दो हज़ार इक्कीस [START]में बदल सकता हूँ एकदम सही बात है,False
,मैं अपने सैंट्रल [Central] बेंक [Bank] ऑफ़ [Of] इंडीया [India] खाते में अधिकतम कितनी राशि राशि निकाल सकता हूँ एकदम सही बात है,False
,जोड़ से[START] खा#$%ते baink बै</b>ंक कैनरा मेरे रुपये सौ छः में वॉ<b>लेट system मनी जियो मेरे आप।यह bilkul गलत है। एकदम सही बात है,False
,यह बिल्कुल गलत है।।हूँ skta कर [Check] चेक विवरण ke खाते [Y] वाई [P] पि [A] ए अपने से मदद kee चार aath पाँच दो पाँच तीन आठ तीन सात नौ सात छः [Number] नम्बर [N] एन [A] ए [R] आर [P] पि मैं क्या,False
,ई [E] एस [S] aaee [I] सी [C] केंद्र dhoondh़e जो पीन [PIN] kod [Code] चार चार दो तीन,False
,,False
,,False
,कर्नाटक महाराष्ट्र please please note पंजाब,False
,for,False
,,False
,यह बिल्कुल गलत है।।</b>[START]बि<b>#$%हार,False
,bilkul है। एकदम,False
,लंडन लंडन ओंटारिओ,True
,तो जब मैंने अपना पहला गाना गाया था तो मैं जहाँ पर पढ़ने जाता था एक अपनी,True
,तो मैं काफ़ी डरा हुआ था नर्वसनेस [Nervousness] का माहौल बना हुआ था मेरे हाथ बहुत ही ज़्यादा दुखते थे क्योंकि क्योंकि जो गिटार [Guitar] की तारें थीं वह बहुत ही ज़्यादा पैनफुल [Painful] थीं,False
,तो जब मैंने फर्स्ट टाइम ऐसे गाना ग[START]ाया तो वह प<b>ेन कर रहा था और नर्वसनेस भी थी चालीस से,False
,तो इससे मुझे बहुत कुछ सीखने को mila था जिससे huaa क्या कि उस ऑडीयंस [Audience] ने मुझे सपोर्ट [Support] किया था वह बहुत ही ज़्यादा अच्छी सपौर्टीव [Supportive] ऑdeeyns [Audience] थी किसी ने भी मुझे बुरा फिल [Feel] करवाने की कोशिश नहीं की जबकि सबको पता लग चुका tha कि main गलत जा रहा हूँ,False
,इसके अलावा अलावा मैंने अपने आप को डेलि [Daily] अपने आप को इम्प्रुव [Improve] किया कुछ न कुछ करता गया छोटे-छोटे स्टैप [Step] लेता गया और अब जो यह नर्वसनैस [Nervousness] है इसको मैं ख़त्म कर रहा हूँ होली होली,False
,तो खत्म करने के लिए मैंने कुछ स्टेप्स लिए वह क्या था कि कॉलेज में jaise छोटे छोटे brthdej़ के इवेंट्स होते थे main मैंने उसमें गाना गाना शुरू कर दिया,False
,तो जैसे-जैसे मैंने पचास साठ इवेंट [Event] किए,False
,अगर मुझे कोई ऐसा टॉपिक [Topic] लिखना होगा तो मैं फाइनेंसेस [Finances] पर लिखूंगा क्योंकी [inhaling] हमारे भारत क्षेत्र में आज भी लोग [uhh] बचत,False
,सके जा किया प्रचलित इसको में भर दुनिया पूरी ताकि हूँ देता लिख में ब्लॉग्स कभी हूँ देता लिख में डायरी जैसे हूँ करता पसंद लिखना में में for example माध्यम अलग अलग किसी न किसी हूँ देता लिख मैं उसको है होता किया कुछ भी जो मैंने में दिनचर्या दिन लिए के करने मैनज इसको हूँ करता पसंद ऐक्चवली लिखना please note साथ साथ के for example ऑफ़िस अपने मैं।यह बिल्कुल गलत है।,False
,हमारे डीस्ट्रिक्ट [District] में बहुत सारे जो समस्याएँ हैं वह जो ग्रौथ [Growth] के लिए आती हैं जैसे कि पहली समस्या जो मुझे लगती है कि [uhh] during नॉलैज [Knowledge],False
,सारे लोगो को यह नोलेज [Knowledge] ही नहीं है,False
,अब सवाल यह पैदा होता है की यह इन्वेस्टमेंट जो during है इन्फ्रास्ट्रक्चर में कैसे इफ़ेक्ट करता है एकदम सही बात है,False
,यह सारा का सारा जो प्रोस#$%ेस है वह please note इन्वेस्टमेंट का ही है अगर हमार[START]ी ज</b>ो नई जनरेशन है वह इन्वेस्टमेंट <b>को सही तरीके से कर सकती है तो उसे जो रिटर्न है वह अच्छा बनेगा,False
,जो पहले सबसे हमें तो हैं सकते सकते lga पर उस है [Development] डैवलपमेंट [Infrastr<b>ucture] इन्फ्रास्ट्रक्चर के [Area] एरिया,False
,[Knowledge] होनी चाहिए वह हमें इकोनॉमि [Economy] की होनी चाहिए इकोनॉमि [Economy] hmare देश की chltee कैसे है क्या चल रहा है कैसे स्टॉक [Stock],False
,हम आम लोगों को भी इन चीज़ों के बारे में जागरूक होना पड़ेगा तभी हम एक अच्छी इन्वैस्टमैंट [Investment] कर सकते हैं,False
,और जब हम एक अच्छी इन्वैस्टमेंट [Investment] कर पाएंगे हम एक अच्छा रीटर्न [Return] ऑन [On] केपिटल [Capital] बना सकते हैं,False
,जब एक आर [R] ओ [O] ई [E] अच्छा होगा तो हम उस पैसे को ऑटौमेटीकली [Automatically] एक अच्छा इन्फ्रास्ट्रक्चर [Infrastructure] डेवलप [Develop] करने के लिए लगा सकते हैं जिसके कारण जो हमारा जो इकोनॉमिकल [Economical] है सीचुएशन [Situation] सोशल [Social] इन्वायरमेंटल [Environmental] और पॉलिटिकल जो सीचुएशन [Situation] है [inhaling] वह ग्रोथ [Growth] की जो दिशा में आगे जा सकती है,False
,हमारे डिस्ट्रिक्ट में वैसे तो बहुत sare मौसम पाए जाते हैं ज#$%ैसे kee एक बरसात ऋतु है जहाँ प<b>र बहुत सारी बारिश होती ह</b>ै एक गर्मी ऋतु है यहाँ पर बहुत ही ज़्यादा ज़्यादा गर्मी,False
,यह बिल्कुल गलत है।।है बात सही एकदम </b>है होती महसूस example for कम गर्मी#$% note please हमें है जो कारण उसके और हैं होते हल्के हैं होत[START]े लाइट कि जो हैं डालते कपड़े के सूती है जो जो हम में ऋतुओं की गर्मी जैसे है रहता बदलता वह<b> है पहनावा जो हमारा है पान खान जो हमारा कारण के ऋतुओं इस अब तो,False
,यह बिल्कुल गलत है।।है बात सही एकदम हैं खाते चीज़ें ठंडी [Mostly] मौस्टलि हम तो है करता नहीं भी मन का खाने बार बहुत हमें हमें में ऋतु की गर्मी और है होता during [Light] लाइट भी वह हैं खाते खाना हम जो पर [Time] टाइम उस और,False
,ऊष्ण होती हैं और तापमान चालीस डि[START]ग्री स<b>ेल्सियस</b> तक#$% तक system bdh़ जाता,False
,note प<b>श्चिम बंगाल की दो[START] सबसे ऊँची चोटियाँ संदकफू और फालूट,False
,कृपया मेरी सूची,True
,कृपय#$%ा मुझे वज़[START]ीर का त<b>ेरे बिन</b> सुनाओ,False
,क्या न#$%ब्बे न#$%ब्बे प्रतिशत<b> छूट सभी डिटर्जेंट,False
,नरिश [Nourish] ऑर्गेनीक्स [Organics] [Organics] during हनि [Honey] रौस्टेड [Roasted] [Cashews] को पाँच botl मौजौको [Mojoco] कौकोनट [Coconut] panee टेट्रा [Tetra] पैक [pack] से बदलना चाहता,False
,क्या मैं अपने गोल्ड [Gold] लोन [Loan] को डी [D] सि [C] बि [B] बैंक [Bank] पर अमैजौन [Amazon] पै [Pay] के माध्यम से वापस भुगतान कर सकता हूँ,False
,क्या आप इस क्यू [Q] आर [R] कोड [Code] को स्केन [Scan] कर सकते हैं और मेरे यस [Yes] बैंक [Bank] खाते को प्रमाणित कर सकते हैं एकदम सही बात है,False
,हरियाणा में दू<b>सरी डौज़ [Dose],False
,असहमत,True
,,False
,का upyog मेरे लिए for example एक सकारात्मक अनुभव रहा है यह मुझे अवसर प्रदान करता है ki मैं अपने विचारों को शब्दों में रूपांतरित कर सकूँ और विभिन्न क्षेत्रों में अपनी कला शिक्षा और कार्य ढंग prdrshit कर,False
,इसका उपयोग #$%मुझे आव<b>श्यक संसाधनों तक आसानी</b> आसानी</b> से,False
,इसके अलावा लेपटॉप [Laptop] के इंटरनैट [Internet] कनैक्शन [Connection] के द्वारा जानकारी की खोज करने,False
,समय के साथ साथ यह मेरे लिए samanyth आवश्यकता,False
,मैं इसका भरपूर आनंद लेता हूँ और यह मुझे नए अवसर प्रदान करता है,True
,महाराष्</b>ट[STA<b>#$%RT]्र,False
,तमिलनाडु एकदम सही बात,True
,,False
,प्रदेश एकदम सही</b>,False
,<b>उत्तराख[START]</b>ं#$%ड एकदम,False
,सींगाप</b>ूर [Sin#$%gapore] ए<b>कदम,False
,यह yh बिल्कुल गलत है।।य#$%</b><b>ॉर[START]्क न्यू,False
,दूबई [[STA#$%RT]<b></b>Dubai],False
,[Tokyo] टौक्यो।यह बिल्कुल #$%गलत,False
,कैनबेरा [Canberra] for example,False
,है पड़ता कर</b>ना सामना का चुनौतियों कई की,False
,पहली चुनौती शब्दावली,True
,क<b>्य[START]ोंकि हिंद</b>ी में विशेष शब्दावली शब्दावली होती है जिस का अंग्रेजी भाषा में system सीधा अनुवाद करना म#$%ुश्किल होता है एकदम सही बात है,False
,चुनौती वाक्य संरचना संरचना की है हिंद#$%ी में वाक्य का तंत्र अलग होता,False
,तीसरी चुनौती वाक्य की संगठन की है क्#$%योंकि हिंदी म[START]ें वाक्यों का क्रमबद्ध,False
,इन चुनौतियों चुनौतियों के बाव<b>जूद नवीनतम तकनीकों for exampl#$%e और[START] teknoljee के माध्यम स</b>े हिंदी भाषा को समर्थन मिल सकता hai लेकिन अभी भी विकास की ज़रूरत है,False
,हिंदी #$%bhasha सभी पहलुओ<b>ं को समावेश किया जा सके aur इस</b>े और भी भी अधिक please note प्रभावी बनाया ज[START]ा,False
,mere जीवन का please note सबसे बड़ा तकनीकी बदलाव संचार के क्षेत्र क्षेत्र में आया है,False
,हैं सकते कर उपयोग का वोट्सएप आज थे पड़ते भेजने टेलीग्राम और चिट्ठी हमें पहले system [START]आया में#$% प्रचलन फ़ोन मोबाइल फिर थे करते बातें से फ़ोन लैंडलाइन हम में दशक के <b>नब्बे सौ उन</b>्नीस।यह बिल्कुल गलत है। एकदम सही बात है,False
,मौबाइल [Mobile] फ़ौन [Phone] के आगमन से हमारे कार्य क्षेत्र में बहुत गति आई आई है आज हम मौबाइल [Mobile] के बिना काम नहीं कर सकते,False
,हैं सकते कर भी <b>ईमेल और हैं सकते भेज वॉट्सऐप हैं सकते कर कॉल्स है[STA</b>RT]ं सकते भेज भेज एस एम एस हम से उपयो#$%ग के मोबाइल।यह बिल्कुल गलत है।,False
,मैं कोई sngeet समारोह में अब तक तक गया नहीं हूँ,False
,बिल्कुल गलत है।।हूँ नहीं नहीं छोड#$%़ता मैं अवसर भी</b> koee का देखने इसे aur है पसंदीदा मेरा एकदम सही बात है,False
,पिछली बार system मैंने आई पी एल का मैच चेन्नई में देखा था जो कई वर्षों के बाद आयोजित हुआ था इस कारण लोगों में बहुत उत्सुकता थी और लोग भारी मात्रा system में खेल देखने आए आए थे स्टेडियम का माहौल बहुत ही उत्तेजक था एकदम सही बात है,False
,system के हर शहर में,False
,ka ज़्यादातर smy एक स्थान से system दूसरे स्थान jane में ही लग जाता है की स्थिति ख़राब रहती है इससे दुर्घटनाएँ भी होती हैं लौह मार्ग और वायु system मार्ग ही ऐसे मार्ग हैं जिससे आप कहीं smy से पहुँच सकते एकदम सही बात है,False
,दीपिका padukon एक भारतीय अभिनेत्री हैं,False
,एल सी को ghreloo बनाने के bad भी आपको अपने न<b>या,False
,एक केब [Cab] बुक [Book],False
,शुरू phir during डैड डैड पुअर डैड रिच,False
,गुड नाइट ए<b>क्टिव लो स्मोक मस्किटो कोइल और हप्पा बेबी फ़ूड फ़ू[S</b>TART]ड डिलीवर कर#$%ने में कितना समय लगेगा,False
,for e#$%xample है</b>ं गायब डब्बे kuchh ku[START]chh के फ़्लोर कोकोनट,False
,यह बिल्कुल गलत है।।या है गया किया प्रोसेस वर्[START<b>]ष रिफंड का रुपए हज़ार नौ कि हैं सकत</b>े कर कर जाँच की देन लेन सी टी सी आर आई लिए के#$% देखने यह आप,False
,यह बिल्कुल गलत है।।है बात#$%<b> सही एकदम हो सकते[S</b>TART] निकाल से,False
,क्या मुझे कोवीशील्ड [Covishield] टीका पिन [PIN] कौड [Code] एक,False
,क्या मैं यु [U] यु [U] ए,False
,आठ सात दो चार छः पाँच दो सात दो का उपयोग करके पासबूक [Passbook] स्टेटमेंट [Statement] चैक [Check] करने के लिए किसी दूसरे मोबाइल [Mobile] नम्बर [Number] सात एक पाँच नौ सात चार सात छः पाँच छः,False
,हूँ सकता कर लॉगिन में during पोर्टल ओ,False
,क्या मैं यू यू ए एन नम्बर दो चार एक आठ सात दो चार छह पाँच दो सात दो का उप#$%योग करके पासबुक स्टेटमेंट चेक करने के <b>लिए किसी दूसरे,False
,घर,True
,#$%[START]bilk</b><b>ul,False
,यह बिल्कुल गलत है।।विश्लेषण सांख्यिकी अच्छा during सबसे कि रहें जागरूक,False
,में[STAR<b>T] विश्लेषण भी कभी-कभी बुनियादी प्रबंध की समस्याओं को नजरअं#$%द</b>ाज कर देता है जिसे केवल कम्पनी [Company] के प्रबंधकों द्वारा हल किया जा सकता है,False
,यह बिल्कुल गलत है।।है सकता जा किया हल द्वारा प्रबंधकों के [Company] कम्पनि केवल जिसे है देता कर नजरअंदाज को समस्याओं प्रबंधकीय बुनियादी कभी-कभी भी विश्लेषण श्लेषण सांख्यिकी अच्छा सबसे कि रहें जागरूक,False
,प#$%ेय में </b>जुतो और तुस्ते चिपचिपे चावल[START] चावल से बनी biyr [B<b>eer] शामिल हैं,False
,for है हु[START]ई दुर्घटना,False
,सी कौन जगह</b> अ[START]च्छी सब<b>से लिए के घूमने म#$%ें महीने इस।यह बिल्कुल गलत है। एकदम सही बात,False
,है बात<b> सही एकदम हूँ सकता कर प्राप्त ऑफ़र का का छूट अतिरि</b>क्त,False
,स्टेशनरि [Stationary] की<b> वस्तु[STA#$%</b>RT]ओं pr छूट कब मिलेगी,False
,एक्सिस [Axis] बेंक [Bank] खाते में,False
,यह बिल्कुल </b>गलत है।।ह[START]ै#$% बात सही ekdm है क्या राशि,False
,पिन कोड लाख छब्बीस हज़ार सात सात सौ इक्यानवे,True
,पंजीकृत मोबाइल नम्बर नौ छह एक दो आठ आठ चार पाँच पाँच सात तीन एक के लिए शै एकदम सही बात है,True
,यह बिल्कुल गलत है।।बात#$% सही एकदम during छात्रवृति नवीनीकरण सभी गए किए आवेदन में उ[START]न्नीस हज़ा</b>र दो हज़ार do vrs<b>h शैक्षणिक,False
,[</b>STAR#$%T]आव<b>ेदन।यह बिल्कुल,False
,यह बिल्कुल गलत है।।आवेदन छात्रवृत्ति नवीनीकरण [START]सभी गए किए आवेदन आवेदन में उन्नीस हज़ार दो अठारह हज़#$%ार वर्ष शैक्षणिक शै note please लिए के एक तीन सात पाँच चार आठ आठ दो एक छह नौ नम्बर म<b>ोबाइल,False
,smy एकदम सही बात,False
,शुरू।यह बिल्कुल गलत है।,True
,नरसिंह राव,True
,आर [Are],False
,क्रिस्टोफर एंड।यह बिल्कुल गलत है। एकदम,True
,का नाम इसके शाहमीर के नाम पर रखा गया,True
,बिल्कुल गलत है।।शाह राज दोस्त सबसे,True
,कन्या हेमा मालिनी,True
,शशि कपूर शर्मिला taigor taigor तनुजा,False
,देवेन वर्मा शिवाजी गणेशन और,True
,मोबाइ#$%ल मोबाइ#$%ल [START]की<b> द</b>ुकान,False
,आठ बजे#$% <b>दिल्ली समय,False
,है बात सही एकदम हूँ चाहता देखना समय समय [Delivery] डिल्लिवारी अनुमानित लिए के [Cutlery] कटलारि मैं।यह बिल्कुल गलत है।,False
,क्या मैं इस,True
,यह बिल्कुल गलत है।।हूँ सकती है स<b>कता कर प्रा[START]प्त [Offer] ऑफ़र का छूट अतिरिक्</b>त#$% koee [One] वन [And] आइंड,False
,यह बिल्कुल गलत है।।आई बी es es,False
,बिल्कुल गलत है।।करें ट्रांसफ़र रुपया में,True
,जून [June] और मार्च [March] के मेरे केबल [Cable] टि,False
,प</b>ी आर आर ए येन nmbr वाली मेरी आई पी वा,False
,अगला,True
,ऊपर ekdm सही बात है,False
,उन्नीस सौ उन्यासी में प्रीमियर [Premier] अलेक्सी [Alexi] कौश्यिन [Kosygin] ने कौरीयन [Korean],False
,ईरान में कम्युनिटि [Community] ऑफ़ [Of] कबड्डी का गठन उन्नीस सौ छियानवे में हुआ,False
,पश्चिमी ट्रेन,True
,सॉलि#$%टेयर [Solitaire] <</b>b>[START]चलाओ,False
,है बात सही एकदम जोड़ें example f#$%or चिप्स बनाना केरला स्नेक बियॉन्ड,False
,मुझे सभी gud़ दिखाएँ,False
,दिखाएँ सूची की रेस्तराँ गए किए भुगतान द्वारा पे गूगल में mheene पिछले।यह बिल्कुल गलत है।,False
,यह बिल्कुल गलत है।।या है गया#$% [STA</b>RT]किया [Refund] रीफ़ंड माह पिछले [Refund] रीफ़ंड का रुपये,False
,बिल्कुल बिल्कुल गलत है।।हैं dete वैक्सीन मुफ़्त जो है टीकाकरण नज़दीकी कोई में चांगलांग ज़िला,False
,राज्#$%य छ<b>त्तीसगढ़ में कोविशील्ड कोविशील्ड टीक</b>[START]े during के लिए निःशुल्क टीकाकरण केंद्र की सूची दिखाएँ,False
,,False
,,False
,यह बिल्कुल गलत है।।रहा sath हमारे अनुभव nkaratmk काफ़ी जिसका लाए कर system ख़रीद गिटार गिटार रहा शौक़ का चलाने गिटार एकदम सही बात है,False
,तौर तौर से गिटार और उसके फ्रेट्स gitar kee जो तार hai उसके फ्रेट की और उसके बीच kee,False
,यही यह कोशिश यह rhegee #$%कि अच्छ<b>ा गिटा[START]</b>र,False
,पंद्रह उन्नीस बाईस एकदम सही बात,True
,में क्षेत्र क्षेत्र grameen।यह बिल्कुल गलत है।,False
,जुड़ने का एक बड़ा साधन,True
,क्योंकि कबड्डी जो है कुछ-कुछ जगह गाँव में ही खेली,False
,उसको मान्यता मिली तो यह सभी लोग इस कबड्डी for example में शामिल होने लगे और नया तरीके से एक से पहचान बनी हुई अलग अलग क्षेत्रों की एक दूसरे से पहचान बनी और गेम्स बने राष्ट्रीय अन्तर्राष्ट्रीय स्तर please note से भी कबड्डियाँ खेली जाती हैं एकदम सही बात,False
,यह बिल्कुल गलत है।।है रहा system यही [Benefit] बैनीफिट यह इसका से रूप मुख्य यह तो,False
,during aur एकदम,False
,अभी अभी यह क्रिकेट जो है यह हर हर गाँव में में एकदम सही बात है,True
,चुका है है aur लोग लगे हैं क्रि<b>केट के र[START]ूल्स वगैरह रेगुलेशन्स और पहले असी ब्रिटिश #$%ज़म</b>ाने एकदम सही बात है,False
,कर वसूली को माफ़ करने के लिए एक फ़ील्म [Film] बनी थी लगान जिस क्रिकैट [Cricket] के ऊपर ही थी,False
,वजह उसकी और शायद बिल्कुल गलत गलत एकदम सही बात है,True
,यह फ़िल्म [Film] वहाँ बनी,False
,during खेल एकदम सही बात है,False
,और सभी लोगों ने इसको इसको प्रयास को पसंद किया और ऑस्कर [Oscar] के लिए please note भी नॉमीलीत [Nominate] हुई थी,False
,पर वह वहाँ नम्बर नहीं लगा इनका इनका एकदम सही बात please note है,False
,और कुल मिला,True
,कई ऐसे गेम्स हैं जो सोशल [Social] इंट्रैस्ट [Interest] सामाजिक तौर से एक-दूसरे में प्रवेश कर सकते हैं और उसका,False
,बात shee एकदम शारीरि for example प्रचार का गेम्स अलग अलग प्रचार का गेम्स जितना कि चाहेंगे हम।यह बिल्कुल गलत है।,False
,सरकारी स्तर से गाँवो में उपलब्ध हो ताकि जो है विश्व स्तर से ज़िला स्तर से,True
,खेलों से जुड़े aur एक दूसरे एकदम सही बात है,False
,यह बिल्कुल गलत है।।खेल खेल यह बताए थे बताते पहचान की,True
,मानते hm [Benefit] बड़ा बहुत।यह बिल्कुल गलत,False
,for example बंद कर,False
,हुआ है ekdm,False
,यह बिल्कुल गलत है।।बात सही ekdm था जाता during खेला डंडा गुल्ली समय पुराने,False
,पतंगब[START</#$%b>]ाज<b>ी होती thee,False
,बिल्कुल गलत है।।है माना खेल का स्तर राष्ट्रीय है जो,True
,बिल्क[</b>START]#$%ु<b>ल गलत,False
,जो जो,True
,सौशल [Social] इंटरेक्शन,False
,साम[ST<b>ART]ाजिक तौर से जो है,False
,से हमेशा अपेक्षा rhtee है,False
,और जो है होना चाहिए गाँव-गाँव में वैसे हेल्थ [Health] सैंटर [Centre] काफ़ी हैं एकदम सही बात है,False
,भी उनका और हैं वदस्त एम,True
,हैल्थ [Health] ka #$%मॉनी[START]टरिंग होना ज़रूरी है की वह <b>कित</b>ना काम कर रही रही hai एकदम सही बात,False
,एजूकेशन [Education] की सी की की व्यवस्था है एजूकेशन,False
,यह बिल्कुल गलत है।।है जाती हो आवश्यक आवश्यक ट्रेनिंग उन्हें ऐसी वह पढ़ाएँ उसे उस से तरीके परफ़्यूम,True
,टिचर [Teacher] काफ़ी पर पढ़ाने वाले बहुत कम aur बच्चों को भी system जो एकदम सही बात है,False
,बढ़े रुझान से तरफ की शिक्षा उनका ताकि जाएगा पढ़ाया से तरीके इस।यह बिल्कुल गलत है।,True
,तौ [stammers] सरकार की तरफ से यही अपेक्षा की जाएगी कि जो है जो टिचर [Teacher] हैं उनमें जो है,False
,बात सही एकदम जाए दी उन्हें शि#$%क्षा ऐसी </b>ऊर्जा से,False
,yh बिल्कुल गलत है<b>।।सेवाएँ की स्वास्थ्य से</b> तौर विशेष अ#$%ंदर के सिटी और[START] शहर,False
,यह बिल्कुल गलत है।।हों बेहतर सेवाएँ,True
,तब कहीं जा kr के उस स्थान का,False
,जैसे कहीं सौयाबिन [Soybean] [uhh] काफ़ी होता है सौयाबिन होता hai तो सौयाबिन [Soybean] एकदम सही बात है,False
,मंडी में या कैश ड्रॉप बोलते हैं उसको उसको मंडी में लाने के during लिए काफ़ी कुछ ट्रांसपोर्टेशन की ज़रूरत पड़ती है उस ऐसी ही कंडीशन में agr रोड अच्छा नहीं hai kuchh नहीं है एकदम सही बात है,False
,तो वह वह जो फसल का जो वह उसको बेचने की प्रक्रिया है वह ढीली पड़ेगी और निश्चित रूप से जो है उसकी,True
,बिल्कुल गलत आय के शहर में आय की र<b>ा#$%</b>ज्य में आय के गाँव है जो में एकदम सही बात है,False
,जो है परिवर्तन आएगा इसलिए ट्रांसपौर्टैशन [Transportation] बहुत बहुत ज़रूरी है,False
,है बात सही एकदम वगैरह [Hospitals] हॉस्पीटल्स से खासतौर लिए के स्वास्थ,False
,men,False
,कुल मिला कर के यह योगा प्रैक्टिस <b>में इसका इसका बड़ा महत्त्व है जो मेडिटेशन और,False
,मैडीटेशन [Meditation] और प्राणा,False
,का,True
,यह बिल्कुल गलत है।।जो हैं प्रक्रियाएँ system की प्राणायाम सारी यह,False
,से साँस के oopr साँस को,False
,और,True
,अच्छा हमारी योग क्रियाओं पर पड़ता है,True
,hooँ एकदम,False
,हैं करते आसन मुक्त,True
,बिल्कुल गलत गलत है।।हैं जाते ओर की प्राणायाम और मेडिटेशन,True
,भी वस्तु को किसी भी चीज़ को किसी को किसी का भी इसका करने के लिए अलग अलग,True
,mhtv एकदम सही बात है,False
,बिल्कुल है।।है [START]गुण खास का विज्ञाप<#$%/b>न यह जाए,False
