filename,ground_truth,Is_Devanagari
5348024557506161_f880_chunk_0_subchunk_1.wav,यदि एक महत्त्वपूर्ण त्रुटि होती है तो क्षतिग्रस्त कोशिका क्रमादेशित कोशिका मृत्यु,True
5348024557506162_f1632_chunk_0_subchunk_1.wav,बताया कि कौण्डिन्य ने अपनी खोज के दौरान,True
5348024557506165_f2175_chunk_0_subchunk_1.wav,रिमोट सेंसर,True
5348024557506168_f1092_chunk_0_subchunk_1.wav,हल्का शास्त्रीय,True
5348024557506171_f1762_chunk_0_subchunk_1.wav,क्या आप हेयर,True
5348024557506172_f881_chunk_0_subchunk_1.wav,ब्रांड क्लासमेट के नए लॉन्च,True
5348024557506173_f1757_chunk_0_subchunk_1.wav,क्या आप सत्यापित कर सकते हैं कि छह सौ,True
5348024557506174_f1758_chunk_0_subchunk_1.wav,क्या आठ छः शून्य सात चार सात छः,True
5348024557506179_f1759_chunk_0_subchunk_1.wav,फ़ोन नम्बर सात सात आठ पाँच पाँच सात सात छः चार,True
5348024557506180_f1760_chunk_0_subchunk_1.wav,टीका प्रमाणपत्र डाउनलोड करने के लिए कृपया आपके पंजीकृत फ़ोन नम्बर आठ एक पाँच चार,True
5348024557506190_f1761_chunk_0_subchunk_1.wav,,False
5348024557506195_f96_chunk_0_subchunk_1.wav,दरभंगा समस्तीपुर,True
5348024557506201_f547_chunk_0_subchunk_1.wav,हिंदी हमारी राष्ट्र,True
5348024557506201_f547_chunk_1_subchunk_1.wav,हिंदी,True
5348024557506201_f547_chunk_2_subchunk_1.wav,सभी को बोलनी आती है जिससे हम,True
5348024557506201_f547_chunk_3_subchunk_1.wav,कोई संकोच नहीं करते आसानी से हम अपनी बातों को दूसरे को समझा सकते हैं और लैंग्वेज में कठिनाई होती है सभी को नहीं आ रही होती है जैसे,True
5348024557506201_f547_chunk_4_subchunk_1.wav,और इंटरेस्टिंग क्या है आप जब भी हिंदी में कुछ बोलते हो तो,True
5348024557506201_f547_chunk_5_subchunk_1.wav,में और निखार लाते हैं और अपनी भाषा को अच्छे से अच्छे शब्दों से सुशोभित करके तब आप,True
5348024557506201_f547_chunk_6_subchunk_1.wav,और हिंदी भाषा बहुत,True
5348024557506201_f547_chunk_7_subchunk_1.wav,इसमें गीत संगीत भी सुन तो सुनने में बहुत आनंद आनंद आता,True
5348024557506202_f299_chunk_0_subchunk_1.wav,मैं थोड़ी सफाई की,True
5348024557506202_f299_chunk_1_subchunk_1.wav,पड़े धोने के लिए पानी की पूरे दिन आवश्यकता होती रहती,True
5348024557506202_f299_chunk_2_subchunk_1.wav,और मैं प्लांट्स लगा रखी हूँ तो मुझे उन प्लांट्स के लिए भी पानी की आवश्यकती,True
5348024557506202_f299_chunk_3_subchunk_1.wav,तो मैं वेस्ट नहीं करती,True
5348024557506207_f546_chunk_0_subchunk_1.wav,मुझे शादी वियाह विवाह में अपने क्षेत्र के पारम्परिक गीत गाना बहुत पसंद है,True
5348024557506207_f546_chunk_1_subchunk_1.wav,,False
5348024557506210_f549_chunk_0_subchunk_1.wav,हमारे स्टेट के,True
5348024557506210_f549_chunk_10_subchunk_1.wav,लेकिन जो पढ़े लिखे लोग हैं वह,True
5348024557506210_f549_chunk_11_subchunk_1.wav,वह इन सब,True
5348024557506210_f549_chunk_12_subchunk_1.wav,वह शिक्षा को,True
5348024557506210_f549_chunk_13_subchunk_1.wav,तो,True
5348024557506210_f549_chunk_14_subchunk_1.wav,जिसके,True
5348024557506210_f549_chunk_15_subchunk_1.wav,समाज का धीरे धीरे,True
5348024557506210_f549_chunk_1_subchunk_1.wav,विद्यमान है जो कि एक क्रू कुप्रथा है जिसके तहत जाति का वर्गीकरण किया जाता है और इसके तहत जो निम्न वर्ग,True
5348024557506210_f549_chunk_2_subchunk_1.wav,अब लोग शिक्षित हो रहे हैं,True
5348024557506210_f549_chunk_3_subchunk_1.wav,जाति प्रथा को,True
5348024557506210_f549_chunk_4_subchunk_1.wav,का साहस होता जा रहा है जाति,True
5348024557506210_f549_chunk_5_subchunk_1.wav,लेकिन,True
5348024557506210_f549_chunk_6_subchunk_1.wav,गाँव सबके,True
5348024557506210_f549_chunk_7_subchunk_1.wav,वर्ण,True
5348024557506210_f549_chunk_8_subchunk_1.wav,छूआ छूत,True
5348024557506210_f549_chunk_9_subchunk_1.wav,भावना वि माइंड में,True
5348024557506216_f548_chunk_0_subchunk_1.wav,मुझे मुंशी प्रेमचंद के द्वारा रचित पुस्तकें बहुत पसंद हैं जिसमें,True
5348024557506216_f548_chunk_1_subchunk_1.wav,इसमें,True
5348024557506216_f548_chunk_2_subchunk_1.wav,मुझे ईदगाह की कहानी,True
5348024557506216_f548_chunk_3_subchunk_1.wav,जिसमें एक बच्चे,True
5348024557506216_f548_chunk_4_subchunk_1.wav,जो माँ द्वारा प्राप्त पैसों से मेला घूमने जाता है और वहाँ मेला में उसके जितने पैसे,True
5348024557506216_f548_chunk_5_subchunk_1.wav,तो इस कहानी के माध्यम से पुत्र और माँ और पुत्र के प्रेम की,True
5348024557506216_f548_chunk_6_subchunk_1.wav,प्रेमचंद द्वारा रचित पुस्तकों,True
5348024557506216_f548_chunk_7_subchunk_1.wav,पूस की रात,True
5348024557506216_f548_chunk_8_subchunk_1.wav,इंसान की कहानी दिखाई बताई गई है जिसमें उसने पूस की,True
5348024557506219_f1442_chunk_0_subchunk_1.wav,हिंदू देवताओं के नग्न चित्रण और भारत माता के नग्न चित्रण सहित,True
5348024557506220_f1441_chunk_0_subchunk_1.wav,रंगीला नाइन्टीन नाइन्टी फ़ाइव की बॉक्स ऑफ़िस पर,True
5348024557506223_f1444_chunk_0_subchunk_1.wav,मैं अरिजीत के गाने सुनना,True
5348024557506225_f1443_chunk_0_subchunk_1.wav,क्या आप मुझे कल मेरी मुलाकात,True
5348024557506228_f1189_chunk_0_subchunk_1.wav,मैं लाना ग्रीन बोर्ड ग्रीन टी कुबेर इंडस्ट्रीज़ डिज़्नी प्रिंटेड कैनवस लॉन्ड्री बैग और बेल्ला,True
5348024557506229_f1451_chunk_0_subchunk_1.wav,क्या मिल्टन श्रेणी में,True
5348024557506231_f1452_chunk_0_subchunk_1.wav,मेरे महाराष्ट्र ग्रामीण बैंक,True
5348024557506232_f834_chunk_0_subchunk_1.wav,पिछले सात महीनों की,True
5348024557506236_f1448_chunk_0_subchunk_1.wav,वर्तमान में बठिंडा ज़िले में कोई,True
5348024557506238_f1447_chunk_0_subchunk_1.wav,मैं ज़िले मैसूर में सशुल्क टीका ढूँढने की कोशिश,True
5348024557506240_f1449_chunk_0_subchunk_1.wav,,False
5348024557506245_f1450_chunk_0_subchunk_1.wav,,False
5348024557506263_f70_chunk_0_subchunk_1.wav,नहीं ऐसा एक्सपीरियंस मुझे nheen हुआ है,False
5348024557506269_f234_chunk_0_subchunk_1.wav,मैं मानती हूँ कि हमारा जो युवा प्रजन में है वह भी हमारे klchrl प्रैक्टिस को phॉlo करते हैं यह सही nheen है कि वह लोग मानते नहीं हैं लेकिन उन लोगों का तरीका थोड़ा अलग हो सकता है,False
5348024557506271_f442_chunk_0_subchunk_1.wav,नहीं ऐसा कोई ऑर्गनाइजेशन नहीं hai,False
5348024557506273_f441_chunk_0_subchunk_1.wav,मेरे एरिया का कुछ लोकगीत है bihoo झुमुर और बोडो और karbi लोगों का जो लोकल संगीत है वह है,False
5348024557506274_f71_chunk_0_subchunk_1.wav,nheen है,False
5348024557506275_f440_chunk_0_subchunk_1.wav,is बारे में मेरी जानकारी नहीं है,False
5348024557506276_f72_chunk_0_subchunk_1.wav,हमारे राज्य में जो काजीरंगा राष्ट्रीय उद्यान hai उसमें जो वन हॉर्न राइनों है वह बाकी स्तेत में नहीं पाए jate हैं,False
5348024557506277_f1975_chunk_0_subchunk_1.wav,दूल्हा शहद सबसे मीठा और सबसे achchha होता है,False
5348024557506278_f1976_chunk_0_subchunk_1.wav,यह पाम वैली के पास rashtreey राजमार्ग सात से जुड़ा है,False
5348024557506283_f2221_chunk_0_subchunk_1.wav,क्या बाउंटी seeज़ज़lrs डिलीवर करते हैं,False
5348024557506284_f1590_chunk_0_subchunk_1.wav,aakhiree सूचीबद्ध चीज़ को मिटा दो,False
5348024557506287_f1007_chunk_0_subchunk_1.wav,क्या bingo पोटैटो चिप्स पर कोई ऑफ़र है,False
5348024557506288_f1981_chunk_0_subchunk_1.wav,डिलीवर कि गई चीज़ों में aary आर्गेनिक जेगरी पाउडर के कुछ डिब्बे गायब हैं,False
5348024557506289_f2225_chunk_0_subchunk_1.wav,क्या आप मेरे क्रेडिट kard और वाई फ़ाई बिल का अगले छ महीनों के लिए svth भुगतान कर सकते हैं,False
5348024557506292_f940_chunk_0_subchunk_1.wav,क्या आप इस kyoo आर kod को स्कैन कर सकते हैं और मेरे मध्यांचल ग्रामीण बैंक खाते को प्रमाणित कर सकते हैं,False
5348024557506294_f2226_chunk_0_subchunk_1.wav,mere ई पी एफ़ o पंजीकृत मोबाइल नम्बर छ पाँच तीन नौ आठ तीन आठ नौ पाँच सात चार पर ओ टी पी दोबारा भेजें,False
5348024557506296_f1078_chunk_0_subchunk_1.wav,मोबाइल नम्बर आठ सात नौ नौ दो नौ पाँच सात शून्य छः char के lie कोविन में लॉगिन करने के लिए ओ टी पी आठ चार paँch चार छः शून्य है,False
5348024557506297_f1978_chunk_0_subchunk_1.wav,pkshee,False
5348024557506305_f1979_chunk_0_subchunk_1.wav,chhod़o,False
5348024557506324_f709_chunk_0_subchunk_1.wav,मैं seeniree,False
5348024557506324_f709_chunk_1_subchunk_1.wav,जो है वह अच्छी तरह से ड्रॉ कर सकती हूँ कलर कॉम्बिनेशन मेरा achchha होता है पर मैं jb कोई फोटो,False
5348024557506324_f709_chunk_2_subchunk_1.wav,पिक्चर्स होता है और ड्रॉ करने ke लिए बैठती हूँ तब मेरा,False
5348024557506324_f709_chunk_3_subchunk_1.wav,हैर और चीन तक का ड्राइंग अच्छा रहता है लेकिन jb मैं नाक पर आती हूँ तब मेरा वह नाक अच्छा नहीं होता है इसलिए मैं कोई पिक्चर्स ड्रॉ करना nheen चाहती हूँ seenree,False
5348024557506324_f709_chunk_4_subchunk_1.wav,ड्रॉ करना मुझे अच्छा lgta है,False
5348024557506325_f707_chunk_0_subchunk_1.wav,हाँ हमारे गाँव में एक तालाब है और us तालाब का पानी हम,False
5348024557506325_f707_chunk_1_subchunk_1.wav,खेती करने ke लिए इस्तेमाल करते हैं,False
5348024557506325_f707_chunk_2_subchunk_1.wav,औ बारिश के दिनों में हम उसको बांध डाल कर वह पूरा स्टोर करके रखते हैं और सर जब grmiyon ke दिनों में हम जब एग्रीकल्चर खेती करने के लिए जाते हैं तब वह बांध छो छोटा सा usko,False
5348024557506325_f707_chunk_3_subchunk_1.wav,जो part होता है वह निकालते हैं पूरा नहीं निकालते हैं और छोटा sa बाएँ निकाल कर उसका पानी हम थोड़ा थोड़ा इस्तेमाल करके हम एग्री एग्रीकल्चर करते हैं,False
5348024557506329_f655_chunk_0_subchunk_1.wav,हमारे गाँव में म्हार लोग रहते हैं vh म्हार जो है वह मारवाड़ बनाते हैं मारवाड़ यानी बाम्बू के,False
5348024557506329_f655_chunk_10_subchunk_1.wav,लगाते थे वह bhat,False
5348024557506329_f655_chunk_11_subchunk_1.wav,भर कर vhaँ जो जहाँ पर वह यह करते कट करते थे n वह घर पर लाने के लिए वह खोटले men डाल कर घर पर ले कर आते थे,False
5348024557506329_f655_chunk_12_subchunk_1.wav,yh जो आर्ट है वह हमारे गाँव का फ़ems आर्ट है और वह लोग अपने बच्चों को वह सिखाते ही हैं क्योंकि हिन्दू धर्म के lie हमारे जो कल्चर के लिए हम वह भारवाड हमें वह चाहिए होता है,False
5348024557506329_f655_chunk_1_subchunk_1.wav,बाम्बू से बनाते hain,False
5348024557506329_f655_chunk_2_subchunk_1.wav,vh मारवाड़ हमें शादी के लिए यूज़ करना pd़ta है उसमें पंखा बनाते हैं और एक थैली बनाते हैं पंखा जो है उसमें दुल्हन को वारा डालते हैं,False
5348024557506329_f655_chunk_3_subchunk_1.wav,और मारवड़ वह thailee जो होती है उसमें जो दुल्हा होता है उसमें दिया रखते हैं और दुल्हे को अंदर लेते हैं और एक होती hai वह,False
5348024557506329_f655_chunk_4_subchunk_1.wav,एक पैक जैसा होता है पर्स जैसे उसमें जो दुल्हन के सभी knghee काजल,False
5348024557506329_f655_chunk_5_subchunk_1.wav,गहने वह सब उसमें डालकर व पर्स जैसी होती है न vh जाते समय देते हैं,False
5348024557506329_f655_chunk_6_subchunk_1.wav,भारवड़ जो हिन्दू dhrm के लिए,False
5348024557506329_f655_chunk_7_subchunk_1.wav,यूज़ करना ही पड़ता hai और वह जेनरेशन तक जनरेशन वह चालू है,False
5348024557506329_f655_chunk_8_subchunk_1.wav,और वह लोग मारवाड़ ही नहीं बल्कि वह सुप्ली bnate हैं वह जो चौबा कोंकणी में हम चौबा खोटलो कहते हैं वह बनाते हैं वह khotle में हम,False
5348024557506329_f655_chunk_9_subchunk_1.wav,aadi के लोग भात जो,False
5348024557506333_f148_chunk_0_subchunk_1.wav,मैं फोंडा ताल्लुका में रहती hooँ फोंडा ताल्लुका में,False
5348024557506333_f148_chunk_10_subchunk_1.wav,है जो doosre गाँव में पहुँचता है,False
5348024557506333_f148_chunk_11_subchunk_1.wav,हमारे गाँव में तालाब नदी और तीन चार ऐसे स्पॉट हैं जो hm झरने कहते हैं,False
5348024557506333_f148_chunk_12_subchunk_1.wav,उस झरने पर hm जा कर,False
5348024557506333_f148_chunk_13_subchunk_1.wav,bhut सारा,False
5348024557506333_f148_chunk_14_subchunk_1.wav,mज़a करते हैं,False
5348024557506333_f148_chunk_15_subchunk_1.wav,और जब भी yhaँ पर टूरिस्ट आते हैं तो वह,False
5348024557506333_f148_chunk_16_subchunk_1.wav,यहाँ जो भी स्पॉट हैं वह देखते हैं और hmare गाँव के नज़दीक ही सावेवेरे gaँv हैं वहाँ पर जाते हैं,False
5348024557506333_f148_chunk_17_subchunk_1.wav,एक बार जब टूरिस्ट यहाँ pr आए थे उनके साथ हमने घूमना पसंद किया और hm उनके साथ वहाँ सावेवेरे गाँव में गए वहाँ का जो नदी में,False
5348024557506333_f148_chunk_18_subchunk_1.wav,ek तालाब के अंदर,False
5348024557506333_f148_chunk_19_subchunk_1.wav,अनंतदेव का टेम्पल है वह vhaँ pr देखा और हम स्पाइस फार्म देखने के लिए गए उन टूरिस्ट के साथ,False
5348024557506333_f148_chunk_1_subchunk_1.wav,खांडेपार से paँch किलोमीटर हमारा गाँव है,False
5348024557506333_f148_chunk_20_subchunk_1.wav,वहाँ pr हमने,False
5348024557506333_f148_chunk_21_subchunk_1.wav,तरह तरह ke,False
5348024557506333_f148_chunk_22_subchunk_1.wav,स्पाइसेस के paudhe देखें,False
5348024557506333_f148_chunk_23_subchunk_1.wav,वहाँ जाने के लिए बीच में एक talab लगता है और उन us तालाब के ऊपर से उन्होंने लकड़ियों का,False
5348024557506333_f148_chunk_24_subchunk_1.wav,वह ब्रिज bnaya था,False
5348024557506333_f148_chunk_25_subchunk_1.wav,और us तालाब में,False
5348024557506333_f148_chunk_26_subchunk_1.wav,कमल की trh तरह के,False
5348024557506333_f148_chunk_27_subchunk_1.wav,phool खिले हुए थे,False
5348024557506333_f148_chunk_28_subchunk_1.wav,पल कलर के पिंक कलर के और वाइट कलर के और उन्होंने usmen हंस का भी जोड़ा छोड़ा हुआ tha,False
5348024557506333_f148_chunk_29_subchunk_1.wav,और जो भी टूरिस्ट वहाँ पर आते the उन टूरिस्ट को बोटिंग करने को भी मिलता था और उन्होंने,False
5348024557506333_f148_chunk_2_subchunk_1.wav,मेरे गाँव का नाम भागुरमे hai और भागुरमे गाँव ऐसा गाँव है,False
5348024557506333_f148_chunk_30_subchunk_1.wav,एलीफेंट राइडिंग एलीफेंट राइडिंग भी करने के लिए दो एलीफेंट वहाँ पर रखे hue थे,False
5348024557506333_f148_chunk_31_subchunk_1.wav,और वहाँ का खाना बहुत ही अच्छा होता था aur मिट्टी के बर्तन men पका कर लोगों को सर्व करते हैं,False
5348024557506333_f148_chunk_32_subchunk_1.wav,उनका वह जो पानी मिलता था उस वहाँ ka वह नदी वह झरने का होता था और vh झरने ka पानी वह मिट्टी के बर्तन में ढँक कर रखते थे और,False
5348024557506333_f148_chunk_33_subchunk_1.wav,वह घर पर andr नहीं रखते हैं वह bahr रखते थे पौधे के नीचे और इतना ठंडा होता था जैसे की फ़्रिज का पानी,False
5348024557506333_f148_chunk_34_subchunk_1.wav,इतना meetha और ठंडा होता था,False
5348024557506333_f148_chunk_35_subchunk_1.wav,जब हम वहाँ पर उन टूरिस्ट के साथ में vhaँ पर दिन स्पेंड किया न,False
5348024557506333_f148_chunk_36_subchunk_1.wav,सच्ची में hm कभी भी,False
5348024557506333_f148_chunk_37_subchunk_1.wav,bhoolenge नहीं,False
5348024557506333_f148_chunk_3_subchunk_1.wav,schchee में सभी,False
5348024557506333_f148_chunk_4_subchunk_1.wav,जो लोग आते हैं वह कहते hain क्लाइमेट के लिए और टूरिस्ट स्पॉट जो हम कहते हैं,False
5348024557506333_f148_chunk_5_subchunk_1.wav,यहाँ भरे pd़e हैं,False
5348024557506333_f148_chunk_6_subchunk_1.wav,हमारे गाँव men गाँव में और मेरे घर के ही पास जो डेन है,False
5348024557506333_f148_chunk_7_subchunk_1.wav,वह dekhne के लिए बहुत सारे टूरिस्ट आते हैं,False
5348024557506333_f148_chunk_8_subchunk_1.wav,डेन इतना bd़a है,False
5348024557506333_f148_chunk_9_subchunk_1.wav,अंदर जाने को rasta,False
5348024557506334_f150_chunk_0_subchunk_1.wav,हमारे यहाँ पर कोई ऐसा हाउस नहीं है जो लोग यहाँ पर रेंट के लिए रह सकते हैं लेकिन हमारे khandepar गाँव है न vhaँ पर,False
5348024557506334_f150_chunk_1_subchunk_1.wav,pharms है,False
5348024557506334_f150_chunk_2_subchunk_1.wav,फार्म वहाँ पर फार्म में लोगों ne छोटे छोटे हाउसेस बना कर रेंट पर दिए हैं pr नाइट के लिए वन थाउजेंड फाइव हंड्रेड ऐसा रेट होता है,False
5348024557506334_f150_chunk_3_subchunk_1.wav,agr उनको फ़ूड प्रोवाइड किया तो ज़्यादा पैसा लगता है लेकिन वहाँ पर सौ log ही रह सकते हैं अगर ज़्यादा लोग रहने को आए न तो वह,False
5348024557506334_f150_chunk_4_subchunk_1.wav,एक फार्म se दूसरे फार्म ओपा फार्म एक है वहाँ पर लोगों को छोड़ देते हैं,False
5348024557506335_f1952_chunk_0_subchunk_1.wav,एक जाँच में पाया गया कि उन्होंने आत्महत्या कर ली thee लेकिन कुछ लोग इन पर विवाद करते हैं aur मानते हैं कि यह एक दुर्घटना थी,False
5348024557506338_f1951_chunk_0_subchunk_1.wav,इस प्रकार यह दिन दुनियाभर में गुरु नानक जयंती के roop में जाना जाता hai और भारत में भी एक सार्वजनिक अवकाश है,False
5348024557506339_f1953_chunk_0_subchunk_1.wav,वस्तु ko सूची से हटा दें,False
5348024557506342_f1955_chunk_0_subchunk_1.wav,मुझे बताओ मेरे पास kaun सी सूचियाँ हैं,False
5348024557506343_f1670_chunk_0_subchunk_1.wav,नेस्कैफे गोल्ड ओरिजिनल रोस्टेड कॉफ़ी को पिछले ऑर्डर में बताई गई sman मात्रा के साथ फिर से ऑर्डर करें,False
5348024557506345_f2219_chunk_0_subchunk_1.wav,बोम्बुचा आम टर्मेरिक कम्बुचा की उपलब्धता स्थिति kya है,False
5348024557506349_f1959_chunk_0_subchunk_1.wav,kृpya दस हज़ार रुपये मेरे पेयू मनी वॉलेट में ट्रांसफ़र करें,False
5348024557506350_f1050_chunk_0_subchunk_1.wav,पेटीएम का उपयोग करके चुनिंदा संपर्कों को सात sau रुपये कल सुबह नौ बजे ट्रांसफ़र करें,False
5348024557506351_f1960_chunk_0_subchunk_1.wav,फ़ोन नम्बर छः नौ तीन सात teen पाँच छः छः चार शून्य एक ke लिए मेरा कोविड टीकाकरण प्रमाणपत्र प्राप्त करने के लिए ओ टी पी एक शून्य चार आठ सात छः का उपयोग kren,False
5348024557506353_f1963_chunk_0_subchunk_1.wav,क्या मैं पी आर ए एन nmbr chhh पाँच एक चार आठ teen सात एक तीन दो एक नौ की मदद से अपने ए पी वाई खाते के विवरण चेक कर सकता हूँ,False
5348024557506355_f937_chunk_0_subchunk_1.wav,ashmt,False
5348024557506360_f1958_chunk_0_subchunk_1.wav,peechhe,False
5348024557506365_f469_chunk_0_subchunk_1.wav,कुछ ही dinon पहले मैंने एच पी का फिफ़्टिन एस लैपटॉप लिया था यह मुझे लगभग पैंतीस हज़ार roopye में मिला,False
5348024557506365_f469_chunk_1_subchunk_1.wav,और सबसे अच्छी बात मुझे यही लगी की यह पैंतीस hj़ar में मुझे बहुत सारे फ़ीचर्स वाला लैपटॉप मिल रहा है जैसे et जी बी रैम वन टी bee हार्ड डिस्क टू फिफ़्टी सिक्स जी बी का एस एस डी विंडोज़ ten के साथ,False
5348024557506365_f469_chunk_2_subchunk_1.wav,और एस एस डी होने की वजह से यह काफ़ी स्मूथ chl रहा था और यही बहुत अच्छा एक्सपीरियंस था मेरे लिए yh लैपटॉप का,False
5348024557506366_f375_chunk_0_subchunk_1.wav,मैंने जो एच पी फिफ़्टीन एस लैपटॉप लिया है वह बिल्ड क्वालिटी uskee प्लास्टिक की hai अगर मेटल का बना होता तो बहुत अच्छा होता,False
5348024557506366_f375_chunk_1_subchunk_1.wav,और दूसरी बात जो मुझे इसमें अच्छी नहीं लगी वह यह थी की इसमें ईथरनेट पोर्ट को गायब कर दिया system गया एच पी ने इसमें से ईथरनेट पोर्ट निकाल दिया जो की काफ़ी निराशाजनक था,False
5348024557506369_f473_chunk_0_subchunk_1.wav,system निज़ामाबाद,False
5348024557506369_f473_chunk_1_subchunk_1.wav,रंगा रेड्डी during महबूब नगर नलगोंंडा,False
5348024557506369_f473_chunk_2_subchunk_1.wav,शंंगा रेड्डी during,False
5348024557506372_f470_chunk_0_subchunk_1.wav,अफ़ग़ानिस्तान please note,False
5348024557506372_f470_chunk_1_subchunk_1.wav,ईरान during,False
5348024557506372_f470_chunk_2_subchunk_1.wav,स्पेन system,False
5348024557506372_f470_chunk_3_subchunk_1.wav,please note फ़्रांस,False
5348024557506372_f470_chunk_4_subchunk_1.wav,during ब्राज़ील,False
5348024557506375_f472_chunk_0_subchunk_1.wav,मैं भारत के राज्य तेलंगाना से please note हूँ,False
5348024557506375_f472_chunk_10_subchunk_1.wav,जहाँ तक एजुकेशन सिस्टम में हिंदी बोलने की या पढ़ाए जाने की बात है तो पहली कक्षा से ही बच्चे for example हिंदी सीखना शुरू कर देते हैं और दसवीं कक्षा तक यहाँ के,False
5348024557506375_f472_chunk_11_subchunk_1.wav,स्कूल जाने वाले बच्चे for example हिंदी सीखते हैं और दसवीं कक्षा के बाद अगर वह हिंदी पढ़ना चाहते हैं तो यहाँ,False
5348024557506375_f472_chunk_12_subchunk_1.wav,कॉलेजेस हैं during और महाविद्यालय हैं जहाँ पर वह हिंदी और आगे सीख सकते हैं और अपनी पढ़ाई आगे जारी रख सकते हैं,False
5348024557506375_f472_chunk_1_subchunk_1.wav,यहाँ की राज्य भाषा during तेलुगु है,False
5348024557506375_f472_chunk_2_subchunk_1.wav,यहाँ के बहुत सारे ज़िलों और देहातों के लोग तेलुगु ही बात करते हैं लेकिन यहाँ की जो राजधानी हैदराबाद during है हैदराबाद के लोग,False
5348024557506375_f472_chunk_3_subchunk_1.wav,हिंदी for example बोलते हैं,False
