Filename,Transcription,Language_Code,Confidence,Model_Used
5348024557504942_f456_chunk_10_subchunk_1_3_5_1.mp3,यह सा था,mai_Deva,0.0,IndicLID-FTN
5348024557504819_f22_chunk_7_subchunk_1_4_5_3_1.mp3,जिन्दगी बहुत मुश्कल न पड़ गए थीन लोगों को लेकिन अभी जब लॉकडाउन उठाये गए और धीरे धीरे लोग वापस घूमने लगए आने लगे यहां पर,hin_Deva,0.0,IndicLID-FTN
5348024557504879_f654_chunk_7_subchunk_1_5_3_4_1.mp3,और ऐसे भी वो खोता है जिसेकी,mai_Deva,0.0,IndicLID-FTN
5348024557505399_f701_chunk_8_subchunk_1_5_3_4.wav,जैसे कि आपको पता है कि जो पहाड़ होते हैं वहां पी बर्फबारी बर्फबारी होती है काफी ज्यादा और,hin_Deva,0.0,IndicLID-FTN
5348024557505555_f58_chunk_5_subchunk_1_3_5_4_1.mp3,स अगस्त स,mai_Deva,0.0,IndicLID-FTN
5348024557504986_f426_chunk_0_subchunk_1_3_5_1.mp3,मेरी ज़िंदगी में सबसे जो मुश्किल समय था वो जब मैंने ग्रेजुवेशन की और उसके बाद,mai_Deva,0.0,IndicLID-FTN
5348024557505750_f409_chunk_2_subchunk_1_4_5_3_1.mp3,अभी यंग जेनरेशन के लिए और कृषि के अलावा और कई एम्प्लायमेंट ऑपर ंकीज नहीं है शो पू ाइसलिए यंग जेनरेशन अभी,hin_Deva,0.0,IndicLID-FTN
5348024557505841_f1833_chunk_0_subchunk_1_5_4_3.wav,तीन,mai_Deva,0.0,IndicLID-FTN
5348024557504899_f1820_chunk_0_subchunk_1_3_5_1.mp3,देखें कि क्या यह यूपीआई आईडी सेवेनफा से वनथ्री वन वनसिक्स ीरो फाई फाव एडिरे यूपीआई स्थापित है या नहीं,hin_Deva,0.0,IndicLID-FTN
5348024557505049_f197_chunk_1_subchunk_1_4_5_1.mp3,सास्कृतिक संरक्षण एंटरपेनय्षित और वित्तीय स्वतंत्रता के लिए मद करता है,hin_Deva,0.0,IndicLID-FTN
5348024557505797_f149_chunk_14_subchunk_1_3_4_5_1.mp3,हा मुझे अब मेरा प्यौरे भी है और रवाफ्राइड सी करहूँ जो बहुत अच्छा लगता है,mai_Deva,0.0,IndicLID-FTN
5348024557505461_f253_chunk_10_subchunk_1_5_4_3_1.mp3,शॉगिली अकोड़े,mai_Deva,0.0,IndicLID-FTN
5348024557506099_f324_chunk_8_subchunk_1_4_5_1.mp3,कभीकभी बहुत से स्टॉल्स जाँ पे खाने की चीजें मिलती हैं मिल जाती हैं,hin_Deva,0.0,IndicLID-FTN
5348024557505642_f2018_chunk_0_subchunk_1_5_3_1.mp3,अवकाश वर्णमाला उन्नीसवीं शताब्दी में बनायी गई थी,hin_Deva,0.0,IndicLID-FTN
5348024557505461_f253_chunk_8_subchunk_1_3_4_1.mp3,बहुत ही आगे बढ़ रहा है,mai_Deva,0.0,IndicLID-FTN
5348024557505537_f817_chunk_0_subchunk_1_4_5_1.mp3,टोकनयुक्त हूबतानू के लि मेरा फेडरीबैंक मास्टर कार्ड कार्ड पंजीकृत करने के लिए क्यूआर कोट ो स्कैन करें,hin_Deva,0.0,IndicLID-FTN
5348024557505797_f149_chunk_8_subchunk_1_5_4_3_1.mp3,और औह बात पें मेरी माँ बोले लगी कि तुम अब घर में भी पका के खा सकति हो अवेडे बाहर जाके खाना अच्छा नहीं होता फिर घर में पकाओ और खाओ,mai_Deva,0.0,IndicLID-FTN
5348024557506113_f985_chunk_0_subchunk_1_3_5_4_1.mp3,ट्वेंटीफोर मंत्रा बेशन आटा और फ्रेशोतरबूल दिए गे मेरे उत्पादों की डिलीवरी समय से दो घं्टे देर से आये है,hin_Deva,0.0,IndicLID-FTN
5348024557505114_f434_chunk_1_subchunk_1_4_5_3_1.mp3,उसका कल ज्यादा पैंदन होते ज्यादा कॉम होते हैं एस कम्पेयरटो जो रड़ी में लौखाते हैं वो इतमें स्वाँगी होते गर आप उने एक दोबा दोजरा रोत हीतरो पढ़ जाएंगे,hin_Deva,0.0,IndicLID-FTN
5348024557505555_f58_chunk_6_subchunk_1_3_5_4.wav,पाँच दिसम्बर,mai_Deva,0.0,IndicLID-FTN
5348024557505063_f1039_chunk_0_subchunk_1_5_3_1.mp3,संपर्क,mar_Deva,0.0,IndicLID-FTN
5348024557505917_f622_chunk_5_subchunk_1_4_5_3_1.mp3,है बहुत ो वह ऊपर है म उनका है,hin_Deva,0.0,IndicLID-FTN
5348024557504942_f456_chunk_9_subchunk_1_3_5_4_1.mp3,को बैंक स्टॉफ से लड़ना कलड़ना सभी ैने देखा,hin_Deva,0.0,IndicLID-FTN
5348024557505282_f444_chunk_5_subchunk_1_5_3_4_1.mp3,कि लोग जो कलाकार हैं जो ग्रामीण क्षेत्रों में विशेषता बस बसते हैं वो सोशल मीडिया कते माध्यम से लोगों तक पहुंच रहे है और कही न कहीं मनोरंजन,hin_Deva,0.0,IndicLID-FTN
5348024557505818_f1827_chunk_0_subchunk_1_3_4_5_1.mp3,क्या ऐनी ने मुझे कोई नई ईमेल बैसी है,mai_Deva,0.0,IndicLID-FTN
5348024557505967_f228_chunk_0_subchunk_1_5_4_3.wav,न्यूयॉर्क,kas_Deva,0.0,IndicLID-FTN
5348024557505703_f1227_chunk_0_subchunk_1_3_4_5_1.mp3,अगला काला,mai_Deva,0.0,IndicLID-FTN
5348024557505050_f481_chunk_2_subchunk_1_3_4_1.mp3,पे पचे खलाकृती मैं कितने बारिशी का ध्यान रखते हैं,mai_Deva,0.0,IndicLID-FTN
5348024557505461_f253_chunk_9_subchunk_1_3_4_5_1.mp3,तो मुझे लगता है कि देशी है,mai_Deva,0.0,IndicLID-FTN
5348024557505399_f701_chunk_3_subchunk_1_3_4_5_1.mp3,तु आ अबको ब ुत सारी आ ऑपर्चुनिटीज मिलती है अलग अलग जगाहै एक्स्लोर करनी की,mai_Deva,0.0,IndicLID-FTN
5348024557506105_f1126_chunk_0_subchunk_1_4_3_5_1.mp3,एक्सरट्रोपिया का एक सामान्य रूप अभिषरण अपर्याप्ता के रूप में जाना जाता है जो व्यायामसहित औरथोक्तिक दृष्टि चिकित्सा के लिए अच्छी तरह से प्रतिक्रिया करता है,hin_Deva,0.0,IndicLID-FTN
5348024557505399_f701_chunk_21_subchunk_1_3_5_4_1.mp3,जो जो कंपेरिशन हो रहे हैं या अगर मेरे कगिंग है जो गए हैवहां पर,hin_Deva,0.0,IndicLID-FTN
5348024557505564_f237_chunk_4_subchunk_1_3_5_1.mp3,ो उसने आमुझे एक व्यक्ति और,doi_Deva,0.0,IndicLID-FTN
5348024557506020_f67_chunk_1_subchunk_1_3_4_5.wav,nan,mni_Latn,2.416750431060791,IndicLID-BERT
5348024557504819_f22_chunk_2_subchunk_1_4_3_1.mp3,बहुत ही प्रसिद्ध है और हर साल से सीरे सोए हगारों लोग होग सासिगलप्रवासी गहनीय आपें आते हैं ए उनको आकर्षित करते हैं और आम,hin_Deva,0.0,IndicLID-FTN
5348024557505243_f1461_chunk_0_subchunk_1_5_3_1.mp3,मुझे सिफ बॉस पर छूट वाले आइटम दिखाए,kas_Deva,0.0,IndicLID-FTN
5348024557505335_f460_chunk_0_subchunk_1_4_3_5.wav,आर्ट सप्लाई खरीदने के लिए मैं दुकान पर ही जाना पसंद करती हूँ जब तक बहुत मजबूरी न हो मैं यह समान ऑनलाइन मँगाने से बचती हूँ,mai_Deva,0.0,IndicLID-FTN
5348024557506047_f1866_chunk_0_subchunk_1_5_4_1.mp3,में पुर्तकालियों ने थमबीरान वनक्कम नामक एक तामिल पुस्तक पुरानी तमिल लिपि में प्रकाशित की जिसे तमिलमुद्रित और प्रकाशित होने वाली पहली भारती भाषा बन गई,hin_Deva,0.0,IndicLID-FTN
5348024557505564_f237_chunk_0_subchunk_1_5_4_1.mp3,किचनमें हम बहुत सारे इलेक्ट्रिकल अप्लाइं सो जयू करते हैं जैसे कि आमिक्सर ऑबेन बॉशिंग मशीन और,hin_Deva,0.0,IndicLID-FTN
5348024557505850_f112_chunk_1_subchunk_1_5_4_3_1.mp3,इंडोनेशिया,mar_Deva,0.0,IndicLID-FTN
5348024557505278_f243_chunk_0_subchunk_1_3_4_5_1.mp3,म ज्वाइन करने में बहुत सारे टिप्स औ मिलते रहते हैं दिखते रहते हमें रंगीरंग की अंचल तो और सोशल नीडिया और गूगल सबसे आसान उपाय हैं जिनके पास गुरुनाहूँ जिनके पास इखने,hin_Deva,0.0,IndicLID-FTN
5348024557504799_f422_chunk_7_subchunk_1_4_5_3.wav,और इसे पहनकर हम बहुत ही आराम से रह सकते हैं,hin_Deva,0.0,IndicLID-FTN
5348024557505796_f708_chunk_19_subchunk_1_4_3_5_1.mp3,लाया तो मेरी ग्रैनमाजद मेरी दाजी उनके टाइम के छूला वगैरा सब कुछ टा पर मेरे माँ के मेरी माँ गर शादी कर कय आई थी तब यहाँ फे छूला था न गैस सिलेंडर था और और,mai_Deva,0.0,IndicLID-FTN
5348024557506091_f120_chunk_8_subchunk_1_3_5_1.mp3,जैसकि हमारा जो स्कूल सेक्टर है वो पूरा,mai_Deva,0.0,IndicLID-FTN
5348024557505366_f1129_chunk_0_subchunk_1_5_3_4_1.mp3,ईपई एस ाइनएन ओपीपी मोबाइल नं्बर ून्य पर दिया गया है,hin_Deva,0.0,IndicLID-FTN
5348024557505797_f149_chunk_1_subchunk_1_5_3_4_1.mp3,जुखिला मशली नही काती थी और सीकभी नहीं काती थी वह परभारने जब मैं कॉलेज में जाने लगी तो मुझे,mai_Deva,0.0,IndicLID-FTN
5348024557505180_f1437_chunk_0_subchunk_1_5_4_3_1.mp3,हड़क में वर्तमान किखे क्या है,hin_Deva,0.0,IndicLID-FTN
5348024557504849_f2211_chunk_0_subchunk_1_4_3_1.mp3,डाए,mai_Deva,0.0,IndicLID-FTN
5348024557506021_f68_chunk_2_subchunk_1_3_4_5_1.mp3,िवार,hin_Deva,0.0,IndicLID-FTN
5348024557505115_f44_chunk_0_subchunk_1_3_4_1.mp3,हमारे ियत जो मेन पॉलिटिकल पार्टी हैया नए पॉलिटिकल लीडर्स है उनमें बीजेती कांग्रेस नेशनल कॉन्फ्रेंस र पीड़िती है और इनके नेताओं को मैं पर्सनभी तोमनही जानता लेकिन हां जो देखे वो जैसे फारूख अब्दुल्ला उमर अब्दुल्ला,hin_Deva,0.0,IndicLID-FTN
5348024557504923_f457_chunk_0_subchunk_1_4_3_5.wav,पांच अंतराष्ट्रीय शाहर टोकियो,hin_Deva,0.0,IndicLID-FTN
5348024557505926_f493_chunk_1_subchunk_1_3_5_1.mp3,वो अभी यइस मोबाइल पर ही बैठे रहते हैं ऐसा पहले के जमाने में जब हम बच्चे हुआ करते तो हम खेलते थे क्रिकेट यादवं,hin_Deva,0.0,IndicLID-FTN
5348024557505454_f91_chunk_5_subchunk_1_4_3_1.mp3,नये जमाने का मतलब आजका जो संगीत है उसमें,mai_Deva,0.0,IndicLID-FTN
5348024557505796_f708_chunk_30_subchunk_1_5_3_4_1.mp3,बहुत ही सारी उसगीरेटकम थी वो यादोतो में पींतों में सिरिंडर लेचलता था इसे वो ा इवी पटताता लो क ले लेते थे अब,mai_Deva,0.0,IndicLID-FTN
5348024557505281_f443_chunk_9_subchunk_1_5_4_3_1.mp3,बिल्कुल सभी हुई चीजें होती हैं कहीं कोई गलती नहीं कोई कोई लाइन टेरी नहीं ले किन वो मुशीन मशीन होता है अइंसान इंसान होता है कला जिसना हूमन हो उतना बेहतर ो मेरे विचार मे,mai_Deva,0.0,IndicLID-FTN
5348024557505945_f1176_chunk_0_subchunk_1_3_5_4_1.mp3,जिला मधुरे में दूसरी डोज देने वाले सभी टीकाकरण केंद्र कौन से है,hin_Deva,0.0,IndicLID-FTN
5348024557506003_f1555_chunk_0_subchunk_1_4_3_5_1.mp3,मुझे फ्यूरा जूलीदॉन बलिना खरीदना चाहता था मेरे मौजूदा स्थान के नजदीक कौनसा मेडिकल स्टूर है,hin_Deva,0.0,IndicLID-FTN
5348024557505346_f335_chunk_5_subchunk_1_5_4_1.mp3,दूसरी तरफ इसमें आत्मिक और शारीरिक प्रेम के द्वंध को भी दिखाया गया है,hin_Deva,0.0,IndicLID-FTN
5348024557505797_f149_chunk_16_subchunk_1_5_4_1.mp3,हाँ इसलिए मैं बारी त्यों पर फिर हम घर में हाँकुकरते हैं,mai_Deva,0.0,IndicLID-FTN
5348024557504932_f110_chunk_2_subchunk_1_5_4_3_1.mp3,नए लोगों का कुछ कठिनया है ध्यान करने का समय,hin_Deva,0.0,IndicLID-FTN
5348024557506091_f120_chunk_3_subchunk_1_4_5_1.mp3,हमें अगर शिक्षा में एक बदलाव लाना है,hin_Deva,0.0,IndicLID-FTN
5348024557504931_f313_chunk_2_subchunk_1_4_5_1.mp3,मैं सुबह पाँच बजे से लेकर छह बजे तक या कभी साढ़े काँच बजे से लेकर छह बज साढ़े छह बज तक और शाम को सात बजे से लेकर आत बजे तक नहीं रोकभी यह साढ़े छह बज से लेकर साढ़ेसाथ बजे तक योग करता हूँ,hin_Deva,0.0,IndicLID-FTN
5348024557505691_f398_chunk_3_subchunk_1_5_4_1.mp3,तालाबों का सुखना हो सकता है कई तरह के कारण हो सकते हैं,hin_Deva,0.0,IndicLID-FTN
5348024557505447_f630_chunk_9_subchunk_1_4_5_3_1.mp3,यह एक वितर्प है कि हिन्दी को देश का एकमात्र भाषा और राष्ट्रीय भाषा बनाना जाए बनाए जाए कि है किना लेकिन अभी तक जो सरकारी जो प्रमोशन है वो अच्छा मतलब देश में सभी प्रदेश में,hin_Deva,0.0,IndicLID-FTN
5348024557505387_f184_chunk_0_subchunk_1_3_4_5_1.mp3,सेडनी ्यूयॉर्क वॉशिंगटन भी थी न्यू डेली मुंबई,mar_Deva,0.0,IndicLID-FTN
5348024557505399_f701_chunk_33_subchunk_1_4_5_3.wav,कश्मीर जो है वो एक बहुत ऊचाइप है अब,mai_Deva,0.0,IndicLID-FTN
5348024557506141_f180_chunk_1_subchunk_1_3_4_5_1.mp3,पैरिस शाँघाई और न्यू डिल्ली,hin_Deva,0.0,IndicLID-FTN
5348024557505687_f394_chunk_2_subchunk_1_3_5_4_1.mp3,यए एक हिसाब से फैक्टिकल केनी है की चीज काना चाहिए कलाइए क्या,hin_Deva,0.0,IndicLID-FTN
5348024557505284_f446_chunk_0_subchunk_1_3_5_4_1.mp3,निश्चित ही शिक्षा का अभाव ग्रामीण इलाकों के लिए बहुत की बराी छात है,hin_Deva,0.0,IndicLID-FTN
5348024557504845_f1683_chunk_0_subchunk_1_5_4_3_1.mp3,क्या आप फोन नम्बर आठ शून्य कन आथ तन शून्य दथ के लिए एनएसकी े करकी एनएसपी पर अपनेसकिए गए नवीनीकरन चात्रदिक की अबयदनों की कूशी बना सकते हो,hin_Deva,0.0,IndicLID-FTN
5348024557505345_f339_chunk_2_subchunk_1_4_3_5_1.mp3,अब सरहामय ट्रे यात्रार दिहास और होषन से जुड़ी किताबें पशा पसंद करती हैं,hin_Deva,0.0,IndicLID-FTN
5348024557506087_f321_chunk_2_subchunk_1_5_4_3.wav,हा,mar_Deva,0.0,IndicLID-FTN
5348024557504879_f654_chunk_6_subchunk_1_3_4_5_1.mp3,सी की बच्ची एक सुद्रदलरके एक साथ े एक क जगह एक साइेलेदान क एक साइटमें खेलते हो बरे लोग एक साइके खलते हैं सिरफ गाँव के सारे लोग एक सारा के मनके आसमय दिखाते है एक दुखे के साथ बात करते हैं,hin_Deva,0.0,IndicLID-FTN
5348024557505964_f54_chunk_2_subchunk_1_5_3_1.mp3,सजित पानीगराही,mai_Deva,0.0,IndicLID-FTN
5348024557505445_f627_chunk_0_subchunk_1_5_4_3_1.mp3,ेली न्यूयॉर्क,hin_Deva,0.0,IndicLID-FTN
5348024557504811_f482_chunk_0_subchunk_1_3_4_5_1.mp3,कई सालों से मतलब करीब औतीस सालों से ही जारा उतने वक्त से मरीमाँ का एसी कपना था कि हम हमारा एक अपना घर हो,mai_Deva,0.0,IndicLID-FTN
5348024557505258_f1470_chunk_0_subchunk_1_5_4_1.mp3,छोड़ो,kas_Deva,0.0,IndicLID-FTN
5348024557505399_f701_chunk_19_subchunk_1_5_4_1.mp3,क्योंकि भीड़ हो जाती है जमा और जो लोकल होते हैं उन्हें भी काफी तकलीफ आ जाती है तो एक बैलेंस तरीके में अगर कोई यहां पर विजट करना चाहता है तो एकदो दिन से कुछ मतलब होगा नहीं तो एक्स बेटर कि अगर अगर कोई टोरिस्ट आए तो वो,hin_Deva,0.0,IndicLID-FTN
5348024557505404_f700_chunk_1_subchunk_1_4_5_3_1.mp3,ो लजर आ पहलूगाम से बैठके जहलमचंदलपीय को बीच में लेजर के काफी छोटेछोटे गॉँव है और उन गाँवो मे अीहिसाब से लेजर उन्हें स्पेंड करता है,hin_Deva,0.0,IndicLID-FTN
5348024557504931_f313_chunk_4_subchunk_1_5_3_1.mp3,मैं कभीकभी अपने बिस्तर के ऊप और कभीकभी ज्यादातर समय मैं शोर के ऊप मैत के ऊपर आसान करता हूँ प्रणाम करता हूँ और ये,mai_Deva,0.0,IndicLID-FTN
5348024557505917_f622_chunk_9_subchunk_1_5_4_3.wav,घूमने के लिए साल में एकदो बार तो जानाी चाहिए सभी को,hin_Deva,0.0,IndicLID-FTN
5348024557505335_f460_chunk_2_subchunk_1_5_4_3_1.mp3,इन सामानों में थोड़ी सीरी कमी निकल जाए तो पूरा मूट खराब हो जाता है इसलिए बेहतर है किसी खरीदारी पूरी जाँच पड़ताल के बाद ही किया जाए,hin_Deva,0.0,IndicLID-FTN
5348024557505444_f626_chunk_0_subchunk_1_5_4_3_1.mp3,भारत पाकिस्तान बांग्लादेश श्रीलफका अफगानिस्तान,nep_Deva,0.0,IndicLID-FTN
5348024557505926_f493_chunk_3_subchunk_1_4_5_1.mp3,अभी क्या हुआ है कि अभी यह छंद्रशन थोड़ा फास्ट है इसलिए उनके हाथ में अभी वो कोविड के बाद में अभी वो सबके हाथ में मोबाइल भी आ चुका है तो ज्यादातर बच्चे ं में बाहर दिखाई नहीं देते खेलने के लिए या कोई ऐसे कुछ पहले म पहले के जमाने में वह साइकल चलाते थे बाद में इधर,hin_Deva,0.0,IndicLID-FTN
5348024557505822_f2138_chunk_0_subchunk_1_5_4_1.mp3,उत्पाद डेविड बिकैम इंस्टिंगडियोट्रेंटस प्रे खराब है मैं इसे वापस करना चाहता हूँ,hin_Deva,0.0,IndicLID-FTN
5348024557505189_f1193_chunk_0_subchunk_1_4_3_1.mp3,क्या आप सौसलित रुप े सांक मौरियो को स रुपये ब्रतिबर्ष से न बन कर सके हैं और साथ हजा रुपये उलामनी पर भेज सकते हैं,hin_Deva,0.0,IndicLID-FTN
5348024557505213_f439_chunk_0_subchunk_1_3_4_1.mp3,थाइल हॉंकॉग टिबाई पैडेस,brx_Deva,0.0,IndicLID-FTN
5348024557504811_f482_chunk_7_subchunk_1_3_4_1.mp3,हां मुझे अटुकू मिलटाउस को देके उनको घर से सुकून मिलता और उनके सुकून लेकर मुझे सुकून मिलता,mai_Deva,0.0,IndicLID-FTN
5348024557506146_f745_chunk_4_subchunk_1_3_5_4.wav,या कुत्ता पालना चाहूँगा,mai_Deva,0.0,IndicLID-FTN
5348024557505399_f701_chunk_5_subchunk_1_5_4_1.mp3,पूरा माउंटेनियस है पूरा पहाड़ों से घिरा हुआ है तो अम,hin_Deva,0.0,IndicLID-FTN
5348024557505447_f630_chunk_11_subchunk_1_3_4_1.mp3,विजनल लैंग्वेज से सरकारी कोई भी मामला कोई को भी काम हो सकता है,hin_Deva,0.0,IndicLID-FTN
5348024557505796_f708_chunk_0_subchunk_1_5_4_3_1.mp3,मेरी घर में आ ओवन है अबलाया है निक्सरग्राइंडर सब कुछ है अ गैस सिलिंडर की है ओवर नाम जब मैं,hin_Deva,0.0,IndicLID-FTN
5348024557505571_f492_chunk_1_subchunk_1_5_3_4_1.mp3,चाहती हूं क्योंकि हमारे सिए,brx_Deva,0.0,IndicLID-FTN
5348024557506146_f745_chunk_1_subchunk_1_3_5_4_1.mp3,और अगर मुझे पेट,mai_Deva,0.0,IndicLID-FTN
5348024557505300_f2142_chunk_0_subchunk_1_3_4_5_1.mp3,अखी पर सेन स्वर्ट प्लॉिक सुपरफाइनसीही का ऑफर का वापस आया,hin_Deva,0.0,IndicLID-FTN
5348024557504841_f1682_chunk_0_subchunk_1_4_5_3_1.mp3,जून और सितंबर के नेवे लेनलाइन कील के लिए स्वतः भुकतान अप्षम करे,hin_Deva,0.0,IndicLID-FTN
5348024557506001_f1186_chunk_0_subchunk_1_5_3_4_1.mp3,दोकन युपभुगतानों के लिए मेरा भरौदा यूपी बैंक क्रेडिट कार्ड कार्ड पंजीकृत करने के लिए क्यूर कोब को स्कैन करें,hin_Deva,0.0,IndicLID-FTN
5348024557505282_f444_chunk_8_subchunk_1_3_5_4_1.mp3,कला और ख्रास्त का जो खानदारै वो लोगों लोगों उसे अपनाने लगे,hin_Deva,0.0,IndicLID-FTN
5348024557506121_f2112_chunk_0_subchunk_1_3_4_1.mp3,क्या आप पिनकॉर्ड नौएक पाँच तीन शून्य नौ और केंद्र प्रकार शाखा वाले क्षेत्र में मौजूद ईएसआईसी केंद्रों को ढूँढने में मद कर सकते हैं,hin_Deva,0.0,IndicLID-FTN
5348024557505531_f1178_chunk_0_subchunk_1_3_4_1.mp3,क्या चापैके अफीचार लमन बचर की कीमत सब सौ रुपये से ज्यादा है,hin_Deva,0.0,IndicLID-FTN
5348024557505898_f840_chunk_0_subchunk_1_5_3_4_1.mp3,बाई,mar_Deva,0.0,IndicLID-FTN
5348024557505551_f1408_chunk_0_subchunk_1_4_5_3_1.mp3,ा,mar_Deva,0.0,IndicLID-FTN
5348024557504883_f128_chunk_3_subchunk_1_4_3_5_1.mp3,ू वहाँ से,mai_Deva,0.0,IndicLID-FTN
5348024557505927_f244_chunk_0_subchunk_1_5_4_1.mp3,हलीही यहां गुा में जो मर्द होते थे वो पहले काष्टी पहना करते थे और जो औरती होती थे वो कून भी मुखपतली छाड़ी जैसे पहंते थे पर वो कपड़ा जो होता था वो,mai_Deva,0.0,IndicLID-FTN
5348024557505433_f1651_chunk_0_subchunk_1_3_4_5_1.mp3,दो,mai_Deva,0.0,IndicLID-FTN
5348024557504926_f109_chunk_16_subchunk_1_4_5_3_1.mp3,और पुजारी लोगों का जो मीन द्यूटी है वो है मंदिर का जो अलतार है भेदी है उसका का सुतुरा रखना या उसका सफाई का काम देखना और उसने जो जो,hin_Deva,0.0,IndicLID-FTN
5348024557505796_f708_chunk_12_subchunk_1_5_3_4_1.mp3,बड़ी चावल वगैरा सब कुछ वो छूले थे बनाते थे और नानी का पानी भी बड़ी बरपने सूले पर ही,mai_Deva,0.0,IndicLID-FTN
5348024557505693_f595_chunk_0_subchunk_1_5_4_3.wav,ऐसी स्थितियों मैं जबकि मैं बाहर जाता हूँ मैं अपने कमले को नीचे र सै साहूँ जागकि मराका दोनी बालालकाप ूदे लिए आता है का दोने के लिए तो उसे वो पानी ले ता लाता है,hin_Deva,0.0,IndicLID-FTN
5348024557505634_f389_chunk_2_subchunk_1_4_3_5_1.mp3,चौथा यहा की ड़क्चड स्वास्थ्वयवस्था तो ऐसे स्थिति में बुजुर्गों के लिए कई चारी चुनौतियां खड़ी हो जाती पजभी सरकार प्रयास कर रही है लेकिन बुजुर्गों की अपनी चुनौतियाँहैं जिसे बुजुर्ग बूझ भी रहे हैं सासाथ महिलाओं की चुनौियां प उनके साथ विद्मान है,hin_Deva,0.0,IndicLID-FTN
5348024557505418_f1636_chunk_0_subchunk_1_5_3_4.wav,मेरी शॉपिंग आइटेम सूची में पाँच पैकेट ऑडोमॉसनॉनस्की की मॉस्क्यूट रेपलेंट क्रीम एक पैकेट,kas_Deva,0.0,IndicLID-FTN
5348024557505096_f433_chunk_0_subchunk_1_3_5_1.mp3,इंडिया यूनाइटेड स्टेट्स ऑफ अमेरिका यूनाइटेड किंगडम स्कॉटलैंड ॉ फ्रांस जर,hin_Deva,0.0,IndicLID-FTN
5348024557505967_f228_chunk_2_subchunk_1_3_5_1.mp3,लंदन,mai_Deva,0.0,IndicLID-FTN
5348024557505564_f237_chunk_6_subchunk_1_4_3_5.wav,औरजो हादसे में सब कुछ रगडगड़कै तू ना पड़ता था लेकिन अभी तो बहुत,mai_Deva,0.0,IndicLID-FTN
5348024557506099_f324_chunk_6_subchunk_1_4_3_5_1.mp3,मुझे कोई ठका नहीं होती लेकिन अगर आप मुझे बूऱोगे के पर्वत पे चढ़ना है तुम्हैं सुनकर यह कब जाऊँगी इसलिए मुझे लगता है कि समुद्र तथ पर्वत से ज्यादा अचछाहै हवकींग मगर अखेलिए,mai_Deva,0.0,IndicLID-FTN
5348024557504926_f109_chunk_4_subchunk_1_4_3_5_1.mp3,ा बोलोूका,mai_Deva,0.0,IndicLID-FTN
5348024557505859_f111_chunk_0_subchunk_1_3_4_1.mp3,पहली बात यह है कि एक अंधेर आकाश मे बहुत सारे सिताऱों को देखना बहुत रोमांचक है,mai_Deva,0.0,IndicLID-FTN
5348024557505796_f708_chunk_37_subchunk_1_3_4_5.wav,सब चीप था और अब सब,mai_Deva,0.0,IndicLID-FTN
5348024557505990_f1427_chunk_0_subchunk_1_4_5_3.wav,हिंदू धर्म में किं बदंती कहती है कि लेवन्या एक दो व्यक्ति आत्मा है,hin_Deva,0.0,IndicLID-FTN
