Filename,Transcription,LLM_Score,Evaluation_Comment
5348024557508307_f886_chunk_0_subchunk_1.wav,संभवत इस सूची में हाल ही में हुए बदलाव प्रतिबिंबित नहीं है,0,Transcription contains characters other than expected language.
5348024557508227_f288_chunk_16_subchunk_1.wav,फिल्म मोसब देखते हैं और उनके कलाकार को पसंद करते हैं,0,Transcription contains characters other than expected language.
5348024557508113_f501_chunk_0_subchunk_1.wav,हमारे गांव में बहुत सारे साधनों से लोगों को पानी दिया जाता है इनमें सबसे प्रमुख है ग्रामपंचायत द्वारा स्थापित की गई बहुत सारे वाटरपाइप्स,0,Transcription contains characters other than expected language.
5348024557507775_f77_chunk_4_subchunk_1.wav,जरूरत से ज्यादा इस्तेमाल नहीं करती,0,Transcription contains characters other than expected language.
5348024557507892_f391_chunk_1_subchunk_1.wav,पॉजिटिव इंपैक्ट मे लेता तो ज्यादा अच्छा होताह अभी वो फिलहाल थोड़ा मिक्स है पॉजिटिव और निगेटिव दोनों ाइ दोनों ह तरह का इंपैक्ट है वो थोड़ा बदलबदलाव जरूरी है,0,Transcription contains characters other than expected language.
5348024557508247_f2034_chunk_0_subchunk_1.wav,रंग परिवार के संगठनों ने श्रीगुरु दत्तश्रे स्वामी दत्तपीठ का दावा करने के लिए अपने लड़ाई के हिस्से के रूप में के दशक के अंत में दत्तजयंती समारोह शुरू किया,0,Transcription contains characters other than expected language.
5348024557509002_f577_chunk_2_subchunk_1.wav,ज्यादा तवज्जू दे दिया जैसे पहले क्या होता था एक मेडिकल कॉलेज है उसमें सारी सर्जरीस भी वहां मेडिसन्स भी महां बोन्स का भी यहां,0,Transcription contains characters other than expected language.
5348024557509026_f2174_chunk_2_subchunk_1.wav,सभी नवीनीकरण छात्रवृत्ति आवेदन खोजें,0,Transcription contains characters other than expected language.
5348024557508796_f1576_chunk_0_subchunk_1.wav,क्या आप यूएन नंबर फोरनाइन सि सनस सनफो वाले मेरे पीएफ काते के सभी ईपीएफ ओ दावे ढूँढ सकते हैं,0,Transcription contains characters other than expected language.
5348024557507775_f77_chunk_22_subchunk_1.wav,सेहत को,2,"Very short transcription, lacks meaning."
5348024557507851_f2008_chunk_0_subchunk_1.wav,्या मैं अपनी डिलीवरी तारीख को से में बदल सकता हूं,0,Transcription contains characters other than expected language.
5348024557508193_f867_chunk_0_subchunk_1.wav,प्रदर्शन तिथी,2,"Very short transcription, lacks meaning."
5348024557508174_f526_chunk_7_subchunk_1.wav,वे उस तरीके का फोटो नहीं होता जैसे हम हें हम देखना चा रहे हैं ह्रेनमें,0,Transcription contains characters other than expected language.
5348024557507503_f758_chunk_0_subchunk_1.wav,कल पर डिलीवरी किे गए आर्डर को दोहरायए लेकिन कोल्गेट मौतवॉस के बजाया चार कवच पेसमास्क जोड़े,0,Transcription contains characters other than expected language.
5348024557508787_f2132_chunk_1_subchunk_1.wav,प्योर एंड श्योर,0,Transcription contains characters other than expected language.
5348024557508287_f658_chunk_11_subchunk_1.wav,औो थोड़ा सिस्टम सैक बदल रहा है एकाद जगह पर सुना है कि लड़कियाँ भी पैसा ले रिए जहाँ लड़कियाँ कम है पतानी,0,Transcription contains characters other than expected language.
5348024557508293_f714_chunk_7_subchunk_1.wav,और उसके बाद पढ़ाई पढ़ाई के चक्कर में,0,Transcription contains characters other than expected language.
5348024557508195_f868_chunk_0_subchunk_1.wav,ताजा खबर प्राप्त करो,0,Transcription contains characters other than expected language.
5348024557507440_f1080_chunk_0_subchunk_1.wav,आज हुआ क्या था,0,Transcription contains characters other than expected language.
5348024557508542_f1560_chunk_0_subchunk_1.wav,फेसबुक पर अपने व्यक्तिगत खाते में ऊपर की तरफ दाएं कोने में पेज बनाएं का बटन क्लिक करें,0,Transcription contains characters other than expected language.
5348024557508227_f288_chunk_9_subchunk_1.wav,र फिर धीरेधीरे केबुलटिबी आया तो चैनल की संख्या भी बढ़ने लगे लोगों को दिखने के लिए बहुत सारी चीज मिलने लगा,0,Transcription contains characters other than expected language.
5348024557508303_f722_chunk_11_subchunk_1.wav,इस तरह के हाद से काफी कमी हैं और वो इंटीरियर्स में यै सिटीस में तो कभी ज्यादातरशोहेवी क्रॉड एरियास में लगा,0,Transcription contains characters other than expected language.
5348024557507837_f736_chunk_2_subchunk_1.wav,और कौनसा कौन सा,0,Transcription contains characters other than expected language.
5348024557507432_f574_chunk_1_subchunk_1.wav,ही सामाजिक मुद्द ताकि सकारात्मक बदलाव और सामाजिक न्याय को बढ़ावा देने के लिए असामानामानव अधिकारी जलवायु परिवर्तन बरीबी और मानसिक स्वस्थ्य जैसे महत्वपूर्ण सामाजिक मुद्दों के बारे में जागरूत कर सकते हैं,0,Transcription contains characters other than expected language.
5348024557508242_f519_chunk_3_subchunk_1.wav,औरओ पुराने होते हुए भी आसकलगीजेनरेशन के साथी ओ संग बहुत ही लोकप्रिय है रसब पसंद करते हैं जब पहले सुनते थे तभी करते ैं अभी भी जब सुनते हैं वो भी उतना रेफ्रेसहे रिलेक्सिंग है और सुने में बहुत अच्छा लगता है,0,Transcription contains characters other than expected language.
5348024557508737_f1671_chunk_0_subchunk_1.wav,ैं कोवैक्सीन की सशुल्क दूसरी डोज ढूंढने के कोशिश में हूं क्या आप राज्य उत्तरखंड में ऐसे सभी केंद्रों की सूची बना सकते हैं,0,Transcription contains characters other than expected language.
5348024557507713_f693_chunk_4_subchunk_1.wav,उन्होंने,2,"Very short transcription, lacks meaning."
5348024557508972_f1789_chunk_0_subchunk_1.wav,एक,2,"Very short transcription, lacks meaning."
5348024557509054_f295_chunk_12_subchunk_1.wav,फिर विरवल ने क्या क्या ो रोने लगे छोटे बच्चों की तरह,0,Transcription contains characters other than expected language.
5348024557507811_f2083_chunk_0_subchunk_1.wav,वा,2,"Very short transcription, lacks meaning."
5348024557507658_f147_chunk_5_subchunk_1.wav,तात शिल्पों जैसे कि तापशिल्प भी पश्चिम बंगाल का एक औतिज्यशाली शिल्पा है,0,Transcription contains characters other than expected language.
5348024557507412_f121_chunk_0_subchunk_1.wav,चेन्नई चेंगलपेट कांजीपुरम तिरुवअल्लूर कडलूर,0,Transcription contains characters other than expected language.
5348024557507787_f1120_chunk_0_subchunk_1.wav,लेकिन चंद्रगुप्त ने अपने जीवन के अंत तक जैनध धर्म का पालन किया,0,Transcription contains characters other than expected language.
5348024557507775_f77_chunk_18_subchunk_1.wav,तरह तरह का आटा,0,Transcription contains characters other than expected language.
5348024557508174_f526_chunk_2_subchunk_1.wav,क्योंकि बारिश आती है तो हमारा कैजिट्स जयावो खराब होने का वो बढ़ जाता है,0,Transcription contains characters other than expected language.
5348024557507719_f692_chunk_6_subchunk_1.wav,धनिक न अत्यंत दरिद्र,0,Transcription contains characters other than expected language.
5348024557509054_f295_chunk_19_subchunk_1.wav,फिर अकबर बोले अच्छा बेटा अब तो तुम चुप हो जाओगे न तुमने दूध पी लिया,0,Transcription contains characters other than expected language.
5348024557507662_f755_chunk_7_subchunk_1.wav,इंडस्ट्रियल एरिया को भी नोटिस भेज दिया गया है कि लोग पॉल्यूसन कम करें,0,Transcription contains characters other than expected language.
5348024557507723_f179_chunk_8_subchunk_1.wav,हमेशा हम करते हैं,0,Transcription contains characters other than expected language.
5348024557508336_f275_chunk_0_subchunk_1.wav,जुलाई अगस्त जून जुलाई सितंबर,0,Transcription contains characters other than expected language.
5348024557508174_f526_chunk_5_subchunk_1.wav,ये एक चीज से एक अच्छी फोटोज ले सकते है,0,Transcription contains characters other than expected language.
5348024557507651_f676_chunk_5_subchunk_1.wav,अंध विश्वास नहीं है पलियों लेकर सभी लोग बहुत ही सचेतन हैं,0,Transcription contains characters other than expected language.
5348024557508182_f637_chunk_17_subchunk_1.wav,औरअबहॉटरवलडाटिन ॉर्चिस तम आपे भी लोग को अपने विकें्स पए जाते हैं,0,Transcription contains characters other than expected language.
5348024557507710_f695_chunk_6_subchunk_1.wav,ख्याल रखती है तब स्वाभाविक रूप से गृहस्थ के नाते आनंद होता है,0,Transcription contains characters other than expected language.
5348024557507714_f742_chunk_1_subchunk_1.wav,बाली से ही मिल गया था,0,Transcription contains characters other than expected language.
5348024557507550_f193_chunk_0_subchunk_1.wav,विश्विद्यालयों पे,2,"Very short transcription, lacks meaning."
5348024557509002_f577_chunk_5_subchunk_1.wav,चेस्ट डिजीज हॉस्पिटल अलग हो गया और भी हॉस्पिटल्स जो है नफील्ड अलग हो रही है,0,Transcription contains characters other than expected language.
5348024557508596_f336_chunk_0_subchunk_1.wav,मैंने एक बार एक प्रतियोगिता के लिए रथयात्रा का चित्र बनाया था,0,Transcription contains characters other than expected language.
5348024557507881_f590_chunk_3_subchunk_1.wav,हिस्टॉरिकलमूमेंट के बारे में बात करेंगे तो राजा शिवाजी ्छत्रपति राजा शिवाजी का जो कालखंड है उनका जो राज्य कारभार उनका तरीका है वो सबसे बड़ा गरीमा वाली चीज हैं प्राइड मूमेंट बोल सकते हैं,0,Transcription contains characters other than expected language.
5348024557508828_f346_chunk_0_subchunk_1.wav,हम अए का चैलनस का वोर कम ने,0,Transcription contains characters other than expected language.
5348024557507610_f1686_chunk_0_subchunk_1.wav,समराट साजहान ने पारई मार्च स को लाल केले की निर्माण का आदेश दिया था जब उन्होंने अपनी राजधानी को आगरा से दिल्ली स्थानांतरित करने का निर्णय लिया,0,Transcription contains characters other than expected language.
5348024557507939_f9_chunk_2_subchunk_1.wav,आर,2,"Very short transcription, lacks meaning."
5348024557507837_f736_chunk_4_subchunk_1.wav,क्योंकि वो लोग ज्यादा पड़े हुए नहीं रहते हैं तो थोड़ा डिफिकल्ट हो जाता है उसके लिए गवर्नमेंट को एक सहूलत देनी पड़ेगी कि,0,Transcription contains characters other than expected language.
5348024557509002_f577_chunk_1_subchunk_1.wav,वो ये मुझे नोटिस हो रहा है कि आजकल जो स्टेट गवर्नमेंट है वो डिफरेंट डिफरेंट हॉटस्पिटल्स पें,0,Transcription contains characters other than expected language.
5348024557508251_f2031_chunk_0_subchunk_1.wav,कृपया मुझे मंगलवार की बैठक के लिए रखे गए आलाम याद बताएं,0,Transcription contains characters other than expected language.
5348024557507906_f1236_chunk_0_subchunk_1.wav,मेरे लिए क्या ओथ ी सूचना है,0,Transcription contains characters other than expected language.
5348024557508361_f101_chunk_10_subchunk_1.wav,ोमेरिटेशन सेंटर ज्यादा से ज्यादा खुलनी चाहिए गवर्नमेंट को यह चाहिए कि मेरिटेशन सेंटर और योगा सेंटर ज्यादा से ज्यादा खोलें,0,Transcription contains characters other than expected language.
5348024557507929_f1247_chunk_0_subchunk_1.wav,खुश,2,"Very short transcription, lacks meaning."
5348024557508180_f638_chunk_8_subchunk_1.wav,जैसे बिंदौरैसे कि अमपको पताए क तानैसे डियरकी तो पवहां उसे रिलेटेड भीकुछ कुछ लोगों ने या एप्स का बनाईै व हालांकि इतनी यूज में नहीं आतीै बउसपर भी डावलपमेंट होरहा है,0,Transcription contains characters other than expected language.
5348024557507422_f572_chunk_2_subchunk_1.wav,इस डिश को बनाने की प्रक्रिया को समझाना बहुत जरूरी हैतभी दूसरा व्यक्ति उसे तैयार कर सकता है और उसका आनंद भी ले सकता है,0,Transcription contains characters other than expected language.
5348024557508764_f718_chunk_2_subchunk_1.wav,उसको उपयोग करने के बाद उसको सफाई करके रखो पकानी का समय पर्याप्त करें और सही क्रम में सामग्री डाले,0,Transcription contains characters other than expected language.
5348024557508183_f527_chunk_8_subchunk_1.wav,ये पॉलिटिकल माहौल पहले थे अने ने मंे े क ए क कह नगई मोगों को नगराथा,0,Transcription contains characters other than expected language.
5348024557507651_f676_chunk_0_subchunk_1.wav,भारतबर्ष के एक छोटी सी गाँव से हम लोग बिलंग करते हैं हमारा गांव का नाम है,0,Transcription contains characters other than expected language.
5348024557508311_f1606_chunk_0_subchunk_1.wav,इस सप्ताह के अंत में कौनसी नई नाट्य फिल्में आ रही हैं,0,Transcription contains characters other than expected language.
5348024557508284_f665_chunk_0_subchunk_1.wav,बैंकॉक लंडन चिकाको बेजिंग कोलालमपोर,0,Transcription contains characters other than expected language.
5348024557508161_f529_chunk_3_subchunk_1.wav,अगर वह इसकी बात की जाए कि,0,Transcription contains characters other than expected language.
5348024557508240_f284_chunk_2_subchunk_1.wav,र उसका सव सुविधा है,0,Transcription contains characters other than expected language.
5348024557508096_f1698_chunk_0_subchunk_1.wav,न,2,"Very short transcription, lacks meaning."
5348024557508179_f528_chunk_9_subchunk_1.wav,उने पेपर को बच्चे ने पब्लिश किया था उसके बाद दत दूसरे डिपार्टमेंट्स में भी ना सोनंसोफो त होती रहती है कॉनफ्रेंसेस,0,Transcription contains characters other than expected language.
5348024557508225_f520_chunk_2_subchunk_1.wav,बांग्लादेश,2,"Very short transcription, lacks meaning."
5348024557508455_f489_chunk_3_subchunk_1.wav,संतोष,2,"Very short transcription, lacks meaning."
5348024557508287_f658_chunk_3_subchunk_1.wav,बट मेरे साबसे थोड़ा खराब ै कि एक ही तरीके से उनको देखना होगा,0,Transcription contains characters other than expected language.
5348024557507436_f1610_chunk_0_subchunk_1.wav,मारेफाइट स्कूल की खिड़कियां टूटी हुई थीं और दरवाजे फटे हुए थे,0,Transcription contains characters other than expected language.
5348024557508974_f889_chunk_0_subchunk_1.wav,शोरों,2,"Very short transcription, lacks meaning."
5348024557507939_f9_chunk_0_subchunk_1.wav,भारतीय परिवहन प्रणाली एक वैपोक और विस्तृत प्रणाली है जो देश में लोगों और सामग्रि सामग्री की एक स्थान से दूसरे स्थान तक ले जाने के लिए उपयोग होती है,0,Transcription contains characters other than expected language.
5348024557507562_f1113_chunk_0_subchunk_1.wav,उत्पाद असंशन हरबल होली हरागुलाल खराब है मैं इसे वापस करना चाहता हूं,0,Transcription contains characters other than expected language.
5348024557508227_f288_chunk_17_subchunk_1.wav,तो ये सब पहले से बहुत बदल गया है और जैसे यूट्यूब हो गया चैनल्स हो गयार सोशल मीडिया हो गया उसॉ्ट वीडियोज होगए अपना खुद का वीडियो बनाके रहल्स बनाके एसॉ्ट वीडियो बनाके लोग उस तरह से भी खुद को एंटरटेनमेंट कर पाते हैं,0,Transcription contains characters other than expected language.
5348024557508835_f351_chunk_0_subchunk_1.wav,मेरी स्टेट में चेन्नई मदुरई तिरची अ बहुध पॉपुलेटेड हैंऔर पॉसिटल स्पेग्स,0,Transcription contains characters other than expected language.
5348024557508227_f288_chunk_0_subchunk_1.wav,एंटरटेनमेंट इंडस्ट्री पहले इंडिया में तो एक इंडस्ट्री की तरह काम नहीं कर रहा था लोग नाटक दिखते थे और,0,Transcription contains characters other than expected language.
5348024557508292_f657_chunk_6_subchunk_1.wav,पहली क्षा से ही शुरू कर देना चाहिए या उसके पहले भी,0,Transcription contains characters other than expected language.
5348024557507894_f591_chunk_3_subchunk_1.wav,और लोग भी मतलब पहाड़ों पे जाते है मतब ऐसे घूमने के लिए या फिरकहीं प जंगल में जाके आराम करना टेखुदके टेंड लेगए जाके कंबूले के जाके वहां पर रिलैक्स करना ये सब चीजें करते है लो,0,Transcription contains characters other than expected language.
5348024557507903_f1235_chunk_0_subchunk_1.wav,छह सप्ताह तक बंधक बनाए रखे जाने के बाद उ् दक्षिण कोरियाई शईयो के ईशायों को विद्रहियों से छुरवाया गया है,0,Transcription contains characters other than expected language.
5348024557509027_f2173_chunk_0_subchunk_1.wav,राज्य पंजाब में स्थित ईएसआईसी केंद्रों का पता लगाएं जो आपात सेवाएं देते हैं और जिनके केंद्र प्रकार स्थानीय कार्यालय हैं,0,Transcription contains characters other than expected language.
5348024557508580_f410_chunk_4_subchunk_1.wav,धनी लोगों में से एक है उनके रिलायंस जियो इंटरनेट के वजह से आज भारत के कोनेकोने में इंटरनेट उपलब्ध है और इसे लोगों को बहुत सुविधा हुई है और इसे भारत बहुत आगे भी बढ़ा है,0,Transcription contains characters other than expected language.
5348024557507545_f4_chunk_0_subchunk_1.wav,वैज्ञानिकता धार्मिक और सांस्कृतिक अभ्यास के लिए,0,Transcription contains characters other than expected language.
5348024557507432_f574_chunk_2_subchunk_1.wav,हम दूसरों को स्वस्थ जीवनशैली बनाए रखने और शारीरिक या मानसिक स्वस्थ्य चुनौतियों से निपटने के बारे में शिक्षित करने के लिए स्वस्थ फिटनेस और कल्याण के बारे में भी लिख सकते हैं,0,Transcription contains characters other than expected language.
5348024557509018_f1753_chunk_0_subchunk_1.wav,क्या बिस्लेरी नेचुरल माउंटेन वाटर इस सप्ताह उपलब्ध होने की कोई संभावना है,0,Transcription contains characters other than expected language.
5348024557507946_f413_chunk_3_subchunk_1.wav,जब बीच का मरे में बोल सकती हूं जो बीच उत्पादन करन बीच उत्पादन,0,Transcription contains characters other than expected language.
