filename,ground_truth,character_list
5348024557507397_f1882_chunk_0_subchunk_1.wav,आई पी एफ ओ साइन please note इन ओ tee पी मोबाइल नम्बर nau आठ छः छः एक छः चार एक शून्य नौ तीन पर भेज दिया गया है,"['र', 'ो', 'ि', 'ी', 'u', ' ', 'ई', 'प', 'य', 'द', 'ओ', 'छ', 'ल', 'क', 'न', 'n', 'ै', 'फ', 'ः', 'ौ', 'ए', 'े', 'आ', 't', 'म', 'ा', 'त', 'ज', 'ह', '्', 'ब', 'भ', 's', 'e', 'इ', 'p', 'l', 'श', 'स', 'ठ', 'च', 'a', 'ू', 'o', 'ग']"
5348024557507398_f2204_chunk_0_subchunk_1.wav,paln,"['l', 'a', 'n', 'p']"
5348024557507406_f1883_chunk_0_subchunk_1.wav,बंद,"['ब', 'द', 'ं']"
5348024557507412_f121_chunk_0_subchunk_1.wav,चंगलपेट तिरुवल्लूर,"['े', 'र', 'ि', ' ', 'ु', 'व', 'त', 'ू', 'प', 'च', 'ट', '्', 'ल', 'ं', 'ग']"
5348024557507422_f572_chunk_0_subchunk_1.wav,मैं उन्हें यह बताते हुए शुरुआत करूंगी कि यह मेरी पसंदीदा डिश [Dish] में से एक है और यही कारण है कि मैंने इसे बनाया था,"['र', 'ि', 'ी', 'i', ' ', ']', 'प', 'द', 'य', 'ं', 'थ', 'क', 'ड', 'न', 'ु', 'ै', 'ए', 'े', 'उ', 'आ', 'म', 'त', 'ा', 'ह', 'D', 'h', '्', 'ब', 's', 'इ', 'श', 'स', 'औ', 'ू', 'ण', '[', 'ग']"
5348024557507422_f572_chunk_1_subchunk_1.wav,और इस डीश [Dish] के क्या-क्या फ़ायदे हैं यह भी बता सकते हैं कि इस डीश [Dish] को बनाने में ज़्यादा समय भी नहीं लगता है और इस डीश [Dis[START]h] में किन-किन सामग्री का उ<b>पयोग होत</b>ा है और किन मात्रा में होता ह#$%ै,"['र', 'ि', 'ो', 'ी', '/', 'i', ' ', ']', 'प', 'द', 'य', 'फ़', 'ल', 'ं', 'ड', 'क', 'न', '$', 'A', 'ै', 'T', 'े', 'उ', '<', 'त', 'ा', 'D', 'ह', 'म', 'h', '्', 'ब', 'भ', 's', '>', 'R', '#', 'इ', '%', '-', 'b', 'श', 'S', 'स', 'औ', 'ज़', '[', 'ग']"
5348024557507422_f572_chunk_2_subchunk_1.wav,इस डिश को बनाने की प्रक्रिया को समझाना बहुत ज़रूरी है तभी दूसरा,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'झ', 'ड', 'क', 'न', 'ु', 'ै', 'े', 'म', 'ा', 'त', 'ह', '्', 'ब', 'भ', 'इ', 'श', 'स', 'ू', 'ज़']"
5348024557507424_f573_chunk_0_subchunk_1.wav,है पसंद गाना गाने मेलेडी हिंदी ज़्यादातर मुझे और हूँ करती प्रयास का लेने भाग में कार्यक्रम,"['र', 'ि', 'ी', ' ', 'प', 'द', 'य', 'झ', 'ल', 'ं', 'ड', 'क', 'न', 'ु', 'ै', 'े', 'म', 'ा', 'त', 'ह', '्', 'भ', 'ँ', 'स', 'औ', 'ू', 'ज़', 'ग']"
5348024557507424_f573_chunk_1_subchunk_1.wav,हैं आते पसंद सबको भजन मेरे और हूँ गाती भजन भी में कीर्तन के आदि के जी कृष्ण में जन्माष्टमी और के जी गणेश में चतुर्थी गणेश के रानी माता में नवरात्रि कि जैसे त्योहार एक हर मैं।यह बिल्कुल गलत है। एकदम सही बात है,"['र', 'ो', 'ि', 'ी', ' ', 'प', 'द', 'य', 'ट', 'ल', 'ं', 'ृ', 'थ', 'क', 'न', 'ु', 'ै', 'ए', 'े', 'आ', 'ज', 'त', 'म', 'ा', 'ह', '्', 'ब', 'भ', 'ष', '।', 'व', 'श', 'ँ', 'स', 'च', 'औ', 'ू', 'ण', 'ग']"
5348024557507424_f573_chunk_2_subchunk_1.wav,मुझे अपने पिछले कार्यालय में एक मिलन समारोह में एक बार पुरस्कार भी दिया गया था और मुझे इस बार बहुत आनंद आता है एकदम सही बात for example है,"['र', 'ि', 'ो', 'ी', ' ', 'r', 'प', 'द', 'य', 'f', 'छ', 'x', 'झ', 'ल', 'ं', 'थ', 'क', 'न', 'ु', 'ै', 'm', 'ए', 'े', 'आ', 'म', 'ा', 'त', 'ह', '्', 'ब', 'भ', 'अ', 'e', 'इ', 'p', 'l', 'स', 'औ', 'a', 'o', 'ग']"
5348024557507425_f329_chunk_0_subchunk_1.wav,प्रदर्शन के lie एक gana चुनना कठिन for example है लेकिन कभी कभी chunauteepoorn kam भी हो सकता है मुख्य रूप से जो please note चीज़ें मुझे ऐसा गाना चुनने men मदद करती है जो मेरी प्रतिभा को प्रदर्शित करती है वह है मेरे प्रदर्शन का उद्देश्य जो अवसर पर आधारित है,"['र', 'ि', 'ो', 'ी', 'u', 'i', ' ', 'r', 'k', 'प', 'द', 'य', 'f', 'x', 'झ', 'ल', 'ं', 'क', 'न', 'n', 'ु', 'c', 'ै', 'm', 'ए', 'े', 'ज़', 'उ', 'आ', 'ध', 'ख', 't', 'त', 'ा', 'म', 'ह', 'ज', 'ऐ', 'h', '्', 'भ', 's', 'अ', 'e', 'p', 'l', 'श', 'व', 'g', 'च', 'ठ', 'स', 'a', 'ू', 'o', 'ग']"
5348024557507425_f329_chunk_1_subchunk_1.wav,prdrshn की लम्बाई ताकि दिए गए समय में हो सके और अन्य प्रकार के उपस्थित दर्शक जिनकी उपेक्षा पूरी करनी है अंत men ऐसा गीत चुनना महत्त्वपूर्ण है जिसे प्रस्तुत करने में में हमें aannd आता है,"['र', 'ि', 'ो', 'ी', ' ', 'r', 'ई', 'द', 'य', 'प', 'ल', 'd', 'ं', 'थ', 'क', 'न', 'n', 'ु', 'ै', 'm', 'ए', 'े', 'उ', 'आ', 'ज', 'म', 'ा', 'त', 'ह', 'h', '्', 'ब', 's', 'अ', 'ष', 'e', 'p', 'व', 'श', 'स', 'च', 'औ', 'a', 'ू', 'ऐ', 'ण', 'ग']"
5348024557507426_f575_chunk_0_subchunk_1.wav,तमिलनाडु दक्षिण भारत का एक ऐसा राज्य है जो अपनी समृद्ध संस्कृति विरासत और संगीत प्रेम के लिए जाना जाता है हालांकि कारोकी बार दुनिया के कुछ अन्य हिस्सों की तरह तरह प्रचलित नहीं है फिर भी तमिलनाडु में कई स्थान हैं जहाँ टूरिस्ट आनंद ले सकते हैं,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'ई', 'छ', 'ट', 'ल', 'ृ', 'ं', 'थ', 'ड', 'क', 'न', 'ु', 'ै', 'फ', 'ए', 'े', 'आ', 'ध', 'ज', 'म', 'त', 'ा', 'ह', '्', 'ब', 'भ', 'ष', 'अ', 'व', 'ँ', 'स', 'च', 'औ', 'ू', 'ऐ', 'ण', 'ग']"
5348024557507426_f575_chunk_1_subchunk_1.wav,कि टेन डाउनिंग रोड चेन्नई टी नगर चेन्नई में स्थित यह एक लोकप्रिय पब और रेस्टोरेंट है जो अपने ऊर्जा व माहौल और कभी कभी कारोकी रातों के लिए जाना,"['र', 'ि', 'ो', 'ी', ' ', 'ई', 'प', 'य', 'ट', 'ल', 'ं', 'थ', 'क', 'ड', 'न', 'ऊ', 'ै', 'ौ', 'ए', 'े', 'उ', 'ज', 'म', 'ा', 'त', 'ह', '्', 'ब', 'भ', 'अ', 'व', 'च', 'स', 'औ', 'ग']"
5348024557507426_f575_chunk_2_subchunk_1.wav,बी [B] वन [One] फोर्टि [Forty] सीक्स [Six] चेन्नई जो की एक पब [Pub] और लोंज [Lounge] है जिसका अलग ही एक स्टाइलिश [Stylish] सेटिंग [Setting] है,"['र', 'ो', 'ि', 'ी', 'u', 'i', ' ', ']', 'r', 'ई', 'प', 'P', 'x', 'ट', 'ल', 'L', 'ं', 'B', 'क', 'न', 'n', 'ै', 'फ', 'F', 'े', 'ए', 'O', 't', 'y', 'ज', 'ा', 'ह', 'h', '्', 'ब', 's', 'अ', 'e', 'इ', 'b', 'व', 'श', 'l', 'S', 'g', 'स', 'च', 'औ', 'o', '[', 'ग']"
5348024557507426_f575_chunk_3_subchunk_1.wav,गेट सभी द</b>ो हज़ार चेन#$%्नई पे नबे चेन्नई में यह एक रेस्ट<b>रों [Restro] थीम [Theme] वाला ल[START]ोंज [Lounge] है,"['र', 'ो', 'ी', '/', 'u', ' ', ']', 'r', 'o', 'ई', 'द', 'प', 'य', 'ट', 'ल', 'L', 'ं', 'थ', 'क', 'न', '$', 'n', 'A', 'ै', 'T', 'm', 'ए', 'े', '<', 't', 'म', 'ा', 'ज', 'ह', 'h', '्', 'ब', 'भ', 's', '>', 'R', '#', 'e', '%', 'b', 'व', 'S', 'g', 'स', 'च', 'ज़', '[', 'ग']"
5348024557507426_f575_chunk_4_subchunk_1.wav,कृपया ध्यान दें कि कारोकी रात</b>ों की उपलब्धता अलग अलग हो सकती है और उनके श<b>ेड्यूल की,"['र', 'ि', 'ो', 'ी', '/', ' ', 'प', 'द', 'य', 'ल', 'ं', 'ृ', 'क', 'ड', 'न', 'ै', 'े', 'उ', 'ध', '<', 'त', 'ा', 'ह', '्', 'ब', 'अ', '>', 'b', 'श', 'स', 'औ', 'ू', 'ग']"
5348024557507426_f575_chunk_5_subchunk_1.wav,हैं सकते ले आनंद टूरिस्ट जिनका है होता प्रदर्शन संगीत और ज्ञान अक्सर उनमें क्योंकि है,"['र', 'ि', 'ो', 'ी', 'ञ', ' ', 'प', 'द', 'य', 'ट', 'ल', 'ं', 'क', 'न', 'ै', 'े', 'उ', 'आ', 'ज', 'त', 'ा', 'म', 'ह', '्', 'अ', 'श', 'स', 'औ', 'ू', 'ग']"
5348024557507432_f574_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हैं सकते कर साझा जीत और संघर्ष कहानियाँ अपनी लिए के करने प्रदान समझ और प्रेरणा जुड़ने से दूसरों हम जहाँ अनुभव व्यक्तिगत कि जैसे हैं होती निर्भर पर मूल्यों और अनुभव रुचियों हमारी वे हैं चाहते करना साझा और लिखना हम में बारे के चीज़ों जिन एकदम सही बात है,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'झ', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'ै', 'ए', 'े', 'ख', 'ज', 'त', 'ा', 'म', 'ह', '्', 'ब', 'भ', 'ष', 'अ', '़', '।', 'व', 'घ', 'ँ', 'स', 'च', 'औ', 'ू', 'ज़', 'ण', 'ग']"
5348024557507432_f574_chunk_1_subchunk_1.wav,कोई सामाजिक मुद्दे ताकि सकारात्मक बदलाव और सामाजिक न्याय को बढ़ावा देने के लिए असमानता मानवाधिकारी जलवायु परिवर्तन गरीबी और मानसिक स्वास्थ्य जैसे system महत्त्वपूर्ण सामाजिक मुद्दों के बारे में जागरूक कर सकते हैं एकदम सही बात है,"['र', 'ो', 'ि', 'ी', ' ', 'ई', 'द', 'य', 'प', 'ल', 'ं', 'थ', 'क', 'न', 'ु', 'ै', 'm', 'ढ', 'ए', 'े', 'ध', 'ज', 'म', 'ा', 'त', 'y', 't', 'ह', '्', 'ब', 's', '़', 'अ', 'e', 'व', 'स', 'औ', 'ू', 'ण', 'ग']"
5348024557507432_f574_chunk_2_subchunk_1.wav,हम doosron को स्वस्थ जीवनशैली बनाए रखने और shareerik या मानसिक svasth चुनौतियों से निपटने के बारे में शिक्षित करने के लिए स्वास्थ्य during फिटनेस और कल्याण के बारे में भी लिख सकते हैं,"['र', 'ो', 'ि', 'ी', 'u', 'i', ' ', 'r', 'k', 'प', 'य', 'ट', 'ल', 'd', 'ं', 'थ', 'क', 'न', 'n', 'ु', 'ै', 'फ', 'ौ', 'ए', 'े', 'v', 'ख', 'ज', 'म', 'ा', 't', 'ह', 'त', 'h', '्', 'ब', 'भ', 's', 'ष', 'e', 'व', 'श', 'g', 'स', 'च', 'औ', 'a', 'o', 'ण']"
5348024557507432_f574_chunk_3_subchunk_1.wav,अपने अनुभव को भी साझा krne के लिए यात्रा और संस्कृति के बारे में और दूसरों को प्रेरित करने और उनको उत्थान krne के लिए लिए इंस्पिरेशनल और motiveshnl कंटेंट भी लिख सकते हैं,"['र', 'ो', 'ि', 'ी', 'i', ' ', 'r', 'k', 'प', 'द', 'य', 'ट', 'झ', 'ल', 'ं', 'ृ', 'थ', 'क', 'न', 'n', 'ु', 'ै', 'm', 'ए', 'े', 'उ', 'v', 'ख', 't', 'त', 'ा', 'म', 'ह', 'h', '्', 'ब', 'भ', 's', 'अ', 'e', 'इ', 'व', 'श', 'l', 'स', 'औ', 'ू', 'o']"
5348024557507432_f574_chunk_4_subchunk_1.wav,जानकारी अनुभव और ज्ञान साझा करना दूसरों से जुड़ने शिक्षित करने और समाज की भलाई में योगदान करने का एक प्रभावशाली तरीका हो हो सकता है,"['र', 'ञ', 'ो', 'ी', 'ि', ' ', 'ई', 'द', 'य', 'प', 'झ', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'ै', 'ए', 'े', 'ज', 'त', 'ा', 'म', 'ह', '्', 'भ', 'ष', 'अ', '़', 'व', 'श', 'स', 'औ', 'ू', 'ग']"
5348024557507435_f122_chunk_0_subchunk_1.wav,हाँ मेरे घर में भी तुलसी और अन्य जड़ी बूटी पौधे हैं तुलसी और अन्य जड़ी बूटी जैसे पौधे चेन्नई के घरेलू बगीचों और घरों में आम हैं तुलसी रूप से भारतीय घरों में महत्त्वपूर्ण स्वा सांस्कृतिक और औषधिय महत्त्व रखती,"['र', 'ो', 'ि', 'ी', ' ', 'प', 'ई', 'य', 'ट', 'ल', 'ं', 'ृ', 'ड', 'क', 'न', 'ु', 'ै', 'ौ', 'े', 'आ', 'ध', 'ख', 'ज', 'म', 'ा', 'त', 'ह', '्', 'ब', 'भ', 'ष', 'अ', '़', 'व', 'घ', 'ँ', 'स', 'च', 'औ', 'ू', 'ण', 'ग']"
5348024557507435_f122_chunk_1_subchunk_1.wav,और अक्सर इसके औषधिय गुण के लिए उगाई जाती है चेन्नई और भारत के अन्य हिस्सों में आमतौर इस्तेमाल की जाने वाली कुछ जड़ी-बूटियों में तुलसी एलौवैरा [Aloevera] हल्दी अदरक और अश्वगंधा शामिल हैं,"['र', 'ि', 'ो', 'ी', ' ', ']', 'r', 'ई', 'द', 'य', 'छ', 'ट', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'A', 'ै', 'ौ', 'ए', 'े', 'उ', 'v', 'आ', 'ध', 'ज', 'त', 'ा', 'म', 'ह', '्', 'ब', 'भ', 'ष', 'अ', '़', 'e', 'इ', '-', 'व', 'l', 'श', 'स', 'च', 'औ', 'a', 'ू', 'o', 'ण', '[', 'ग']"
5348024557507435_f122_chunk_2_subchunk_1.wav,तुलसी जैसे हर्बल [Herbal] उपचार के व[START]िभिन्न स्वास्थ्य लाभ हैं और यह शरीर की प्<b>राकृतिक रक्षा का समर्थन करने में मदद करती </b>हैं यानी वे हमारे शरीर में प्राकृतिक#$% एंटीबॉडी [Antibody] को मजबूत करने और संपूर्ण कल्याण को बढ़ावा देने में मदद करती है,"['र', 'ि', 'ो', 'ी', '/', 'i', ' ', ']', 'r', 'H', 'प', 'द', 'य', 'ट', 'ल', 'd', 'ं', 'ृ', 'थ', 'क', 'ड', 'न', '$', 'ु', 'A', 'n', 'ै', 'T', 'ढ', 'ए', 'े', 'उ', '<', 'ज', 'त', 'ा', 'म', 'ह', 't', 'y', '्', 'ब', 'भ', 'ष', '़', '>', 'R', '#', 'e', '%', 'b', 'l', 'व', 'श', 'S', 'स', 'च', 'औ', 'a', 'ॉ', 'ू', 'o', 'ण', '[']"
5348024557507435_f122_chunk_3_subchunk_1.wav,जबकि एंटीबायोटिक्स प्रिस्क्र<b>िप्शन दवाई है जिसका #$%उपयोग बैक्टीरियल इ[START]ंफेक्शन के इलाज के,"['र', 'ि', 'ो', 'ी', ' ', ']', 'प', 'द', 'य', 'ई', 'ट', 'ल', 'ं', 'क', 'न', '$', 'A', 'ै', 'T', 'फ', 'ए', 'े', 'उ', '<', 'ज', 'ा', 'ह', '्', 'ब', '>', 'R', '#', 'इ', '%', 'b', 'व', 'श', 'S', 'स', '[', 'ग']"
5348024557507436_f1610_chunk_0_subchunk_1.wav,थे हुए फटे दरवाजे और थीं हुई,"['थ', 'र', 'ी', 'ु', ' ', 'व', 'ज', 'ा', 'फ', 'ह', 'द', 'औ', 'ट', 'ई', 'ं', 'ए', 'े']"
5348024557507438_f2202_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।सके रोक से करने ग्राउंड को गेंद में कोर्ट के पक्ष अपने को टीम विरोधी ताकि है करती काम साथ एक टीम प्रत्येक एकदम सही बात है,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'ट', 'ल', 'ं', 'थ', 'क', 'ड', 'न', 'ु', 'ै', 'ए', 'े', 'उ', 'ध', 'त', 'ा', 'म', 'ह', '्', 'ब', 'ष', 'अ', '।', 'व', 'स', 'ग']"
5348024557507440_f1080_chunk_0_subchunk_1.wav,आज हुआ क्या था एकदम during सही बात है,"['ी', 'u', 'i', ' ', 'r', 'द', 'य', 'd', 'थ', 'क', 'n', 'ु', 'ै', 'ए', 'आ', 'ज', 'म', 'ा', 'त', 'ह', '्', 'ब', 'g', 'स']"
5348024557507441_f1879_chunk_0_subchunk_1.wav,meree सूचियों की सूची system बनाओ,"['ि', 'ो', 'ी', ' ', 'r', 'य', 'ओ', 'ं', 'क', 'न', 'm', 'y', 't', 'ा', 'ब', 's', 'e', 'स', 'च', 'ू']"
5348024557507445_f1873_chunk_0_subchunk_1.wav,मैं पाँच सौ रुपये का bloo टोकाई कॉफ़ी रोस्टर्स रोस्टर्स ख़रीदना चाहता हूँ,"['र', 'ो', 'ख़', 'ी', ' ', 'प', 'ई', 'य', 'द', 'ट', 'फ़', 'ं', 'क', 'न', 'ु', 'ै', 'ौ', 'े', 'म', 'ा', 'त', 'ह', '्', 'b', 'l', 'ँ', 'च', 'स', 'ॉ', 'ू', 'o']"
5348024557507447_f911_chunk_0_subchunk_1.wav,कपिवा आँवला जूस के बजाय मुझे स्वस्तिक्स स्वस्तिक्स बादाम ड्रिंक डिलीवर किया गया,"['र', 'ि', 'ी', ' ', 'प', 'द', 'य', 'झ', 'ल', 'ं', 'क', 'ड', 'ु', 'े', 'आ', 'ज', 'म', 'ा', 'त', '्', 'ब', 'व', 'ँ', 'स', 'ू', 'ग']"
5348024557507450_f1572_chunk_0_subchunk_1.wav,सात हज़ार रुपये का भुगतान मेरे पेटीएम पेमेंट्स बैंक खाते वन टू फ़ाइव टू एट टू सिक्स थ्री फ़ाइव सिक्स सिक्स फ़ाइव से सिद्धांत मावी को,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'ट', 'फ़', 'ं', 'थ', 'क', 'न', 'ु', 'ै', 'ए', 'े', 'ध', 'ख', 'त', 'ा', 'म', 'ह', '्', 'ब', 'भ', 'इ', 'व', 'स', 'ू', 'ज़', 'ग']"
5348024557507451_f1874_chunk_0_subchunk_1.wav,सिद्धांत मावी को थर्टी [Thirty] थउजेंड [Thousand] [horn] रुपये की राशि ट्रांसफ़र [Transfer] करें और पूरे साल के लिए हर महीने इसका एक चौथाई हिस्सा स्वतः चुकाएँ,"['र', 'ि', 'ो', 'ी', 'u', 'i', ' ', ']', 'r', 'प', 'द', 'य', 'f', 'ट', 'फ़', 'ई', 'ल', 'd', 'ं', 'थ', 'क', 'ड', 'न', 'n', 'ु', 'T', 'ः', 'ौ', 'ए', 'े', 'उ', 'ध', 't', 'त', 'ा', 'म', 'y', 'ज', 'ह', 'h', '्', 's', 'e', 'इ', 'व', 'श', 'ँ', 'स', 'च', 'औ', 'a', 'ू', 'o', '[']"
5348024557507452_f1875_chunk_0_subchunk_1.wav,ई [E] पि [P] #$%एफ़ [F] ओ [O] पासबूक [Passbook] </b>स्टैटमेंट [Statement] जैनरेट [Generate] करने के लिए मेरे यु [U] ए [A] एन [N] नम्बर <b>[Number] टू [Two] एट [Eight] नाइन [Nine] नाइन [Nine][START] सेवन [Seven] फाइव [Five] टू [Two] थ्री [Three] फौर [Four] टू [Two] थ्री [Three] वन [One] का उपयोग करें,"['र', 'ि', 'ो', 'ी', '/', 'u', 'i', ' ', ']', 'r', 'k', 'ई', 'प', 'P', 'य', 'ओ', 'ट', 'ल', 'ं', 'थ', 'क', 'न', '$', 'n', 'ु', 'U', 'G', 'ै', 'A', 'T', 'फ', 'ौ', 'm', 'N', 'F', 'ए', 'े', 'v', 'O', 'उ', '<', 'a', 't', 'म', 'ा', 'ज', 'h', '्', 'ब', 's', '़', '>', 'R', 'w', '#', 'e', 'इ', '%', 'b', 'व', 'S', 'g', 'स', 'E', 'ू', 'o', '[', 'ग']"
5348024557507455_f1876_chunk_0_subchunk_1.wav,फ़ोन नम्बर सेवन थ्री ज़ीरो थ्री वन फ़ाइव फोर नाइन टू फ़ाइव सिक्स और[START],"['र', 'ो', 'ि', 'ी', ' ', ']', 'फ़', 'ट', 'थ', 'क', 'न', 'A', 'T', 'फ', 'े', 'ज', 'म', 'ा', '्', 'ब', '़', 'R', 'इ', 'व', 'S', 'स', 'औ', 'ू', '[']"
5348024557507459_f1878_chunk_0_subchunk_1.wav,यह बिल्कुल,"['क', 'ि', ' ', 'ु', 'ह', 'य', 'ल', '्', 'ब']"
5348024557507460_f1877_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।बाएँ एकदम सही बात है,"['ि', 'ी', ' ', 'द', 'य', 'ल', 'क', 'ु', 'ै', 'ए', 'त', 'ा', 'म', 'ह', '्', 'ब', '।', 'ँ', 'स', 'ग']"
5348024557507466_f326_chunk_0_subchunk_1.wav,ई बुक बहुत अच्छा था लेआउट पढ़ने के लिए अच्छा लगता था और फॉन्ट का साइज़ भी पढ़ने के लिए सुलभ था एकदम सही during बात है,"['र', 'ि', 'ी', 'u', 'i', ' ', 'r', 'ई', 'प', 'द', 'छ', 'ट', 'ल', 'd', 'थ', 'क', 'न', 'n', 'ु', 'ै', 'फ', 'ढ', 'ए', 'े', 'उ', 'आ', 'त', 'ा', 'म', 'ह', '्', 'ब', 'भ', 'अ', '़', 'इ', 'g', 'च', 'ॉ', 'औ', 'स', 'ज़', 'ग']"
5348024557507467_f652_chunk_0_subchunk_1.wav,मैं जो for example ई बुक लिया अमेज़ॉन से उसका कॉपी अच्छा नहीं था,"['ो', 'ि', 'ी', ' ', 'r', 'ई', 'प', 'य', 'f', 'x', 'छ', 'ल', 'ं', 'थ', 'क', 'न', 'ु', 'ै', 'm', 'े', 'उ', 'ज', 'म', 'ा', 'ह', '्', 'ब', 'अ', '़', 'e', 'p', 'l', 'ॉ', 'स', 'च', 'a', 'o']"
5348024557507467_f652_chunk_1_subchunk_1.wav,बहुत करेक्शन्स the उसमें पेज लेआउट भी पढ़ने के के लिए ठीक ठाक नहीं थे,"['र', 'ि', 'ी', ' ', 'प', 'ट', 'ल', 'ं', 'थ', 'क', 'न', 'ु', 'ढ', 'ए', 'े', 'उ', 'आ', 't', 'त', 'म', 'ज', 'ह', 'ा', 'h', '्', 'ब', 'भ', '़', 'e', 'श', 'स', 'ठ']"
