Filename,Transcription,character_list
5348024557503428_f206_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,हेल्थकेयर,"['क', 'ल', 'य', 'ह', 'थ', '्', 'र', 'े']"
5348024557503365_f365_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,जोभी बाल्यू सम सीड़ कड़ रहे हैं उसकी वजह से पेंटिंग तो बन जाता था और,"['प', 'भ', 'थ', 'र', 'ब', 'उ', ' ', 'ग', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'ै', 'व', 'े', 'स', 'ल', 'ट', 'ी', 'औ', 'ो', 'क', 'ड', '़', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503661_f632_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,कॉलेजर यूनिवर्सिटीज है स्कूल की अगर बात किया जाए तो बहुत अच्छे अच्छे बैंगॉल मीडियम स्कूलस सी है जैसे नवनालअंदा साउथ प्ॉइंट,"['द', 'प', 'इ', 'थ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'छ', 'ह', 'ि', 'ा', 'व', 'ू', '्', 'ै', 'े', 'स', 'ल', 'अ', 'ॉ', 'ए', 'ी', 'क', 'ो', 'ड', 'ं', 'य', 'च', 'ट', 'त', 'म']"
5348024557503596_f133_chunk_11_subchunk_1_QC1_5_upsampling_simulation.wav,नहीं करना पड़ता दूसरा चगा नहीं ढूँढ़ना पड़ता इसलिए हम लोग सारे लोग जैसेकि अकर फैमिली,"['द', 'प', 'इ', 'ँ', 'र', ' ', 'ग', 'न', 'ज', 'ह', 'ि', 'ढ', 'ू', 'ै', 'े', 'स', 'ल', 'अ', 'ए', 'ी', 'क', 'ो', 'ड', '़', 'फ', 'ं', 'च', 'ा', 'त', 'म']"
5348024557503164_f900_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मुझे यूए नम्बर ँ वाे ाते के लिए ईपीएफस्टेटमेंट चाहिए,"['प', 'ँ', 'र', 'ब', ' ', 'ु', 'न', 'ह', 'ि', '्', 'ू', 'व', 'े', 'स', 'ल', 'ट', 'झ', 'ए', 'ई', 'ी', 'क', 'फ', 'ं', 'य', 'च', 'ा', 'त', 'म']"
5348024557503366_f114_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,थोड़ा फूलों का डिजाइन बनाना मुझे बहुत प्रसन्न है,"['प', 'इ', 'थ', 'र', 'ब', ' ', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'ै', 'े', 'स', 'ल', 'झ', 'ो', 'क', '़', 'ड', 'फ', 'ं', 'ा', 'त', 'म']"
5348024557503460_f1333_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,बिल्ली,"['ल', 'ि', '्', 'ब', 'ी']"
5348024557503736_f1693_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मॉकेन आलुटिकी इनाटूर आमलाहेरक्रिम और प्यूरामेट लिक्विट फूट कॉलर की मात्रा बदले क्योंकि उनकी वर्तमान मात्रा भंडर में नहीं है,"['द', 'आ', 'प', 'इ', 'भ', 'र', 'ब', 'उ', ' ', 'ु', 'न', 'ह', 'ि', 'ा', '्', 'ू', 'व', 'ै', 'े', 'ल', 'ॉ', 'ी', 'औ', 'क', 'ो', 'ड', 'फ', 'ं', 'य', 'ट', 'त', 'म']"
5348024557503366_f114_chunk_7_subchunk_1_QC1_3_sample_rate_reduction.wav,एक ही फ्लबर को सेकेंड टाइम ्रॉल कर रहेथे तो भी ो उसी तरह नहीं निकल रहाए क्योंकि हमारे कलामिक्शिन के कारण जितना भी टइंटिंग हम करें उतनी धार तो अलग अलग ही दीख रहा या और मुझे वो करना बहुत प्रसंद है,"['द', 'प', 'इ', 'भ', 'थ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'ख', 'अ', 'ण', 'ट', 'ॉ', 'झ', 'ए', 'ी', 'औ', 'क', 'ो', 'ड', 'फ', 'ं', 'ध', 'य', 'ा', 'श', 'त', 'म']"
5348024557503367_f364_chunk_14_subchunk_1_QC1_3_sample_rate_reduction.wav,बहुत कुछ सीखना पड़ता है और उनके साथ बैठते सब कुछ समेटरीकल इमेज बनाना ो बहुत सीखना और उसके लिए पूरा ज्यादा मेहनत करना पड़ता है कि इसके लिए भी,"['द', 'प', 'इ', 'भ', 'थ', 'र', 'ब', 'उ', ' ', 'ु', 'छ', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'ै', 'े', 'ठ', 'स', 'ल', 'ख', 'ट', 'ए', 'ी', 'औ', 'क', 'ो', 'ड', '़', 'य', 'ा', 'त', 'म']"
5348024557503691_f1261_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,तीन,"['न', 'त', 'ी']"
5348024557503534_f354_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,ा पर अभी,"[' ', 'प', 'अ', 'भ', 'ा', 'र', 'ी']"
5348024557503192_f254_chunk_5_subchunk_1_QC1_3_sample_rate_reduction.wav,बहुत अच्छा लगता है गाने के लिए उसलेँ,"['ँ', 'ब', 'उ', ' ', 'ग', 'ु', 'छ', 'न', 'ह', 'ि', '्', 'ै', 'े', 'स', 'ल', 'अ', 'ए', 'क', 'च', 'ा', 'त']"
5348024557503734_f1694_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मेरे उत्पाद के अरडर बायोटिक बायोआल्मंट आइक्रिम को दो पैकेट रंगीला क्रिेटिफ क्लेपेक से बदले,"['द', 'प', 'आ', 'इ', 'र', 'ब', 'उ', ' ', 'ग', 'ि', 'ा', '्', 'ै', 'े', 'स', 'ल', 'अ', 'ी', 'क', 'ो', 'ड', 'फ', 'ं', 'य', 'ट', 'त', 'म']"
5348024557503409_f30_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,न,['न']
5348024557503656_f273_chunk_11_subchunk_1_QC1_5_upsampling_simulation.wav,तो फिर वो कैसे वो उसे बाहर निकालता है कहसे वो एक क्राइम की दुनिया में फंस जाता है और आखिरकार वो कैसे वहाँ से निकलके एक अच्छी जिंदगी,"['द', 'आ', 'इ', 'ँ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'छ', 'ह', 'ि', 'व', '्', 'ै', 'े', 'स', 'ल', 'ख', 'अ', 'ए', 'ी', 'औ', 'ो', 'क', 'फ', 'ं', 'य', 'च', 'ा', 'त', 'म']"
5348024557503604_f750_chunk_24_subchunk_1_QC1_5_upsampling_simulation.wav,और वोह अगर किसी का बदे है और,"['े', 'स', 'द', 'ो', 'क', ' ', 'ग', 'अ', 'ह', 'ि', 'व', 'ै', 'ा', 'र', 'ब', 'ी', 'औ']"
5348024557503365_f365_chunk_7_subchunk_1_QC1_3_sample_rate_reduction.wav,ऑफरीहन ब्रॉइंग में तो उतना सिमेटरी नहीं आ जाता हैतो किसी भी छूल को यूज करके बिना जो भी फ्री हैन ब्रॉइग है वो मुझे बहुत प्रसंन है करने के लिए,"['आ', 'प', 'इ', 'भ', 'र', 'ब', 'उ', ' ', 'ग', 'छ', 'न', 'ज', 'ु', 'ह', 'ि', '्', 'ू', 'ै', 'व', 'े', 'ऑ', 'स', 'ल', 'ट', 'ॉ', 'झ', 'ए', 'ी', 'ो', 'क', 'फ', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503640_f503_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,मेरे हेयरफॉल बढ़ गए मेरे डैन्रफ बढ़ गए पता नहीं क्या हुआ लेकिन य तेल मेरे लिए बिल्कुल भी कोई काम नहीं किया,"['प', 'आ', 'भ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'ह', 'ि', 'ढ', '्', 'ै', 'े', 'ल', 'ॉ', 'ए', 'ई', 'ी', 'क', 'ो', '़', 'फ', 'ड', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503161_f1569_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या आप अपने ईपीएस को पंजीकृत मोबाइल नं्बर ँ शून्य पर भेजा गया छह अंगों का,"['आ', 'प', 'इ', 'भ', 'ँ', 'र', 'ब', ' ', 'ग', 'छ', 'न', 'ज', 'ह', '्', 'ू', 'े', 'स', 'ल', 'अ', 'ए', 'ई', 'ी', 'क', 'ो', 'ं', 'य', 'ा', 'ृ', 'श', 'त', 'म']"
5348024557503583_f464_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,जुलाई अक्टूबर दिसंबर,"['स', 'द', 'क', ' ', 'ल', 'ं', 'ु', 'अ', 'ज', 'ट', 'ि', '्', 'ू', 'ा', 'र', 'ब', 'ई']"
5348024557503560_f1925_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,क्या अगर बत्तियां किसी अन्य ब्रांड में उपलब्ध है,"['प', 'र', 'ब', 'उ', ' ', 'ग', 'न', 'ह', 'ि', '्', 'ै', 'े', 'स', 'ल', 'अ', 'ी', 'क', 'ड', 'ं', 'ध', 'य', 'ा', 'त', 'म']"
5348024557503361_f113_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,आप पेंसु केचिंग स्री हैं्रॉइंग और अमंडाला पेंटिंग डॉट अपेंसिंग सब कुछ में मुझे ही बहुत शॉट है आ तो कोविद के टाइम में जब मुझे ज्यादा ठाई मिला था उस समय मैंने खेरला मेरल पेंटिंग भी सीखा था और मिनवा खर के कुरियन पेटिंग एक है और मिन्वा पेटिग के बारे भी मैंने,"['द', 'आ', 'प', 'इ', 'भ', 'थ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'छ', 'ज', 'न', 'ह', 'ि', '्', 'व', 'ै', 'े', 'ठ', 'स', 'ल', 'ख', 'अ', 'ट', 'ॉ', 'झ', 'ए', 'ई', 'ी', 'औ', 'क', 'ो', 'ड', 'ं', 'य', 'च', 'ा', 'श', 'त', 'म']"
5348024557503141_f123_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,यह काफी बॉरग नहीं होगा जब भी आप उदास महसूस करें बस राप के आकाश में देखें और तो आपको खुश कर देंगे क्योंकि ये चीऐसी चीज है जो,"['द', 'आ', 'प', 'भ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'ै', 'े', 'स', 'ख', 'ॉ', 'ी', 'औ', 'क', 'ो', 'फ', 'ं', 'ऐ', 'य', 'च', 'ा', 'श', 'त', 'म']"
5348024557503604_f750_chunk_21_subchunk_1_QC1_5_upsampling_simulation.wav,तेल गर्म कर के उसके ऊपर से एकराव दोराव दोराउंड राउंन करके एक रोटी बनते उस सहम,"['द', 'प', 'र', 'ब', 'उ', ' ', 'ग', 'न', 'ह', '्', 'व', 'े', 'स', 'ल', 'ट', 'ए', 'ऊ', 'ी', 'क', 'ो', 'ड', 'ं', 'ा', 'त', 'म']"
5348024557503486_f36_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,पैसा जो भी आया हो फिर भी उनको घर के कामों में उतना ही इनवॉल्ब होना पड़ता है वहां पे उनको कोई सपोर्ट करने वाला नहीं होता ै तो मुझे लगता है कि अभी ी उनको अपनी जो पोटेंशियल है वहां तक पहुंचने के लिए काफी मसक्त करनी पड़ती है,"['प', 'आ', 'इ', 'भ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'व', '्', 'ै', 'े', 'स', 'घ', 'ल', 'अ', 'ट', 'ॉ', 'झ', 'ए', 'ई', 'ी', 'ो', 'क', 'ड', 'फ', '़', 'ं', 'य', 'च', 'ा', 'श', 'त', 'म']"
5348024557503428_f206_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,अगर हम महिलाओं की बात करें तो उनके लिए भी बहुत सारे कोर्सेस है जो जिसमें वो आगे बढ़ सकते हैं फॉर एग्जांपल हॉटिल मैनेजमेंट है टूरिज्म हैं,"['आ', 'प', 'भ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'व', 'ै', 'ढ', 'ू', 'े', 'स', 'ल', 'अ', 'ट', 'ओ', 'ॉ', 'ए', 'ी', 'क', 'ो', '़', 'फ', 'ं', 'ा', 'त', 'म']"
5348024557503497_f926_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,मुझे मेरे कार्यक्रमों के बारे में और बताए,"['क', 'ो', ' ', 'ए', 'ं', 'त', 'ु', 'य', 'ब', '्', 'ा', 'र', 'झ', 'े', 'म', 'औ']"
5348024557503664_f502_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,और मैंने कभी कोई ट्रेडिशनल कपड़े बनाने की भी कोशिश नहीं की है मैंने हमेशा खरीदी हुई कपड़े मतलब रेडीमेंट कपड़े ही पहने हैं और अगर कुज भी बनवाना हो तो एकदो कपड़े एकदो कुर्ती मैंने बनवाई थी दर्जी से,"['द', 'प', 'भ', 'थ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'ा', '्', 'व', 'ै', 'े', 'स', 'ल', 'ख', 'अ', 'ए', 'ई', 'ी', 'औ', 'क', 'ो', 'ड', '़', 'ं', 'ट', 'श', 'त', 'म']"
5348024557503524_f581_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,फरखे दोनों में,"['द', 'ो', ' ', 'फ', 'ं', 'ख', 'न', 'र', 'े', 'म']"
5348024557503570_f1929_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,क्या आप राज्य उत्तर प्रदेश में केद्र प्रकार रिजनल ऑफिस वाले ईएसआईसी केंद्रों के ढूंढने में मद कर सकते हैं,"['द', 'आ', 'प', 'र', 'उ', ' ', 'न', 'ज', 'ह', 'ि', '्', 'व', 'ढ', 'ू', 'ै', 'े', 'ऑ', 'स', 'ल', 'ए', 'ई', 'ी', 'क', 'ो', 'फ', 'ं', 'य', 'ा', 'श', 'त', 'म']"
5348024557503555_f1924_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,क्या कोई भी हाल ही में ईमेल है,"['क', 'ो', ' ', 'म', 'ल', 'ं', 'य', 'ह', 'भ', '्', 'ै', 'ा', 'े', 'ई', 'ी']"
5348024557503725_f1690_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,ऑडर करके अपनी जाहस से मालबेचने की लागत,"['प', 'र', 'ब', ' ', 'ग', 'न', 'ज', 'ह', 'े', 'ऑ', 'स', 'ल', 'अ', 'ी', 'क', 'ड', 'च', 'ा', 'त', 'म']"
5348024557503661_f632_chunk_12_subchunk_1_QC1_5_upsampling_simulation.wav,ह इलेवन ट्वेल्फ में ज्यादातर लोग साइनस ही लेते हैं साइन से प्रेशर करते हैं,"['द', 'प', 'इ', 'र', ' ', 'ग', 'न', 'ज', 'ह', 'व', '्', 'ै', 'े', 'स', 'ल', 'ट', 'ी', 'ो', 'क', 'फ', 'ं', 'य', 'ा', 'श', 'त', 'म']"
5348024557503208_f952_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,नवीनतम ईमेल दिखाए,"['े', 'ई', 'द', ' ', 'ल', 'ख', 'न', 'ि', 'व', 'ा', 'त', 'म', 'ी', 'ए']"
5348024557503728_f1164_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,प्रत्येक बिंदु के लिए सर्वर केंद्रचिन्ना और किनारे के बीच आधरेखा के पीछे शुरू होता है,"['द', 'प', 'आ', 'र', 'ब', ' ', 'ु', 'न', 'छ', 'ह', 'ि', '्', 'व', 'ू', 'ै', 'े', 'स', 'ल', 'ख', 'ए', 'ी', 'औ', 'क', 'ो', 'ं', 'ध', 'य', 'च', 'ा', 'श', 'त']"
5348024557503365_f365_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,द सॉफ्टवेर और ऐप के बारे में बताने है पेंटिंग में तो मैंने दुबारा कोरल ड्रॉमंक्वाई किया था,"['द', 'प', 'थ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'ह', 'ि', 'ा', '्', 'व', 'ै', 'े', 'स', 'ल', 'ॉ', 'ई', 'औ', 'क', 'ो', 'ड', 'फ', 'ऐ', 'ं', 'य', 'ट', 'त', 'म']"
5348024557503306_f721_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,कभीकभी मुझे ऐसी किताबें भी मिल जाती है जिनको समझना काफी मुश्किल पड़ता हैकुछ किताबें ऐसी होती है जो हमारी बुद्वि तक कोई हिला डालती है,"['द', 'प', 'भ', 'र', 'ब', ' ', 'ु', 'न', 'ज', 'छ', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'झ', 'ई', 'ी', 'क', 'ो', 'ड', 'फ', '़', 'ऐ', 'ं', 'ा', 'श', 'त', 'म']"
5348024557503604_f750_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,ये क्या फेकैलिबोंग है जहाँ पर भी ये सारे मिलते हैं और,"['प', 'भ', 'ँ', 'र', 'ब', ' ', 'ग', 'ज', 'ह', 'ि', '्', 'ै', 'े', 'स', 'ल', 'ी', 'औ', 'क', 'ो', 'फ', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503596_f133_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,मैं अपने पास में मां पापा और मेरी बुआ जो हमारे साथ रहती है मैं उनको बिठाके सिर्फ उनसे बातें करती हूँ मतलब इसलिए,"['प', 'आ', 'इ', 'थ', 'ँ', 'र', 'ब', 'उ', ' ', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'ै', 'े', 'ठ', 'स', 'ल', 'अ', 'ए', 'ी', 'औ', 'ो', 'क', 'फ', 'ं', 'ा', 'त', 'म']"
5348024557503487_f35_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,हर अभिहीन जो भी होमलिस लोग हैं उनको फिर से पुनर्निवास करवाने के लिए काम करती ह इसके अलावा बहुत सारे कई गर्मेंट की अदी हुई,"['द', 'प', 'इ', 'भ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'अ', 'ट', 'ए', 'ई', 'ी', 'ो', 'क', 'फ', 'ं', 'ा', 'त', 'म']"
5348024557503367_f364_chunk_17_subchunk_1_QC1_3_sample_rate_reduction.wav,बहुत सारा सपोर् मिलना ही चाहिए और ज्यादा मिलना चाहिए अगर उस फंडिंग के बारे में लोगों को ज्यादातर बता न चाहिए क्योंकि जो भी फंडिंग है जो भी अवायलबल है वो हमें पता भी नहीं है तो हो स,"['द', 'प', 'भ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'अ', 'ए', 'ी', 'औ', 'ो', 'क', 'ड', 'फ', 'ं', 'य', 'च', 'ा', 'त', 'म']"
5348024557503409_f30_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,क जानवरी,"['क', ' ', 'न', 'ज', 'व', 'ा', 'र', 'ी']"
5348024557503574_f1931_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,ल,['ल']
5348024557503327_f898_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या द लॉफिंग काउ सीस प्रेड पर एक खरीदो और एक मुफ्त पावर उपलब्ध है,"['द', 'प', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'ख', 'ॉ', 'ए', 'ी', 'औ', 'क', 'ो', 'ड', 'फ', 'ं', 'ध', 'य', 'ा', 'त', 'म']"
5348024557503549_f580_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,दूसरा ये है अब अकि अतिथि देवो भवा,"['द', 'भ', 'थ', 'र', 'ब', ' ', 'ह', 'ि', 'व', 'ू', 'ै', 'े', 'स', 'अ', 'क', 'ो', 'य', 'ा', 'त']"
5348024557503716_f15_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,फि जैसे म नंबर वन पर खड़ी हो गई अब अगलेबंदे ने बोलदि या नंबर फाइफ अ मुझे फिफ्त ब्लॉक पे जम करना बिना घिरे और बिना किसी और ब्लॉक पें पयार रखें एक गेम यह होती थी,"['द', 'प', 'इ', 'थ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'व', '्', 'ै', 'े', 'स', 'घ', 'ल', 'ख', 'अ', 'ॉ', 'झ', 'ए', 'ई', 'ी', 'औ', 'ो', 'क', 'ड', 'फ', '़', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503664_f502_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,मतलब नीट करने की या स्टीच करने की सिलने की कभी मैंने कोई कोशिश नहीं की है,"['भ', 'र', 'ब', ' ', 'न', 'ह', 'ि', '्', 'ै', 'े', 'स', 'ल', 'ट', 'ई', 'ी', 'क', 'ो', 'ं', 'य', 'च', 'ा', 'श', 'त', 'म']"
5348024557503322_f1834_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,यदि बराबरी इकीसिकीस पर होती है तो प्रत्येक दल एक विजयता निर्धारित होने तक एकएक सर्व करता है,"['द', 'प', 'इ', 'र', 'ब', ' ', 'न', 'ज', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'ए', 'ी', 'क', 'ो', 'ध', 'य', 'ा', 'त']"
5348024557503416_f607_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,और अपने सपने पूरे करने के लिए वो अपनी उड़ान भर सकती है नए भारत में बेटियों के लिए महिलाओं के लिए,"['प', 'भ', 'र', 'ब', 'उ', ' ', 'न', 'ह', 'ि', 'व', 'ू', 'ै', 'े', 'स', 'ल', 'अ', 'ट', 'ओ', 'ए', 'ी', 'औ', 'क', 'ो', 'ड', '़', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503661_f632_chunk_7_subchunk_1_QC1_5_upsampling_simulation.wav,अजिरबिल्ला तो है बहुत से अच्छे अच्छे फ्यूचर फाउंडेशन बहुत साथे अच्छे अच्छे,"['थ', 'र', 'ब', 'उ', ' ', 'ु', 'छ', 'ज', 'न', 'ह', 'ि', '्', 'ू', 'ै', 'े', 'स', 'ल', 'अ', 'ो', 'ड', 'फ', 'ं', 'य', 'च', 'ा', 'श', 'त']"
5348024557503195_f318_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,यहाँ के लोग तो अपने लेये टाइम हर मुंह करके आरांम करते हैं,"['प', 'आ', 'इ', 'ँ', 'र', ' ', 'ग', 'ु', 'न', 'ह', 'ा', 'ै', 'े', 'ल', 'अ', 'क', 'ो', 'ं', 'य', 'ट', 'त', 'म']"
5348024557503486_f36_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,अभी औरतों को घर से बाहर निकल के काम करने की आजादी मिली है अपनी मंचाही पढ़ाई करन की आजादी मिली है उनअनी हिसाब से,"['द', 'आ', 'प', 'भ', 'र', 'ब', 'उ', ' ', 'न', 'ज', 'ह', 'ि', 'ढ', 'ै', 'े', 'स', 'घ', 'ल', 'अ', 'ई', 'ी', 'औ', 'ो', 'क', '़', 'ं', 'च', 'ा', 'त', 'म']"
5348024557503178_f115_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,बाई,"['ब', 'ई', 'ा']"
