Filename,Indiconformer_Hypothesis,character_list
5348024557503596_f133_chunk_11_subchunk_1_QC1_5_upsampling_simulation.wav,नहीं करना पड़ता दूसरा चगा नहीं ढूँढ़ना पड़ता इसलिए हम लोग सारे लोग जैसेकि अकर फैमिली,"['े', 'म', 'ी', '़', 'ए', 'इ', 'ं', 'ै', 'ँ', 'च', ' ', 'ह', 'स', 'फ', 'प', 'न', 'अ', 'ढ', 'ल', 'ज', 'ो', 'क', 'ा', 'द', 'ि', 'ू', 'ड', 'र', 'त', 'ग']"
5348024557503164_f900_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मुझे यूए नम्बर ँ वाे ाते के लिए ईपीएफस्टेटमेंट चाहिए,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'ब', 'ं', 'ँ', 'च', ' ', 'स', 'ह', 'फ', '्', 'प', 'न', 'ई', 'व', 'ु', 'झ', 'ल', 'क', 'ा', 'ि', 'ू', 'र', 'त']"
5348024557502906_f625_chunk_7_subchunk_1_QC1_1_format_conversion.wav,उच्चतर शिक्षा और स्वास्थ्य सुविधा सुविधाएँ मिल रही हैंऐतिहासिक घटनाओं के आधार पर कई बार विशेषसमुदाय के निवासियों पर,"['े', 'ट', 'म', 'ी', 'ओ', 'घ', 'य', 'ए', 'ब', 'ं', 'ै', 'श', 'ष', 'उ', 'ँ', 'च', ' ', 'स', 'ह', 'ऐ', '्', 'प', 'न', 'ई', 'आ', 'थ', 'व', 'ु', 'ल', 'ो', 'ध', 'औ', 'क', 'ा', 'द', 'ि', 'र', 'त']"
5348024557502896_f496_chunk_5_subchunk_1_QC1_1_format_conversion.wav,दूसरा नीम के पत नीम के पते डायबिटिस में काफी लाभकारी होते हैं,"['े', 'ट', 'म', 'ी', 'य', 'ब', 'ं', 'ै', 'स', ' ', 'ह', 'फ', 'प', 'न', 'ल', 'ो', 'क', 'भ', 'द', 'ा', 'ि', 'ू', 'ड', 'र', 'त']"
5348024557503366_f114_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,थोड़ा फूलों का डिजाइन बनाना मुझे बहुत प्रसन्न है,"['े', 'म', '़', 'इ', 'ब', 'ं', 'ै', ' ', 'ह', 'स', 'फ', '्', 'प', 'न', 'थ', 'ु', 'झ', 'ल', 'ज', 'ो', 'क', 'ा', 'ि', 'ू', 'ड', 'र', 'त']"
5348024557502910_f242_chunk_2_subchunk_1_QC1_1_format_conversion.wav,क्योंकि वे मेरे लिए पहली बार किसी ऐसी कलारचना को अनुभव करने का मौका था आज यह संग्रह मेरे लिए एक,"['े', 'म', 'ी', 'य', 'ए', 'ब', 'ं', 'च', ' ', 'ह', 'स', 'ऐ', '्', 'प', 'न', 'अ', 'आ', 'थ', 'व', 'ु', 'ल', 'ज', 'ौ', 'ो', 'क', 'भ', 'ा', 'ि', 'र', 'ग']"
5348024557503460_f1333_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,बिल्ली,"['ी', 'ि', 'ल', '्', 'ब']"
5348024557502757_f2030_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,मुझे अपने फोन नंबर सेवनइन स्स वनफाइ जीरोसो सेवन के लिए कोविड वैक्सीन प्रमाण पत्र डाउनलोड करना है,"['े', 'म', 'ी', 'ए', 'त', 'इ', 'ब', 'ं', 'ै', 'उ', ' ', 'स', 'ह', 'फ', '्', 'प', 'न', 'अ', 'व', 'ु', 'झ', 'ज', 'ल', 'ो', 'क', 'ा', 'ि', 'ड', 'र', 'ण']"
5348024557502897_f251_chunk_11_subchunk_1_QC1_1_format_conversion.wav,समुद्री दुश्यों का आनंद लेने का अवसर मिलेगा और साथ ही नए रोजगार,"['े', 'म', 'ी', 'य', 'ए', 'ं', 'श', 'स', ' ', 'ह', '्', 'न', 'अ', 'आ', 'थ', 'व', 'ु', 'ल', 'ज', 'ो', 'औ', 'क', 'द', 'ा', 'ि', 'र', 'ग']"
5348024557502778_f403_chunk_11_subchunk_1_QC1_1_format_conversion.mp3,फास्ट फैशन आए है और जो ब्रांड्स है जो सारी कंपनियां हैं जो फैशन को प्रमोट करते है वो,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'ब', 'ं', 'ै', 'श', 'स', ' ', 'ह', 'फ', '्', 'प', 'न', 'आ', 'व', 'ज', 'ो', 'औ', 'क', 'ा', 'ि', 'ड', 'र', 'त']"
5348024557503736_f1693_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मॉकेन आलुटिकी इनाटूर आमलाहेरक्रिम और प्यूरामेट लिक्विट फूट कॉलर की मात्रा बदले क्योंकि उनकी वर्तमान मात्रा भंडर में नहीं है,"['े', 'ट', 'म', 'ी', 'य', 'इ', 'ब', 'ं', 'ै', 'उ', ' ', 'ह', 'फ', '्', 'ॉ', 'न', 'प', 'आ', 'व', 'ु', 'ल', 'ो', 'औ', 'क', 'भ', 'ा', 'द', 'ि', 'ू', 'ड', 'र', 'त']"
5348024557503366_f114_chunk_7_subchunk_1_QC1_3_sample_rate_reduction.wav,एक ही फ्लबर को सेकेंड टाइम ्रॉल कर रहेथे तो भी ो उसी तरह नहीं निकल रहाए क्योंकि हमारे कलामिक्शिन के कारण जितना भी टइंटिंग हम करें उतनी धार तो अलग अलग ही दीख रहा या और मुझे वो करना बहुत प्रसंद है,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'श', 'उ', 'ख', ' ', 'ह', 'स', 'फ', '्', 'ॉ', 'न', 'प', 'अ', 'थ', 'व', 'ु', 'झ', 'ल', 'ज', 'ो', 'ण', 'ध', 'औ', 'क', 'भ', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557503367_f364_chunk_14_subchunk_1_QC1_3_sample_rate_reduction.wav,बहुत कुछ सीखना पड़ता है और उनके साथ बैठते सब कुछ समेटरीकल इमेज बनाना ो बहुत सीखना और उसके लिए पूरा ज्यादा मेहनत करना पड़ता है कि इसके लिए भी,"['े', 'ट', 'म', 'ी', '़', 'य', 'ए', 'इ', 'ब', 'ै', 'उ', 'ख', ' ', 'ह', 'स', '्', 'प', 'न', 'ठ', 'थ', 'ु', 'ल', 'ज', 'ो', 'औ', 'क', 'छ', 'भ', 'ा', 'द', 'ि', 'ू', 'ड', 'र', 'त']"
5348024557502784_f400_chunk_13_subchunk_1_QC1_1_format_conversion.mp3,तो एजपेंटर मुझे यह लगता है कि मेरा मैंने जो भी आज तक चित्र बनाए हैं वो ज्यादातर आसमान और पहाड़ और,"['े', 'ट', 'म', 'ी', '़', 'य', 'ए', 'ब', 'ं', 'ै', 'च', ' ', 'ह', 'स', '्', 'प', 'न', 'आ', 'व', 'ु', 'झ', 'ज', 'ल', 'ो', 'औ', 'क', 'भ', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557502910_f242_chunk_12_subchunk_1_QC1_1_format_conversion.mp3,पृथ्वी के विभिन्न पहलुओं लों का महत्व समझने में मद की है,"['े', 'म', 'ी', 'ओ', 'ं', 'ै', ' ', 'ह', 'स', '्', 'प', 'न', 'ृ', 'थ', 'व', 'ु', 'झ', 'ल', 'ो', 'क', 'भ', 'ा', 'द', 'ि', 'त']"
5348024557502907_f252_chunk_0_subchunk_1_QC1_1_format_conversion.wav,रायगढ़ जिले में कई स्थानिक शिक्षा और अध्यापन के अवसर,"['े', 'म', '़', 'य', 'ं', 'श', 'ष', ' ', 'स', '्', 'प', 'न', 'अ', 'ढ', 'ई', 'थ', 'व', 'ज', 'ल', 'ध', 'औ', 'क', 'ा', 'ि', 'र', 'ग']"
5348024557503691_f1261_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,तीन,"['न', 'त', 'ी']"
5348024557502908_f494_chunk_3_subchunk_1_QC1_1_format_conversion.mp3,निर्माण जो है वो मराठा साम्राज्य के महानायक चतरपति शिवाजी महाराज ने किया था,"['े', 'म', 'ी', 'य', 'त', 'ै', 'श', 'च', ' ', 'ह', 'स', '्', 'प', 'न', 'ठ', 'थ', 'व', 'ज', 'ो', 'क', 'ा', 'ि', 'र', 'ण']"
5348024557502832_f226_chunk_2_subchunk_1_QC1_1_format_conversion.mp3,मिनटो पिंको,"['ट', 'क', 'म', 'ं', 'ि', ' ', 'प', 'न', 'ो']"
5348024557502832_f226_chunk_0_subchunk_1_QC1_1_format_conversion.wav,मेरा घर के पास पास लोगों का नाम है लकखी,"['े', 'ै', 'क', 'म', 'ी', 'ा', 'न', 'ख', ' ', 'घ', 'स', 'ह', 'र', 'ल', 'प', 'ं', 'ो', 'ग']"
5348024557503534_f354_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,ा पर अभी,"['अ', 'भ', 'ी', 'ा', ' ', 'र', 'प']"
5348024557503192_f254_chunk_5_subchunk_1_QC1_3_sample_rate_reduction.wav,बहुत अच्छा लगता है गाने के लिए उसलेँ,"['े', 'ए', 'ब', 'ै', 'उ', 'ँ', 'च', ' ', 'ह', 'स', '्', 'न', 'अ', 'ु', 'ल', 'क', 'छ', 'ा', 'ि', 'त', 'ग']"
5348024557503734_f1694_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मेरे उत्पाद के अरडर बायोटिक बायोआल्मंट आइक्रिम को दो पैकेट रंगीला क्रिेटिफ क्लेपेक से बदले,"['े', 'ट', 'म', 'ी', 'य', 'इ', 'ब', 'ं', 'ै', 'उ', ' ', 'स', 'फ', '्', 'प', 'अ', 'आ', 'ल', 'ो', 'क', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557503409_f30_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,न,['न']
5348024557503656_f273_chunk_11_subchunk_1_QC1_5_upsampling_simulation.wav,तो फिर वो कैसे वो उसे बाहर निकालता है कहसे वो एक क्राइम की दुनिया में फंस जाता है और आखिरकार वो कैसे वहाँ से निकलके एक अच्छी जिंदगी,"['े', 'म', 'ी', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'उ', 'ँ', 'च', 'ख', ' ', 'स', 'ह', 'फ', '्', 'न', 'अ', 'आ', 'व', 'ु', 'ल', 'ज', 'ो', 'औ', 'क', 'छ', 'ा', 'द', 'ि', 'र', 'त', 'ग']"
5348024557502897_f251_chunk_4_subchunk_1_QC1_1_format_conversion.mp3,जो महाराष्ट्र में पर्यटन और उद्योगों को बढ़ावा देने के लिए लिए महत्वपूर्ण हो सकता है इस विमान का नाम है सीहैरीय र जल और आकाश में यात्रा के लिए उपयुक्त होगा,"['े', 'ट', 'म', 'ी', '़', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'श', 'ष', 'उ', ' ', 'ह', 'स', '्', 'प', 'न', 'ढ', 'आ', 'व', 'ु', 'ज', 'ल', 'ो', 'ण', 'औ', 'क', 'ा', 'द', 'ि', 'ू', 'र', 'त', 'ग']"
5348024557503604_f750_chunk_24_subchunk_1_QC1_5_upsampling_simulation.wav,और वोह अगर किसी का बदे है और,"['अ', 'औ', 'े', 'क', 'ै', 'ी', 'ा', 'द', 'ि', 'व', ' ', 'ह', 'स', 'र', 'ब', 'ो', 'ग']"
5348024557503365_f365_chunk_7_subchunk_1_QC1_3_sample_rate_reduction.wav,ऑफरीहन ब्रॉइंग में तो उतना सिमेटरी नहीं आ जाता हैतो किसी भी छूल को यूज करके बिना जो भी फ्री हैन ब्रॉइग है वो मुझे बहुत प्रसंन है करने के लिए,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'उ', ' ', 'ह', 'स', 'फ', '्', 'ॉ', 'न', 'प', 'आ', 'व', 'ु', 'झ', 'ज', 'ल', 'ो', 'ऑ', 'क', 'भ', 'छ', 'ा', 'ि', 'ू', 'र', 'त', 'ग']"
5348024557503640_f503_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,मेरे हेयरफॉल बढ़ गए मेरे डैन्रफ बढ़ गए पता नहीं क्या हुआ लेकिन य तेल मेरे लिए बिल्कुल भी कोई काम नहीं किया,"['े', 'म', 'ी', '़', 'य', 'ए', 'ब', 'ं', 'ै', ' ', 'ह', 'फ', '्', 'प', 'ॉ', 'न', 'ढ', 'ई', 'आ', 'ु', 'ल', 'ो', 'क', 'भ', 'ा', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557503161_f1569_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या आप अपने ईपीएस को पंजीकृत मोबाइल नं्बर ँ शून्य पर भेजा गया छह अंगों का,"['े', 'म', 'ी', 'य', 'ए', 'इ', 'ब', 'ं', 'श', 'ँ', ' ', 'स', 'ह', '्', 'प', 'न', 'अ', 'ृ', 'ई', 'आ', 'ज', 'ल', 'ो', 'क', 'भ', 'छ', 'ा', 'ू', 'र', 'त', 'ग']"
5348024557503583_f464_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,जुलाई अक्टूबर दिसंबर,"['अ', 'ट', 'ई', 'क', 'र', 'ा', 'द', 'ि', 'ू', ' ', 'ु', 'स', 'ल', '्', 'ब', 'ं', 'ज']"
5348024557503560_f1925_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,क्या अगर बत्तियां किसी अन्य ब्रांड में उपलब्ध है,"['े', 'म', 'ी', 'य', 'ब', 'ं', 'ै', 'उ', ' ', 'स', 'ह', '्', 'प', 'न', 'अ', 'ल', 'ध', 'क', 'ा', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557502778_f403_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,भारत का जो पहनावा है जो फैशन है वो काफी साल में बहुत बदलता हुआ दिखाई देता है जैसे अमेरी,"['े', 'म', 'ी', 'ब', 'ं', 'ै', 'श', 'ख', ' ', 'ह', 'स', 'फ', 'प', 'न', 'अ', 'ई', 'आ', 'व', 'ु', 'ल', 'ज', 'ो', 'क', 'भ', 'ा', 'द', 'ि', 'र', 'त']"
5348024557503361_f113_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,आप पेंसु केचिंग स्री हैं्रॉइंग और अमंडाला पेंटिंग डॉट अपेंसिंग सब कुछ में मुझे ही बहुत शॉट है आ तो कोविद के टाइम में जब मुझे ज्यादा ठाई मिला था उस समय मैंने खेरला मेरल पेंटिंग भी सीखा था और मिनवा खर के कुरियन पेटिंग एक है और मिन्वा पेटिग के बारे भी मैंने,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'श', 'उ', 'च', 'ख', ' ', 'स', 'ह', '्', 'ॉ', 'प', 'न', 'अ', 'ई', 'आ', 'ठ', 'थ', 'व', 'ु', 'झ', 'ल', 'ज', 'ो', 'औ', 'क', 'छ', 'भ', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557502874_f1513_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,मेरे ईपीएफ खाते से यूएन नम्बर के ाथ सभी अस्वीकृत दावों की सूची बनाए,"['े', 'म', 'ी', 'य', 'ए', 'ब', 'ं', 'च', 'ख', ' ', 'स', 'फ', '्', 'प', 'न', 'अ', 'ृ', 'ई', 'थ', 'व', 'ो', 'क', 'भ', 'ा', 'द', 'ू', 'र', 'त']"
5348024557503141_f123_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,यह काफी बॉरग नहीं होगा जब भी आप उदास महसूस करें बस राप के आकाश में देखें और तो आपको खुश कर देंगे क्योंकि ये चीऐसी चीज है जो,"['े', 'म', 'ी', 'य', 'ब', 'ं', 'ै', 'श', 'उ', 'च', 'ख', ' ', 'ह', 'स', 'फ', 'ऐ', '्', 'ॉ', 'प', 'न', 'आ', 'ु', 'ज', 'ो', 'औ', 'क', 'भ', 'ा', 'द', 'ि', 'ू', 'र', 'त', 'ग']"
5348024557503604_f750_chunk_21_subchunk_1_QC1_5_upsampling_simulation.wav,तेल गर्म कर के उसके ऊपर से एकराव दोराव दोराउंड राउंन करके एक रोटी बनते उस सहम,"['े', 'ट', 'म', 'ी', 'ए', 'ब', 'ं', 'ऊ', 'उ', ' ', 'स', 'ह', '्', 'प', 'न', 'व', 'ल', 'ो', 'क', 'ा', 'द', 'ड', 'र', 'त', 'ग']"
