Filename,Transcription,Is_Devanagari
5348024557504242_f723_chunk_13_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,एक बहुत ही बहुत ही जल्दी आर आगे बढ़ता हुआ व्यापहारिक कें्द्र है,True
5348024557503847_f794_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,स्थानीय क्षेत्र में सबसे अच्छी दुकान,True
5348024557504576_f576_chunk_5_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,मेरा,True
5348024557504576_f576_chunk_6_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,पसंदीदा,True
5348024557503815_f497_chunk_1_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,मार्च स,True
5348024557504711_f1609_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,यह एस्ट्रोजन रिसेप्टर पॉजिटिव ट्यूमर में उपयोग के लिए डिजाइन किया गया था,True
5348024557504121_f220_chunk_12_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,जातिया जाति या जाति के आधार पर पैदभाव,True
5348024557503950_f359_chunk_3_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,समाचारपत्र भी कम बहुत ही कम लोग पढ़ा करते हैं तो,True
5348024557504175_f586_chunk_1_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,बहुत दूर ट्रेफल करते थे तो ऐसे दोटीन इफेंस में मैंने पार्टिसिपेट किया है और,True
5348024557503784_f1562_chunk_0_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,यह निर्धारित करने के लिए की कौन से कार्यक्रम और सम्मेलन आ रहे हैं सम्मेलन केंद्र के कैलेंडर की जाँच करे,True
5348024557504660_f1721_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,गीत का नाम खोलो,True
5348024557504677_f1728_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,बंद,True
5348024557504216_f972_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,पेड़,True
5348024557503893_f609_chunk_4_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,इसइन स्थानीय उद्योगों के विकास और विस्तार में स्थानीय सरकार केंद्र सरकारोंर उद्यमियों को मिलकर काम करने की आवश्यकता है,True
5348024557504081_f1380_chunk_0_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,क्या मुझे अन्यों प्रकार की सख्नियाँ मिल सकती हैं,True
5348024557504585_f333_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,मेरे राज्य में प्राकृतिक संसाधनों की भहौतायत तो नहीं है परनतु,True
5348024557503765_f215_chunk_62_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,अपना कदम आगे बढ़ रहा बड़ा रहा है और अपना साथ दे रहे,True
5348024557503941_f706_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,ं एक बहुत ही सामान्य आदमी इसलिए मेरा माँ पड़ा उपलब्धि या जीवन में रहा नहीं ही है,True
5348024557504703_f634_chunk_7_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,रेंज करना है इसरैसे थुरबऔर एजुकेशनल टाइप का जो गेम्स होते है वो मैंने किसी किसी बच्चे को मैंने खेलते हुए देखा है बाकी,True
5348024557504069_f491_chunk_0_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,ठेराके के लिए मेरी सबसे अच्छी जगह मेरे गाँव की नदी है जब छुत्ती होती है तो हम तेराके के लिए जाते है मेरे गांव में दो नदियाँ है नदी का पानी बिल्कुल साप है,True
5348024557503765_f215_chunk_16_subchunk_1_QC1_3_sample_rate_reduction_temp.wav,और हिन्दी भाषा को संदर्षन करने के लिए कुछ कुछ संस्था और कुछ कुछ,True
5348024557504790_f1291_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,पेड़,True
5348024557503933_f704_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,दार्जिलिंग कलेमपोंग,True
5348024557504221_f167_chunk_3_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,जबकि हमारे देश को हमारे देश का संविधान मिला,True
5348024557504161_f468_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,ये जो मेरा फोन है पोकोएक्सट्री ये बहुत भरिया है ओवरअल फोन के परफॉर्मेंस भी काफी अच्छे है औरनलफोन का हाईलाइट ही यही है कि इस फोन का परफॉर्मेंस बहुत अच्छा है,True
5348024557503883_f40_chunk_11_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,और एक बात है जो सीरीज की मुझे बहुत अच्छी लगी वो ये है कि इसमें कोई भी नाकारात्मक कैरेक्टर नहीं है जो इस कहानी को और भी हास बनाता है,True
5348024557503765_f215_chunk_30_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,लोगों उनको हिं्दी भाषा में भोलने के लिए एक्स्टमपूर करने के लि और हिन्दी भाषा केए आइंटर ा जो इंटेत हे उसके लिए,True
5348024557503779_f45_chunk_8_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,पी आतमी हो या लड़की हो जो भी हो वह सभी लोक जा गीेदो जब निकलानी करतेह तो दिखे ने तो मजा,True
5348024557503883_f40_chunk_7_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,अद्वित रूप पसंद है धायह धारावाहिक,True
5348024557503765_f215_chunk_3_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,विकास करते थे पहले ाअभीउतना आदमी उतना भारतबात से उतना ध्यानउसमें नहीं,True
5348024557503765_f215_chunk_12_subchunk_1_QC1_3_sample_rate_reduction_temp.wav,फर्स्ट लैंग्वेश के रूप में फर्स्टलैंग के रूप में पढ़ाया जाता है,True
5348024557504178_f138_chunk_7_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,साथ देंगे क्योंकि ऐसा नहीं है कि मेरी फैमिली में मै ही बहुत अच्छा कुक्कू मेरे फादर जो है वो भी बहुत अच्छा खाना बनाते हैं मेरे दादी ही बहुत अच्छा खाना बनाते है,True
5348024557504290_f187_chunk_2_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,परी भी नहीं है ोफिर भी मैं र मेरी वो एमे करने की जो मेरे ा छपना था ड्रीम था,True
5348024557504144_f934_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,क्या मुझे पिछले चौबीस घंटे में किसी से नौहजार रुपये से अधिक मिले थे,True
5348024557504175_f586_chunk_3_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,और काफी मतलब फर्स्ट हैं एक्सपीरियंस हमें होता था उन सब चीज़ों के बारे में और अब,True
5348024557503773_f376_chunk_11_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,कितने अच्छी हैकी दशच्चे है हो तो,True
5348024557503814_f256_chunk_5_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,कुछ भी अगर शाण चमऱा से खींचा जा इतना ज्यादा मेकअप डल देता है उसे तो उसका और इजनालिकी छोड़ासा पोडा खराब हो जाता है,True
5348024557504178_f138_chunk_4_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,चीजे ऐसे एलाइन नहीं हुए हां लेकिन कभी अगर मौका मिले तो मैं डेफिनेटली एक प्रोफेशनल चेफ बना चाहुंगा अप ना एक रेस्टोरेंट औ,True
5348024557504549_f1889_chunk_0_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,मुझे बताए कि आरबीएल बैंक में कई बैंक खातों को कैसे लिंक करें और मेरे अपने खातों के बीच पैसे कैसे ट्रांसफर करें,True
5348024557504242_f723_chunk_25_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,एक अच्छी सोशियल प्रैक्टिसिस यहाँ पर है ऐसा कह सकते हैं,True
5348024557504121_f220_chunk_18_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,कई ग्रामीण क्षेत्रों में बच्चे को खाम करने की आवश्यकता होती है जिसे उनके परिवारों को आर्थिक आर्थिक सहायता मिलती हैाँ इसके कारण उन्हें शिक्षा के लिए स्कूल नहीं भेजा सकते हैं,True
5348024557503876_f211_chunk_2_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,अरए,True
5348024557504231_f731_chunk_1_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,अलगअलग पसंद अपने अपने लोगों की हो सकती है कई लोग ऐसे है जोकि कुत्ते को या बिल्ली को या,True
5348024557503941_f706_chunk_1_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,,False
5348024557503790_f1524_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,सूची में किराना शामिल करो,True
5348024557504400_f142_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,भारत चाइना ऑस्ट्रेलिया सिंगापुर कनाडा,True
5348024557504641_f81_chunk_2_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,कहानी होता है मैं उन लोगों को देखके उन लोगों से इंस्पायर होके अपना कहानी या अपने जो राइटर से वो लिखता हूँं और,True
5348024557504596_f1477_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,भारतीय उपामहाद्वीप की कुछ सबसे पुरानी छत्तामं गुामे मोलेम और अनमूर के बीच कर्नाटक गोवासीमा पर पाई जाती है,True
5348024557503892_f212_chunk_7_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,की तंगी हुई यह भूकंप पंजाब क्षेत्र की ऐतिहासिक,True
5348024557504590_f334_chunk_1_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,खेती मुख्यतः रतुओ के आधार पर अलगअलग होती है परन्तु फिर भी चावल बाजरा और गेहूँ यहाँ की मुख्य फसलें हैं,True
5348024557504765_f395_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,ह स्कूल में ड्रॉइंग और पेंटिंग भी एक सब्जेक्ट था आ उनदिनों हमारे टीचर्स हमसे तरहतरह की ड्रॉइंग्स और पेंटिंग्स बना लेते थे ऑप्जेक ड्रॉइन होता था असीगरी ड्रॉइन होता था,True
5348024557504266_f1248_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,मुझे जिल्ला बेगूसराई मेतिकाकरण केंड्र देखना है जहाँ बस्टर डॉस उपलब्ध है,True
5348024557504545_f1892_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,कॉंशयस फूड गोल्डन शुगर जिसका मूल्य तीन सौ रुपये है जोड़े,True
5348024557504006_f171_chunk_3_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,सरकारी,True
5348024557503883_f40_chunk_2_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,ये उसी पर आधारित है उनकी कठिनाइयों और सामाजिक परिस्थितियों के बावजूद वह अपने अद्वित्तीय ब्रेन को प्रभाव को,True
5348024557504662_f1722_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,सीफ हार्वेस्ट में छूट वाली वस्तुओं की सूची बनाए,True
5348024557504484_f1732_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,बैठक से पहले चेतावनी दे,True
5348024557504407_f144_chunk_1_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,बारिश के मौसम में मुझे पानी का इस्तेमाल कम करना होगा,True
5348024557504161_f468_chunk_2_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,थोड़ा ्रेन ज्यादा होता है लेकिन ओवरॉल बहुत बरिया है यह फोन,True
5348024557504121_f220_chunk_1_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,मुक पहलों में शामिल है जैसकि सरकार ने ग्रामीण कैट्रों के सरकारी स्कूलों की संख्या बढ़ाए और उनकी गोनपत्ता में सूटा किया है इसके लिए शिक्षकों की भर्ती शिक्षा सुविधाओं की सुधार औ शिक्षा प्रदान करने के तरीका इनथारेहों का विकास किया जा रहा है,True
5348024557504754_f596_chunk_1_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,पीपल टू पीपल भी कुछ समझौते हो गे हैं,True
5348024557504613_f1664_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,क्या पीनकोर चारचार चापाँच दोदो वाले इलाके के पास कोई ईएसआईसी केंद्र प्रकार कर्मचारे राज्य बीमा औषधालय है,True
5348024557503779_f45_chunk_1_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,हाँ हॉविश और रुचि का पाठ नहीं है औ मेरा शोक नहीं है रॉकलानिंग करने का अतारा रिक्ष लगता है मसे,True
5348024557504706_f525_chunk_5_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,तो फिर हम लोग सबसे पहले उसको,True
5348024557503779_f45_chunk_9_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,हाँ जतए अपना अपना सौपेऔ दराकलमी का न याना करना मेरा वो शौ का बात नहीं है,True
5348024557504761_f404_chunk_7_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,पिकलिए बहुत सावधानतापूर्वक सोशल मीडिया का यूज होना चाहिए ऐसा मुझे लगता है,True
5348024557504010_f170_chunk_3_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,मेरे आस पड़ोस में काफी सारे ऐसे जनजातियां हैं गोवा की जनजातियां जो काफी सालों से गोवा में रह रहे हैं और खास करके इनकी आबादी शहरी भागों में भी,True
5348024557503765_f215_chunk_43_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,ऐसे ही जो फोट स जोभारतबासी जो अपना सेत दो हीर हिन्दी भाषा के लिए तो सचेत नागारीक सरेत नागारिक पऐसा और और भी अब कुछ प्रमोट कर रहा है और भी और,True
5348024557504291_f189_chunk_12_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,हां वो दो आइटम हमने बनाया था कि कयों वो दो आइटंस स हमारे प्रिंसे बल ने बहुत कारेस क्या था तो व यह एपे मुज है या,True
5348024557503765_f215_chunk_60_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,कार्यक्रम हो जो भी जो भी वो कार्या जोभी स्टेप चाल रहा है यह शतक नागरिक उसमें इनबल् होके,True
5348024557504041_f1440_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,फैसला,True
5348024557504100_f1384_chunk_0_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,बड,True
5348024557503765_f215_chunk_27_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,महाराष्ट्रीय भाषा होने की वजह से आँम वो राष्ट्रीय भाषा नहीं लिख सकती है अपना,True
5348024557504605_f1484_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,डेरी आटेम कब डिलीवर होंगे,True
5348024557504754_f596_chunk_8_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,माइक्रोन टेक्नोलॉजीज है वो भारत में एठ हंड्रेड मिलियन डॉलर्स इन्वेस्ट करने वालिए सेमी कंडक्टर्स एसेमली के लिए जो फैसिलिटी गुजरात में बन रही हैं ये पीपीपीडील है,True
5348024557503773_f376_chunk_15_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,टैक्स भी बुजाना पड़ता है जो उसका शरी जो ंट्रेस होता ए उसलोन का इंटरस्प्री धीरे धीरे दाना पड़ता है उसे सुना ोँ,True
5348024557504085_f1382_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,मेरे ओलामानी से सिद्धांठ मावएकऔर फासचऔ रुपे का भुगतान करे,True
5348024557504663_f1605_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,जल्दी करें धामपुर ग्रीन सफेद चीनी जल्द ही खत्म होने वाली है,True
5348024557504083_f1381_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,क्या ये मेकअप आइटम्स किसी अन्य ब्रांड में उपलब्ध है,True
5348024557504592_f578_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,चित्रकारी में चित्रकार जब कोई रचना करता ै तो उसका निश्चित ही कोई अर्थ उसके मस्तिष्ट में होता है जिसे वह कैनवास पर अपने रंगों और आकृतियों से उभारने का प्रयास करता है,True
5348024557504289_f191_chunk_8_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,तरफ खुशी मिलती है,True
5348024557504291_f189_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,अ मैंने अस्तक ऐसर कोई को किं अकला कै और वक्सो एटेन नहीं किया हा लेकिन जअपने बॉ को मैं धीरेट कर रहा था तब मैंने,True
5348024557503815_f497_chunk_4_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,सप्तम्बर,True
5348024557503950_f359_chunk_5_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,यह ही इस तरीके का है कि,True
5348024557503765_f215_chunk_32_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,मैं ए ने जेनरेशन का जो लोग है वलोग उसे हिन्दी भाषा से प्रभावी आँपर जाता है और हिन्दी भाषा को ी प्रमट करने लिए कुछ कुछ चली तरह कुछ कुछ छ अचालती तर एक उन कुछ कुछ,True
5348024557503976_f2076_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,आपका एमपीन मोबाइल नंबर के लिए अमान्य है,True
5348024557503765_f215_chunk_39_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,बड़ेबड़े प्रोग्राम स्नेह है अंगजीश अग्रीज़ के उन,True
5348024557503876_f211_chunk_3_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,अश्विनी,True
5348024557503913_f1036_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,चार हजार रुपये मेरे डिफॉल्ट मूवीक्विक खाते से मेरे अन्य लिंक किए गए खाते में ट्रांसफर करे,True
5348024557504009_f727_chunk_3_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,और दुर्बल लोगों उनको ज्यादा से ज्यादा सुरक्षा और सहायता प्रदान करें,True
5348024557504178_f138_chunk_1_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,कुग बना चाहता हू एक चैफ बना चाहता हूँ तो उनलोग वोलोग बहुत मतलब ऐसे रिएक्ट नहीं करेंगे सरप्राइज नहीं होंगे उस बातचे मैंने कभी ऐसा बताया नहीं लेकिन हाँ सोचा बहुत है मैं और,True
5348024557503765_f215_chunk_14_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,अर हायर क्लास उच्च क्लास बहुत ा खआख शिक्षा लेना हो तो हिं्दी भाषा में,True
5348024557504710_f635_chunk_8_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,अगर एक एडवेटाइज मैंनसकहूँ जॉ बुहाती मुझे क्रिएटिव,True
5348024557503946_f358_chunk_9_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,कोनिकल सफद देत फोटूल्ट लॉब इंद टाइम ऑफ कॉलेरा ऑटोमपैट्यॉक ये किताबें हमको बहुत ही अच्छा लगता है,True
5348024557503765_f215_chunk_50_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,कोकोर ट्रांस्लेट कर सकते हैं अगर हम लोगको मिन्दी भाषा क्सी नहीं लगे तो कभीकभी हिन्द से हि्दीया ट्रांसलेशन भी गुबलभ ही हो जाता है और,True
5348024557504240_f684_chunk_3_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,जैसेकि उसमें सबसे ज्यादा बातें जो फ्रंटलाइन पे वगैरे पर होती हैं वो,True
5348024557503892_f212_chunk_6_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,भूकंप ने बड़े ही तापमान वाले क्षेत्रों में भी दुष्प्रभाव दिखायए जिसे लोगों की जीवनशैली प्रभावित हुई और सामाजिक आर्थिक,True
5348024557504175_f586_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,हमने बाइकिंग इवेंस में पार्टिसिपेत किया था जहाँ पे हकंपनी प्रोवाइडेड बाइक्स को लेकर,True
5348024557503892_f212_chunk_8_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,में एक अहम घटना रही और इसमे कई संबंधित,True
5348024557504593_f332_chunk_1_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,दर्ज किया गया इसे बहुत निछले इलाकों में बाढ़ के हालात बन गए है और बहुत से लोगों को अपने जानमाल का नुकसान उठाना पड़ा है,True
5348024557504411_f143_chunk_4_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,तो इसलिए जो छोटे जो फार्मर होते हैं,True
5348024557504530_f532_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,पश्चिम बंगाल में खासकर की आप दार्जिलिंग और ऊपर साइट में दार्जिलिंग व कानचंद जाँगा वहाँ पे आप ट्रेकिंग कर सकते हो उसके बाद जो एकदम नीचे है अदिखा,True
5348024557504765_f395_chunk_2_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,फेक नदी बैती थी और उसमें क छोटी बोट रहती थे बाकी सब हरियाली ऐसाएक टिपिकल असीम जॉमसे औड्रॉ करके पेंटिंग बना लेते थे,True
5348024557504761_f404_chunk_6_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,कयोंकि आजकल तरहतरह के स्कैम्स अ सोशल मीडिया के जरिे से होते हुए दिखाई देते हैं,True
5348024557504242_f723_chunk_30_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,सबसे ज्यादा मजाज हमें मुस्लिम सं्प्रदाय से मिलती है हमारा एक काइक फेस्टिवल पतंग उत्सव से कहते है,True
5348024557504779_f1147_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,मैप्रोबाली वॉटर और कैबिनस मिक्षेक दिए गए मेरे उत्पादों की डिलीवरी समय से दो घंटे देर से आे हैं,True
5348024557503765_f215_chunk_20_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,हाँतरा कुछ हाँ पुरस्कार भी देते थे देते है ऐसा जो कम्बरेशन की वजह से आज स्टूडेंट् जो विद्यार्थियों को,True
