Filename,Transcription,LLM_Score,Evaluation_Comment
5348024557509055_f95_chunk_5_subchunk_1.wav,त<b></b>ो वह एक अल[STAR#$%T]ग ही अनुभव होता है,0,Contains non-Hindi characters or other language detected
5348024557509055_f95_chunk_6_subchunk_1.wav,यह bilkul गलत है।।हम वह है हुआ दिया जो में,0,Contains non-Hindi characters or other language detected
5348024557509055_f95_chunk_7_subchunk_1.wav,कल्पना करते हैं,7,Short but meaningful sentence
5348024557509055_f95_chunk_8_subchunk_1.wav,और पुस्तक हाथ में होता,5,"No common verbs detected, partial meaning"
5348024557509055_f95_chunk_9_subchunk_1.wav,लेकिन जब हम ई-बुक [E-Book] पढ़ते हैं तो हम एक मौबाइल [Mobile] फ़ौन [Phone] या कम्प्यूटर [Computer] स्क्रिन [Screen],0,Contains non-Hindi characters or other language detected
5348024557509056_f542_chunk_0_subchunk_1.wav,मुझे गाना सुनना बहुत पसंद है गाना सुनकर उसके बोल याद रख कर फिर उस गाने को गुनगुनाना मुझे बहुत पसंद #$%है इस मैं तो ज़्या</b>दा[START]तर हिंदी सिनेमा स<b>िनेमा के गाने और भजन गाना पसंद करती हूँ एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509056_f542_chunk_1_subchunk_1.wav,ज़्यादातर</b> मैं जब रसोई करत[START]ी हूँ तो मै<b>ं भजन गाना पसंद करती हूँ उस समय मैं,0,Contains non-Hindi characters or other language detected
5348024557509056_f542_chunk_2_subchunk_1.wav,हैं बोल उसके है पसंद बहुत मुझे वह है भजन एक का जी जगन्नाथ हूँ करती पसंद बहुत,9,Fluent and meaningful sentence
5348024557509056_f542_chunk_3_subchunk_1.wav,हे परम पिता हे परम गुरु यह बोल वा#$%ला गाना मुझे बहुत पसंद है मैं यह गाना jb गाती हूँ तो mujhe ऐसा लगता है जैसे कि प्रभु jgn</b>nath मेरे पास hain और [<b>START]मेरे सारी परेशानी वह दूर करेंगे एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509056_f542_chunk_4_subchunk_1.wav,फिर जब मैं बहुत khush होती हूँ तब मैं पुराने हिंदी गाने गाना बहुत पसंद करती हूँ वह gungunane से मुझे बहुत अच्छा लगता है,0,Contains non-Hindi characters or other language detected
5348024557509061_f543_chunk_0_subchunk_1.wav,ओडिसा भा#$%रत के पूर्व में <b>एक रा</b>ज्य[START] है,0,Contains non-Hindi characters or other language detected
5348024557509061_f543_chunk_10_subchunk_1.wav,लेकिन उड़ीसा में इतना बहुत बड़ा system हादसा नहीं हुआ की इस,0,Contains non-Hindi characters or other language detected
5348024557509061_f543_chunk_1_subchunk_1.wav,के पूर्व बंगा[STA<b>RT]ल kee खाड़ी है यहाँ चार</b> सौ पचास किलोमीटर की समुद्र #$%तट,0,Contains non-Hindi characters or other language detected
5348024557509061_f543_chunk_2_subchunk_1.wav,क#$%</b>ी[START] खा<b>ड़ी,0,Contains non-Hindi characters or other language detected
5348024557509061_f543_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।हैं,5,"No common verbs detected, partial meaning"
5348024557509061_f543_chunk_4_subchunk_1.wav,यह बिल्कुल गलत है।।था गया बदल भूग</b>ोल का तटरेखा इसकी था हुआ प्रभावित में मा[START]त्रा अधिक बहुत उड़ीसा जिसस#$%े था आया हैं बोलते बोलते <b>साइक्लोन सुपर हम जिसे तूफान चक्रवाती भयंकर एक पर यहाँ में निन्यानवे सौ उन्नीस,0,Contains non-Hindi characters or other language detected
5348024557509061_f543_chunk_5_subchunk_1.wav,सारे गाँव बाढ़ में डूब गए थे बहुत ds hज़ar for example से अधिक लोगों की,0,Contains non-Hindi characters or other language detected
5348024557509061_f543_chunk_6_subchunk_1.wav,इसके अलावा उड़ीसा में बहुत [uhh] और भी बहुत चक्रवाती तूफान आते हैं जिससे इसका तटवर्ती इलाका तट में रहने वाले ज़िले बहुत प्रभावित होते हैं,0,Contains non-Hindi characters or other language detected
5348024557509061_f543_chunk_7_subchunk_1.wav,उड़ीसा में बहुत सारी नदियाँ हैं प्रमुख नदियों में,7,Short but meaningful sentence
5348024557509061_f543_chunk_8_subchunk_1.wav,और भी ब्राह्मणी बहुत सारी नदियाँ हैं इस नदियों में,7,Short but meaningful sentence
5348024557509061_f543_chunk_9_subchunk_1.wav,यह बिल्कुल गलत है।।हैं जाते ज[START]ाते आ men चपेट,0,Contains non-Hindi characters or other language detected
5348024557509070_f1276_chunk_0_subchunk_1.wav,ब</b>िल्कुल गलत है।।चाहिए होनी शामिल भी जानकारी क[START]ी krne सम्पर्क आपसे साथ-साथ,0,Contains non-Hindi characters or other language detected
5348024557509071_f1142_chunk_0_subchunk_1.wav,बात सही एकदम थे भी during मज़ेदार बहुत साथ ही साथ और थे व्यक्ति सम्मानित वे और थी इतनी में।यह बिल्कुल गलत है।,0,Contains non-Hindi characters or other language detected
5348024557509072_f773_chunk_0_subchunk_1.wav,suprbhat क्या चल रहा रहा,0,Contains non-Hindi characters or other language detected
5348024557509073_f1091_chunk_0_subchunk_1.wav,आज कौन सा सप्ताह,5,"No common verbs detected, partial meaning"
5348024557509078_f1616_chunk_0_subchunk_1.wav,क्षमा<b> करें आपके kart [C</b>art] आइटम्स [Items] में बिग [Big] सैम्स [Sam's] फ़्रोजन [F#$%rozen] प्रॉन्स [Prawns] भंडार men नहीं [START]है एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509079_f1271_chunk_0_subchunk_1.wav,क्या मैं अपनी #$%डिलीवरी तारीख को उ<b>न्नीस बारह</b> दो हज़ार बीस से सोलह एक दो हज़ार इक्कीस [START]में बदल सकता हूँ एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509080_f1272_chunk_0_subchunk_1.wav,मैं अपने सैंट्रल [Central] बेंक [Bank] ऑफ़ [Of] इंडीया [India] खाते में अधिकतम कितनी राशि राशि निकाल सकता हूँ एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509081_f1273_chunk_0_subchunk_1.wav,जोड़ से[START] खा#$%ते baink बै</b>ंक कैनरा मेरे रुपये सौ छः में वॉ<b>लेट system मनी जियो मेरे आप।यह bilkul गलत है। एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509085_f1275_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ skta कर [Check] चेक विवरण ke खाते [Y] वाई [P] पि [A] ए अपने से मदद kee चार aath पाँच दो पाँच तीन आठ तीन सात नौ सात छः [Number] नम्बर [N] एन [A] ए [R] आर [P] पि मैं क्या,0,Contains non-Hindi characters or other language detected
5348024557509087_f1274_chunk_0_subchunk_1.wav,ई [E] एस [S] aaee [I] सी [C] केंद्र dhoondh़e जो पीन [PIN] kod [Code] चार चार दो तीन,0,Contains non-Hindi characters or other language detected
5348024557509088_f1143_chunk_0_subchunk_1.wav,,0,Empty transcription
5348024557509091_f1280_chunk_0_subchunk_1.wav,,0,Empty transcription
5348024557509104_f18_chunk_0_subchunk_1.wav,कर्नाटक महाराष्ट्र please please note पंजाब,0,Contains non-Hindi characters or other language detected
5348024557509104_f18_chunk_1_subchunk_1.wav,for,0,Contains non-Hindi characters or other language detected
5348024557509104_f18_chunk_2_subchunk_1.wav,,0,Empty transcription
5348024557509104_f18_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।</b>[START]बि<b>#$%हार,0,Contains non-Hindi characters or other language detected
5348024557509104_f18_chunk_4_subchunk_1.wav,bilkul है। एकदम,0,Contains non-Hindi characters or other language detected
5348024557509106_f17_chunk_0_subchunk_1.wav,लंडन लंडन ओंटारिओ,5,"No common verbs detected, partial meaning"
5348024557509112_f604_chunk_0_subchunk_1.wav,तो जब मैंने अपना पहला गाना गाया था तो मैं जहाँ पर पढ़ने जाता था एक अपनी,9,Fluent and meaningful sentence
5348024557509112_f604_chunk_1_subchunk_1.wav,तो मैं काफ़ी डरा हुआ था नर्वसनेस [Nervousness] का माहौल बना हुआ था मेरे हाथ बहुत ही ज़्यादा दुखते थे क्योंकि क्योंकि जो गिटार [Guitar] की तारें थीं वह बहुत ही ज़्यादा पैनफुल [Painful] थीं,0,Contains non-Hindi characters or other language detected
5348024557509112_f604_chunk_2_subchunk_1.wav,तो जब मैंने फर्स्ट टाइम ऐसे गाना ग[START]ाया तो वह प<b>ेन कर रहा था और नर्वसनेस भी थी चालीस से,0,Contains non-Hindi characters or other language detected
5348024557509112_f604_chunk_3_subchunk_1.wav,तो इससे मुझे बहुत कुछ सीखने को mila था जिससे huaa क्या कि उस ऑडीयंस [Audience] ने मुझे सपोर्ट [Support] किया था वह बहुत ही ज़्यादा अच्छी सपौर्टीव [Supportive] ऑdeeyns [Audience] थी किसी ने भी मुझे बुरा फिल [Feel] करवाने की कोशिश नहीं की जबकि सबको पता लग चुका tha कि main गलत जा रहा हूँ,0,Contains non-Hindi characters or other language detected
5348024557509112_f604_chunk_4_subchunk_1.wav,इसके अलावा अलावा मैंने अपने आप को डेलि [Daily] अपने आप को इम्प्रुव [Improve] किया कुछ न कुछ करता गया छोटे-छोटे स्टैप [Step] लेता गया और अब जो यह नर्वसनैस [Nervousness] है इसको मैं ख़त्म कर रहा हूँ होली होली,0,Contains non-Hindi characters or other language detected
5348024557509112_f604_chunk_5_subchunk_1.wav,तो खत्म करने के लिए मैंने कुछ स्टेप्स लिए वह क्या था कि कॉलेज में jaise छोटे छोटे brthdej़ के इवेंट्स होते थे main मैंने उसमें गाना गाना शुरू कर दिया,0,Contains non-Hindi characters or other language detected
5348024557509112_f604_chunk_6_subchunk_1.wav,तो जैसे-जैसे मैंने पचास साठ इवेंट [Event] किए,0,Contains non-Hindi characters or other language detected
5348024557509114_f202_chunk_0_subchunk_1.wav,अगर मुझे कोई ऐसा टॉपिक [Topic] लिखना होगा तो मैं फाइनेंसेस [Finances] पर लिखूंगा क्योंकी [inhaling] हमारे भारत क्षेत्र में आज भी लोग [uhh] बचत,0,Contains non-Hindi characters or other language detected
5348024557509115_f194_chunk_0_subchunk_1.wav,सके जा किया प्रचलित इसको में भर दुनिया पूरी ताकि हूँ देता लिख में ब्लॉग्स कभी हूँ देता लिख में डायरी जैसे हूँ करता पसंद लिखना में में for example माध्यम अलग अलग किसी न किसी हूँ देता लिख मैं उसको है होता किया कुछ भी जो मैंने में दिनचर्या दिन लिए के करने मैनज इसको हूँ करता पसंद ऐक्चवली लिखना please note साथ साथ के for example ऑफ़िस अपने मैं।यह बिल्कुल गलत है।,0,Contains non-Hindi characters or other language detected
5348024557509120_f601_chunk_0_subchunk_1.wav,हमारे डीस्ट्रिक्ट [District] में बहुत सारे जो समस्याएँ हैं वह जो ग्रौथ [Growth] के लिए आती हैं जैसे कि पहली समस्या जो मुझे लगती है कि [uhh] during नॉलैज [Knowledge],0,Contains non-Hindi characters or other language detected
5348024557509120_f601_chunk_1_subchunk_1.wav,सारे लोगो को यह नोलेज [Knowledge] ही नहीं है,0,Contains non-Hindi characters or other language detected
5348024557509120_f601_chunk_2_subchunk_1.wav,अब सवाल यह पैदा होता है की यह इन्वेस्टमेंट जो during है इन्फ्रास्ट्रक्चर में कैसे इफ़ेक्ट करता है एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509120_f601_chunk_3_subchunk_1.wav,यह सारा का सारा जो प्रोस#$%ेस है वह please note इन्वेस्टमेंट का ही है अगर हमार[START]ी ज</b>ो नई जनरेशन है वह इन्वेस्टमेंट <b>को सही तरीके से कर सकती है तो उसे जो रिटर्न है वह अच्छा बनेगा,0,Contains non-Hindi characters or other language detected
5348024557509120_f601_chunk_4_subchunk_1.wav,जो पहले सबसे हमें तो हैं सकते सकते lga पर उस है [Development] डैवलपमेंट [Infrastr<b>ucture] इन्फ्रास्ट्रक्चर के [Area] एरिया,0,Contains non-Hindi characters or other language detected
5348024557509120_f601_chunk_5_subchunk_1.wav,[Knowledge] होनी चाहिए वह हमें इकोनॉमि [Economy] की होनी चाहिए इकोनॉमि [Economy] hmare देश की chltee कैसे है क्या चल रहा है कैसे स्टॉक [Stock],0,Contains non-Hindi characters or other language detected
5348024557509120_f601_chunk_6_subchunk_1.wav,हम आम लोगों को भी इन चीज़ों के बारे में जागरूक होना पड़ेगा तभी हम एक अच्छी इन्वैस्टमैंट [Investment] कर सकते हैं,0,Contains non-Hindi characters or other language detected
5348024557509120_f601_chunk_7_subchunk_1.wav,और जब हम एक अच्छी इन्वैस्टमेंट [Investment] कर पाएंगे हम एक अच्छा रीटर्न [Return] ऑन [On] केपिटल [Capital] बना सकते हैं,0,Contains non-Hindi characters or other language detected
5348024557509120_f601_chunk_8_subchunk_1.wav,जब एक आर [R] ओ [O] ई [E] अच्छा होगा तो हम उस पैसे को ऑटौमेटीकली [Automatically] एक अच्छा इन्फ्रास्ट्रक्चर [Infrastructure] डेवलप [Develop] करने के लिए लगा सकते हैं जिसके कारण जो हमारा जो इकोनॉमिकल [Economical] है सीचुएशन [Situation] सोशल [Social] इन्वायरमेंटल [Environmental] और पॉलिटिकल जो सीचुएशन [Situation] है [inhaling] वह ग्रोथ [Growth] की जो दिशा में आगे जा सकती है,0,Contains non-Hindi characters or other language detected
5348024557509121_f19_chunk_0_subchunk_1.wav,हमारे डिस्ट्रिक्ट में वैसे तो बहुत sare मौसम पाए जाते हैं ज#$%ैसे kee एक बरसात ऋतु है जहाँ प<b>र बहुत सारी बारिश होती ह</b>ै एक गर्मी ऋतु है यहाँ पर बहुत ही ज़्यादा ज़्यादा गर्मी,0,Contains non-Hindi characters or other language detected
5348024557509121_f19_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।है बात सही एकदम </b>है होती महसूस example for कम गर्मी#$% note please हमें है जो कारण उसके और हैं होते हल्के हैं होत[START]े लाइट कि जो हैं डालते कपड़े के सूती है जो जो हम में ऋतुओं की गर्मी जैसे है रहता बदलता वह<b> है पहनावा जो हमारा है पान खान जो हमारा कारण के ऋतुओं इस अब तो,0,Contains non-Hindi characters or other language detected
5348024557509121_f19_chunk_2_subchunk_1.wav,यह बिल्कुल गलत है।।है बात सही एकदम हैं खाते चीज़ें ठंडी [Mostly] मौस्टलि हम तो है करता नहीं भी मन का खाने बार बहुत हमें हमें में ऋतु की गर्मी और है होता during [Light] लाइट भी वह हैं खाते खाना हम जो पर [Time] टाइम उस और,0,Contains non-Hindi characters or other language detected
5348024557509126_f1029_chunk_0_subchunk_1.wav,ऊष्ण होती हैं और तापमान चालीस डि[START]ग्री स<b>ेल्सियस</b> तक#$% तक system bdh़ जाता,0,Contains non-Hindi characters or other language detected
5348024557509129_f1168_chunk_0_subchunk_1.wav,note प<b>श्चिम बंगाल की दो[START] सबसे ऊँची चोटियाँ संदकफू और फालूट,0,Contains non-Hindi characters or other language detected
5348024557509131_f1355_chunk_0_subchunk_1.wav,कृपया मेरी सूची,5,"No common verbs detected, partial meaning"
5348024557509132_f1354_chunk_0_subchunk_1.wav,कृपय#$%ा मुझे वज़[START]ीर का त<b>ेरे बिन</b> सुनाओ,0,Contains non-Hindi characters or other language detected
5348024557509134_f803_chunk_0_subchunk_1.wav,क्या न#$%ब्बे न#$%ब्बे प्रतिशत<b> छूट सभी डिटर्जेंट,0,Contains non-Hindi characters or other language detected
5348024557509137_f1353_chunk_0_subchunk_1.wav,नरिश [Nourish] ऑर्गेनीक्स [Organics] [Organics] during हनि [Honey] रौस्टेड [Roasted] [Cashews] को पाँच botl मौजौको [Mojoco] कौकोनट [Coconut] panee टेट्रा [Tetra] पैक [pack] से बदलना चाहता,0,Contains non-Hindi characters or other language detected
5348024557509138_f1051_chunk_0_subchunk_1.wav,क्या मैं अपने गोल्ड [Gold] लोन [Loan] को डी [D] सि [C] बि [B] बैंक [Bank] पर अमैजौन [Amazon] पै [Pay] के माध्यम से वापस भुगतान कर सकता हूँ,0,Contains non-Hindi characters or other language detected
5348024557509141_f1356_chunk_0_subchunk_1.wav,क्या आप इस क्यू [Q] आर [R] कोड [Code] को स्केन [Scan] कर सकते हैं और मेरे यस [Yes] बैंक [Bank] खाते को प्रमाणित कर सकते हैं एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509142_f1031_chunk_0_subchunk_1.wav,हरियाणा में दू<b>सरी डौज़ [Dose],0,Contains non-Hindi characters or other language detected
5348024557509149_f1169_chunk_0_subchunk_1.wav,असहमत,2,Too short to be meaningful
5348024557509154_f804_chunk_0_subchunk_1.wav,,0,Empty transcription
5348024557509156_f46_chunk_0_subchunk_1.wav,का upyog मेरे लिए for example एक सकारात्मक अनुभव रहा है यह मुझे अवसर प्रदान करता है ki मैं अपने विचारों को शब्दों में रूपांतरित कर सकूँ और विभिन्न क्षेत्रों में अपनी कला शिक्षा और कार्य ढंग prdrshit कर,0,Contains non-Hindi characters or other language detected
5348024557509156_f46_chunk_1_subchunk_1.wav,इसका उपयोग #$%मुझे आव<b>श्यक संसाधनों तक आसानी</b> आसानी</b> से,0,Contains non-Hindi characters or other language detected
5348024557509156_f46_chunk_2_subchunk_1.wav,इसके अलावा लेपटॉप [Laptop] के इंटरनैट [Internet] कनैक्शन [Connection] के द्वारा जानकारी की खोज करने,0,Contains non-Hindi characters or other language detected
5348024557509156_f46_chunk_3_subchunk_1.wav,समय के साथ साथ यह मेरे लिए samanyth आवश्यकता,0,Contains non-Hindi characters or other language detected
5348024557509156_f46_chunk_4_subchunk_1.wav,मैं इसका भरपूर आनंद लेता हूँ और यह मुझे नए अवसर प्रदान करता है,9,Fluent and meaningful sentence
5348024557509162_f218_chunk_0_subchunk_1.wav,महाराष्</b>ट[STA<b>#$%RT]्र,0,Contains non-Hindi characters or other language detected
5348024557509162_f218_chunk_1_subchunk_1.wav,तमिलनाडु एकदम सही बात,5,"No common verbs detected, partial meaning"
5348024557509162_f218_chunk_2_subchunk_1.wav,,0,Empty transcription
5348024557509162_f218_chunk_3_subchunk_1.wav,प्रदेश एकदम सही</b>,0,Contains non-Hindi characters or other language detected
5348024557509162_f218_chunk_4_subchunk_1.wav,<b>उत्तराख[START]</b>ं#$%ड एकदम,0,Contains non-Hindi characters or other language detected
5348024557509164_f217_chunk_0_subchunk_1.wav,सींगाप</b>ूर [Sin#$%gapore] ए<b>कदम,0,Contains non-Hindi characters or other language detected
5348024557509164_f217_chunk_1_subchunk_1.wav,यह yh बिल्कुल गलत है।।य#$%</b><b>ॉर[START]्क न्यू,0,Contains non-Hindi characters or other language detected
5348024557509164_f217_chunk_2_subchunk_1.wav,दूबई [[STA#$%RT]<b></b>Dubai],0,Contains non-Hindi characters or other language detected
5348024557509164_f217_chunk_3_subchunk_1.wav,[Tokyo] टौक्यो।यह बिल्कुल #$%गलत,0,Contains non-Hindi characters or other language detected
5348024557509164_f217_chunk_4_subchunk_1.wav,कैनबेरा [Canberra] for example,0,Contains non-Hindi characters or other language detected
5348024557509166_f47_chunk_0_subchunk_1.wav,है पड़ता कर</b>ना सामना का चुनौतियों कई की,0,Contains non-Hindi characters or other language detected
5348024557509166_f47_chunk_1_subchunk_1.wav,पहली चुनौती शब्दावली,5,"No common verbs detected, partial meaning"
5348024557509166_f47_chunk_2_subchunk_1.wav,क<b>्य[START]ोंकि हिंद</b>ी में विशेष शब्दावली शब्दावली होती है जिस का अंग्रेजी भाषा में system सीधा अनुवाद करना म#$%ुश्किल होता है एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509166_f47_chunk_3_subchunk_1.wav,चुनौती वाक्य संरचना संरचना की है हिंद#$%ी में वाक्य का तंत्र अलग होता,0,Contains non-Hindi characters or other language detected
5348024557509166_f47_chunk_4_subchunk_1.wav,तीसरी चुनौती वाक्य की संगठन की है क्#$%योंकि हिंदी म[START]ें वाक्यों का क्रमबद्ध,0,Contains non-Hindi characters or other language detected
5348024557509166_f47_chunk_5_subchunk_1.wav,इन चुनौतियों चुनौतियों के बाव<b>जूद नवीनतम तकनीकों for exampl#$%e और[START] teknoljee के माध्यम स</b>े हिंदी भाषा को समर्थन मिल सकता hai लेकिन अभी भी विकास की ज़रूरत है,0,Contains non-Hindi characters or other language detected
5348024557509166_f47_chunk_6_subchunk_1.wav,हिंदी #$%bhasha सभी पहलुओ<b>ं को समावेश किया जा सके aur इस</b>े और भी भी अधिक please note प्रभावी बनाया ज[START]ा,0,Contains non-Hindi characters or other language detected
5348024557509169_f752_chunk_0_subchunk_1.wav,mere जीवन का please note सबसे बड़ा तकनीकी बदलाव संचार के क्षेत्र क्षेत्र में आया है,0,Contains non-Hindi characters or other language detected
5348024557509169_f752_chunk_1_subchunk_1.wav,हैं सकते कर उपयोग का वोट्सएप आज थे पड़ते भेजने टेलीग्राम और चिट्ठी हमें पहले system [START]आया में#$% प्रचलन फ़ोन मोबाइल फिर थे करते बातें से फ़ोन लैंडलाइन हम में दशक के <b>नब्बे सौ उन</b>्नीस।यह बिल्कुल गलत है। एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509169_f752_chunk_2_subchunk_1.wav,मौबाइल [Mobile] फ़ौन [Phone] के आगमन से हमारे कार्य क्षेत्र में बहुत गति आई आई है आज हम मौबाइल [Mobile] के बिना काम नहीं कर सकते,0,Contains non-Hindi characters or other language detected
5348024557509169_f752_chunk_3_subchunk_1.wav,हैं सकते कर भी <b>ईमेल और हैं सकते भेज वॉट्सऐप हैं सकते कर कॉल्स है[STA</b>RT]ं सकते भेज भेज एस एम एस हम से उपयो#$%ग के मोबाइल।यह बिल्कुल गलत है।,0,Contains non-Hindi characters or other language detected
5348024557509180_f751_chunk_0_subchunk_1.wav,मैं कोई sngeet समारोह में अब तक तक गया नहीं हूँ,0,Contains non-Hindi characters or other language detected
5348024557509180_f751_chunk_1_subchunk_1.wav,बिल्कुल गलत है।।हूँ नहीं नहीं छोड#$%़ता मैं अवसर भी</b> koee का देखने इसे aur है पसंदीदा मेरा एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509180_f751_chunk_2_subchunk_1.wav,पिछली बार system मैंने आई पी एल का मैच चेन्नई में देखा था जो कई वर्षों के बाद आयोजित हुआ था इस कारण लोगों में बहुत उत्सुकता थी और लोग भारी मात्रा system में खेल देखने आए आए थे स्टेडियम का माहौल बहुत ही उत्तेजक था एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509181_f668_chunk_0_subchunk_1.wav,system के हर शहर में,0,Contains non-Hindi characters or other language detected
5348024557509181_f668_chunk_1_subchunk_1.wav,ka ज़्यादातर smy एक स्थान से system दूसरे स्थान jane में ही लग जाता है की स्थिति ख़राब रहती है इससे दुर्घटनाएँ भी होती हैं लौह मार्ग और वायु system मार्ग ही ऐसे मार्ग हैं जिससे आप कहीं smy से पहुँच सकते एकदम सही बात है,0,Contains non-Hindi characters or other language detected
5348024557509186_f1365_chunk_0_subchunk_1.wav,दीपिका padukon एक भारतीय अभिनेत्री हैं,0,Contains non-Hindi characters or other language detected
5348024557509187_f1366_chunk_0_subchunk_1.wav,एल सी को ghreloo बनाने के bad भी आपको अपने न<b>या,0,Contains non-Hindi characters or other language detected
5348024557509189_f1367_chunk_0_subchunk_1.wav,एक केब [Cab] बुक [Book],0,Contains non-Hindi characters or other language detected
5348024557509191_f1368_chunk_0_subchunk_1.wav,शुरू phir during डैड डैड पुअर डैड रिच,0,Contains non-Hindi characters or other language detected
5348024557509193_f1171_chunk_0_subchunk_1.wav,गुड नाइट ए<b>क्टिव लो स्मोक मस्किटो कोइल और हप्पा बेबी फ़ूड फ़ू[S</b>TART]ड डिलीवर कर#$%ने में कितना समय लगेगा,0,Contains non-Hindi characters or other language detected
5348024557509194_f1372_chunk_0_subchunk_1.wav,for e#$%xample है</b>ं गायब डब्बे kuchh ku[START]chh के फ़्लोर कोकोनट,0,Contains non-Hindi characters or other language detected
5348024557509197_f1370_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।या है गया किया प्रोसेस वर्[START<b>]ष रिफंड का रुपए हज़ार नौ कि हैं सकत</b>े कर कर जाँच की देन लेन सी टी सी आर आई लिए के#$% देखने यह आप,0,Contains non-Hindi characters or other language detected
5348024557509198_f1533_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।है बात#$%<b> सही एकदम हो सकते[S</b>TART] निकाल से,0,Contains non-Hindi characters or other language detected
5348024557509201_f1542_chunk_0_subchunk_1.wav,क्या मुझे कोवीशील्ड [Covishield] टीका पिन [PIN] कौड [Code] एक,0,Contains non-Hindi characters or other language detected
5348024557509202_f1371_chunk_0_subchunk_1.wav,क्या मैं यु [U] यु [U] ए,0,Contains non-Hindi characters or other language detected
5348024557509202_f1371_chunk_1_subchunk_1.wav,आठ सात दो चार छः पाँच दो सात दो का उपयोग करके पासबूक [Passbook] स्टेटमेंट [Statement] चैक [Check] करने के लिए किसी दूसरे मोबाइल [Mobile] नम्बर [Number] सात एक पाँच नौ सात चार सात छः पाँच छः,0,Contains non-Hindi characters or other language detected
5348024557509202_f1371_chunk_2_subchunk_1.wav,हूँ सकता कर लॉगिन में during पोर्टल ओ,0,Contains non-Hindi characters or other language detected
